"id";"x";"y";"label";"color";"count"
"US";2012;12,9411764705882;"US";"red";11
"US";2010;16,6666666666667;"US";"red";11
"UK";2017;4,18250950570342;"UK";"lightred";11
"FR";2018;3,71621621621622;"FR";"blue";11
"DE";2009;20,8333333333333;"DE";"green";10
"FR";2020;6,56934306569343;"FR";"blue";9
"JP";2005;37,5;"JP";"yellow";9
"KR";2016;3,68852459016393;"KR";"lightgreen";9
"UK";2018;3,04054054054054;"UK";"lightred";9
"US";2009;16,6666666666667;"US";"red";8
"DE";2007;24,2424242424242;"DE";"green";8
"DE";2011;9,87654320987654;"DE";"green";8
"IN";2013;4,93827160493827;"IN";"lightblue";8
"IE";2018;2,7027027027027;"IE";"lightblue";8
"KR";2019;2,99625468164794;"KR";"lightgreen";8
"UK";2020;5,83941605839416;"UK";"lightred";8
"DE";2004;33,3333333333333;"DE";"green";7
"DE";2005;25;"DE";"green";6
"FR";2013;3,7037037037037;"FR";"blue";6
"IN";2011;7,40740740740741;"IN";"lightblue";6
"KR";2013;3,7037037037037;"KR";"lightgreen";6
"KR";2014;3,55029585798817;"KR";"lightgreen";6
"US";2011;6,17283950617284;"US";"red";5
"DE";2006;14,2857142857143;"DE";"green";5
"UK";2014;2,9585798816568;"UK";"lightred";5
"CN";2015;2,19298245614035;"CN";"orange";5
"FR";2016;2,04918032786885;"FR";"blue";5
"HU";2016;2,04918032786885;"HU";"lightblue";5
"FR";2017;1,90114068441065;"FR";"blue";5
"SE";2018;1,68918918918919;"SE";"lightorange";5
"SE";2020;3,64963503649635;"SE";"lightorange";5
"JP";2004;19,047619047619;"JP";"yellow";4
"FR";2007;12,1212121212121;"FR";"blue";4
"US";2004;19,047619047619;"US";"red";4
"US";2005;16,6666666666667;"US";"red";4
"KR";2011;4,93827160493827;"KR";"lightgreen";4
"CA";2012;4,70588235294118;"CA";"lightgrey";4
"FR";2014;2,36686390532544;"FR";"blue";4
"IE";2014;2,36686390532544;"IE";"lightblue";4
"CN";2014;2,36686390532544;"CN";"orange";4
"IE";2015;1,75438596491228;"IE";"lightblue";4
"CN";2016;1,63934426229508;"CN";"orange";4
"IE";2016;1,63934426229508;"IE";"lightblue";4
"IE";2017;1,52091254752852;"IE";"lightblue";4
"IL";2017;1,52091254752852;"IL";"grey";4
"KR";2020;2,91970802919708;"KR";"lightgreen";4
"NL";2020;2,91970802919708;"NL";"black";4
"KR";2021;6,55737704918033;"KR";"lightgreen";4
"KR";2008;6,38297872340426;"KR";"lightgreen";3
"US";2008;6,38297872340426;"US";"red";3
"TW";2012;3,52941176470588;"TW";"lightblue";3
"KR";2012;3,52941176470588;"KR";"lightgreen";3
"IN";2012;3,52941176470588;"IN";"lightblue";3
"FR";2015;1,31578947368421;"FR";"blue";3
"SE";2016;1,22950819672131;"SE";"lightorange";3
"CA";2017;1,14068441064639;"CA";"lightgrey";3
"HU";2018;1,01351351351351;"HU";"lightblue";3
"IN";2018;1,01351351351351;"IN";"lightblue";3
"IT";2018;1,01351351351351;"IT";"lightblue";3
"IL";2018;1,01351351351351;"IL";"grey";3
"SE";2019;1,12359550561798;"SE";"lightorange";3
"UK";2019;1,12359550561798;"UK";"lightred";3
"IE";2019;1,12359550561798;"IE";"lightblue";3
"CN";2021;4,91803278688525;"CN";"orange";3
"CA";2013;1,23456790123457;"CA";"lightgrey";2
"CN";2006;5,71428571428571;"CN";"orange";2
"US";2006;5,71428571428571;"US";"red";2
"ES";2005;8,33333333333333;"ES";"lightblue";2
"KR";2004;9,52380952380952;"KR";"lightgreen";2
"US";2007;6,06060606060606;"US";"red";2
"KR";2010;3,03030303030303;"KR";"lightgreen";2
"SE";2010;3,03030303030303;"SE";"lightorange";2
"FR";2011;2,46913580246914;"FR";"blue";2
"UK";2013;1,23456790123457;"UK";"lightred";2
"IE";2013;1,23456790123457;"IE";"lightblue";2
"CN";2013;1,23456790123457;"CN";"orange";2
"IL";2014;1,18343195266272;"IL";"grey";2
"SE";2014;1,18343195266272;"SE";"lightorange";2
"BE";2016;0,819672131147541;"BE";"lightblue";2
"IL";2015;0,87719298245614;"IL";"grey";2
"CA";2016;0,819672131147541;"CA";"lightgrey";2
"HK";2017;0,760456273764259;"HK";"lightblue";2
"IL";2016;0,819672131147541;"IL";"grey";2
"NL";2017;0,760456273764259;"NL";"black";2
"IN";2017;0,760456273764259;"IN";"lightblue";2
"SE";2017;0,760456273764259;"SE";"lightorange";2
"AU";2019;0,749063670411985;"AU";"lightblue";2
"IT";2020;1,45985401459854;"IT";"lightblue";2
"HU";2020;1,45985401459854;"HU";"lightblue";2
"IE";2020;1,45985401459854;"IE";"lightblue";2
"FR";2021;3,27868852459016;"FR";"blue";2
"AT";2020;1,45985401459854;"AT";"lightblue";2
"JP";2021;3,27868852459016;"JP";"yellow";2
"SE";2021;3,27868852459016;"SE";"lightorange";2
"NL";2021;3,27868852459016;"NL";"black";2
"BE";2007;3,03030303030303;"BE";"lightblue";1
"AU";2020;0,72992700729927;"AU";"lightblue";1
"AU";2006;2,85714285714286;"AU";"lightblue";1
"TW";2007;3,03030303030303;"TW";"lightblue";1
"CN";2008;2,12765957446809;"CN";"orange";1
"IE";2006;2,85714285714286;"IE";"lightblue";1
"FR";2004;4,76190476190476;"FR";"blue";1
"FR";2008;2,12765957446809;"FR";"blue";1
"UK";2004;4,76190476190476;"UK";"lightred";1
"UK";2006;2,85714285714286;"UK";"lightred";1
"HR";2008;2,12765957446809;"HR";"lightblue";1
"NL";2004;4,76190476190476;"NL";"black";1
"IL";2006;2,85714285714286;"IL";"grey";1
"IT";2007;3,03030303030303;"IT";"lightblue";1
"KR";2005;4,16666666666667;"KR";"lightgreen";1
"KR";2006;2,85714285714286;"KR";"lightgreen";1
"RU";2005;4,16666666666667;"RU";"lightblue";1
"SE";2004;4,76190476190476;"SE";"lightorange";1
"SE";2005;4,16666666666667;"SE";"lightorange";1
"SE";2007;3,03030303030303;"SE";"lightorange";1
"CA";2006;2,85714285714286;"CA";"lightgrey";1
"IL";2008;2,12765957446809;"IL";"grey";1
"FR";2009;2,08333333333333;"FR";"blue";1
"UK";2009;2,08333333333333;"UK";"lightred";1
"KR";2009;2,08333333333333;"KR";"lightgreen";1
"ES";2009;2,08333333333333;"ES";"lightblue";1
"ZM";2010;1,51515151515152;"ZM";"lightblue";1
"CN";2010;1,51515151515152;"CN";"orange";1
"FR";2010;1,51515151515152;"FR";"blue";1
"UK";2010;1,51515151515152;"UK";"lightred";1
"RU";2010;1,51515151515152;"RU";"lightblue";1
"AT";2010;1,51515151515152;"AT";"lightblue";1
"AU";2011;1,23456790123457;"AU";"lightblue";1
"BR";2011;1,23456790123457;"BR";"lightblue";1
"FR";2012;1,17647058823529;"FR";"blue";1
"SY";2011;1,23456790123457;"SY";"lightblue";1
"CA";2011;1,23456790123457;"CA";"lightgrey";1
"MY";2011;1,23456790123457;"MY";"lightblue";1
"UK";2012;1,17647058823529;"UK";"lightred";1
"RU";2011;1,23456790123457;"RU";"lightblue";1
"SE";2011;1,23456790123457;"SE";"lightorange";1
"FI";2012;1,17647058823529;"FI";"lightblue";1
"RO";2012;1,17647058823529;"RO";"lightblue";1
"SE";2012;1,17647058823529;"SE";"lightorange";1
"AT";2013;0,617283950617284;"AT";"lightblue";1
"AU";2013;0,617283950617284;"AU";"lightblue";1
"IL";2013;0,617283950617284;"IL";"grey";1
"PT";2014;0,591715976331361;"PT";"lightblue";1
"IT";2014;0,591715976331361;"IT";"lightblue";1
"FI";2014;0,591715976331361;"FI";"lightblue";1
"AT";2014;0,591715976331361;"AT";"lightblue";1
"BR";2014;0,591715976331361;"BR";"lightblue";1
"IN";2014;0,591715976331361;"IN";"lightblue";1
"AT";2015;0,43859649122807;"AT";"lightblue";1
"SE";2015;0,43859649122807;"SE";"lightorange";1
"FI";2015;0,43859649122807;"FI";"lightblue";1
"BR";2015;0,43859649122807;"BR";"lightblue";1
"HU";2015;0,43859649122807;"HU";"lightblue";1
"NL";2015;0,43859649122807;"NL";"black";1
"IT";2015;0,43859649122807;"IT";"lightblue";1
"CA";2015;0,43859649122807;"CA";"lightgrey";1
"IN";2016;0,409836065573771;"IN";"lightblue";1
"SG";2015;0,43859649122807;"SG";"lightblue";1
"IT";2016;0,409836065573771;"IT";"lightblue";1
"PL";2017;0,380228136882129;"PL";"lightblue";1
"TR";2016;0,409836065573771;"TR";"lightblue";1
"LU";2016;0,409836065573771;"LU";"lightblue";1
"AT";2016;0,409836065573771;"AT";"lightblue";1
"AR";2017;0,380228136882129;"AR";"lightblue";1
"PL";2016;0,409836065573771;"PL";"lightblue";1
"HU";2017;0,380228136882129;"HU";"lightblue";1
"RU";2016;0,409836065573771;"RU";"lightblue";1
"IT";2017;0,380228136882129;"IT";"lightblue";1
"PA";2017;0,380228136882129;"PA";"lightblue";1
"TR";2018;0,337837837837838;"TR";"lightblue";1
"BE";2017;0,380228136882129;"BE";"lightblue";1
"RU";2017;0,380228136882129;"RU";"lightblue";1
"BE";2019;0,374531835205993;"BE";"lightblue";1
"CA";2018;0,337837837837838;"CA";"lightgrey";1
"GB";2018;0,337837837837838;"GB";"lightblue";1
"NL";2018;0,337837837837838;"NL";"black";1
"AU";2018;0,337837837837838;"AU";"lightblue";1
"CH";2018;0,337837837837838;"CH";"lightblue";1
"EL";2019;0,374531835205993;"EL";"lightblue";1
"IT";2019;0,374531835205993;"IT";"lightblue";1
"KE";2019;0,374531835205993;"KE";"lightblue";1
"HU";2019;0,374531835205993;"HU";"lightblue";1
"SG";2019;0,374531835205993;"SG";"lightblue";1
"ES";2020;0,72992700729927;"ES";"lightblue";1
"TW";2019;0,374531835205993;"TW";"lightblue";1
"IL";2019;0,374531835205993;"IL";"grey";1
"IN";2020;0,72992700729927;"IN";"lightblue";1
"IL";2020;0,72992700729927;"IL";"grey";1
"IE";2021;1,63934426229508;"IE";"lightblue";1
"UK";2021;1,63934426229508;"UK";"lightred";1
"AT";2021;1,63934426229508;"AT";"lightblue";1
"TR";2021;1,63934426229508;"TR";"lightblue";1
"SG";2021;1,63934426229508;"SG";"lightblue";1
"AE";2021;1,63934426229508;"AE";"lightblue";1
"IN";2021;1,63934426229508;"IN";"lightblue";1
"CA";2021;1,63934426229508;"CA";"lightgrey";1
"IL";2021;1,63934426229508;"IL";"grey";1
