"priority";"fua_name";"app_name";"count";"ctry"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Nfl Players Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Trigger Transformation Llc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Standvast Healthcare Fulfillment Llc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Criterion Systems Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Noblis Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"University Of Maryland College Park";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Lew Christopher Robert";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Inhand Networks Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Objectvideo Labs Llc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Hutchinson Shawn";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Skylark Innovations Llc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"The Government Of The United States Of America As";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Rankin John";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Mars Incorporated";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Hanifi Steve";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Kashani Shahriar-Moshtael";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Datakwip Holdings Llc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"American Chemical Society";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Protenus Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Regmi Pusker";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Clarke James";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Medina Daniel";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Murthy Sudhir";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Iyengar Kieran";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Apkudo Llc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Carejourney";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Sundel Michael B";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Privva Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Intellispex Inc";1;"US"
"Arrangement for software engineering";"Washington-Baltimore-N.Virginia - Dc-Md-Va-Wv";"Battelle Memorial Institute";1;"US"
"Optical systems (general)";"Osaka";"Nitto Denko Corporation";639;"JP"
"Optical systems (general)";"Osaka";"Panasonic Intellectual Property Management Co Ltd";318;"JP"
"Optical systems (general)";"Osaka";"Sumitomo Electric Industries Ltd";256;"JP"
"Optical Components";"Osaka";"Nitto Denko Corporation";205;"JP"
"Optical systems (general)";"Osaka";"Sakai Display Products Corporation";130;"JP"
"Optical systems (general)";"Osaka";"Sharp Kabushiki Kaisha";109;"JP"
"Optical systems (general)";"Osaka";"Sekisui Chemical Co Ltd";99;"JP"
"Optical Components";"Osaka";"Panasonic Intellectual Property Management Co Ltd";74;"JP"
"Arrangement for software engineering";"Osaka";"Sumitomo Electric Industries Ltd";74;"JP"
"Optical systems (general)";"Osaka";"Toyobo Co Ltd";44;"JP"
"Optical systems (general)";"Osaka";"Osaka University";43;"JP"
"Optical Components";"Osaka";"Sekisui Chemical Co Ltd";43;"JP"
"Optical Components";"Osaka";"Sakai Display Products Corporation";41;"JP"
"Optical Components";"Osaka";"Daicel Corporation";37;"JP"
"Optical systems (general)";"Osaka";"Daicel Corporation";36;"JP"
"Optical Components";"Osaka";"Kwansei Gakuin Educational Foundation";34;"JP"
"Optical systems (general)";"Osaka";"Kawasaki Jukogyo Kabushiki Kaisha";31;"JP"
"Screen displays (vehicules)";"Osaka";"Panasonic Intellectual Property Management Co Ltd";27;"JP"
"Optical systems (general)";"Osaka";"The Nippon Synthetic Chemical Industry Co Ltd";24;"JP"
"Head-up displays";"Osaka";"Panasonic Intellectual Property Management Co Ltd";22;"JP"
"Optical Components";"Osaka";"Sharp Kabushiki Kaisha";20;"JP"
"Optical Components";"Osaka";"Kaneka Corporation";20;"JP"
"Optical Components";"Osaka";"Toyobo Co Ltd";18;"JP"
"Optical systems (general)";"Osaka";"Nalux Co Ltd";16;"JP"
"Optical systems (general)";"Osaka";"Kaneka Corporation";13;"JP"
"Optical Components";"Osaka";"Osaka University";13;"JP"
"Optical systems (general)";"Osaka";"Kyocera Document Solutions Inc";12;"JP"
"Arrangement for software engineering";"Osaka";"Kyocera Document Solutions Inc";12;"JP"
"Optical systems (general)";"Osaka";"University Of Hyogo";11;"JP"
"Automotive ECUs";"Osaka";"Panasonic Intellectual Property Management Co Ltd";11;"JP"
"Optical systems (general)";"Osaka";"Furuno Electric Co Ltd";10;"JP"
"Head-up displays";"Osaka";"Sekisui Chemical Co Ltd";9;"JP"
"Screen displays (vehicules)";"Osaka";"Sekisui Chemical Co Ltd";9;"JP"
"Arrangement for software engineering";"Osaka";"Kubota Corporation";9;"JP"
"Optical systems (general)";"Osaka";"Panasonic Corporation";8;"JP"
"Optical Components";"Osaka";"Panasonic Corporation";8;"JP"
"Arrangement for software engineering";"Osaka";"Yanmar Power Technology Co Ltd";8;"JP"
"Optical systems (general)";"Osaka";"University Public Corporation Osaka";7;"JP"
"Optical systems (general)";"Osaka";"Nippon Shokubai Co Ltd";7;"JP"
"Optical systems (general)";"Osaka";"Bando Chemical Industries Ltd";7;"JP"
"Optical systems (general)";"Osaka";"Otsuka Chemical Co Ltd";7;"JP"
"Optical Components";"Osaka";"Nippon Shokubai Co Ltd";7;"JP"
"Arrangement for software engineering";"Osaka";"Daikin Industries Ltd";6;"JP"
"Optical systems (general)";"Osaka";"Teijin Limited";5;"JP"
"Optical systems (general)";"Osaka";"Westunitis Co Ltd";5;"JP"
"Optical systems (general)";"Osaka";"Hitachi Maxell Ltd";5;"JP"
"Optical systems (general)";"Osaka";"Osaka Gas Co Ltd";5;"JP"
"Optical systems (general)";"Osaka";"Mitsuboshi Diamond Industrial Co Ltd";5;"JP"
"Optical systems (general)";"Osaka";"Yuyama Mfg Co Ltd";5;"JP"
"Optical systems (general)";"Osaka";"Kubota Corporation";5;"JP"
"Optical Components";"Osaka";"Sumitomo Electric Industries Ltd";5;"JP"
"Arrangement for software engineering";"Osaka";"Panasonic Intellectual Property Management Co Ltd";5;"JP"
"Optical systems (general)";"Osaka";"Tatsuta Electric Wire & Cable Co Ltd";4;"JP"
"Optical systems (general)";"Osaka";"National University Corporation Kobe University";4;"JP"
"Optical systems (general)";"Osaka";"Air Water Biodesign Inc";4;"JP"
"Optical systems (general)";"Osaka";"Daikin Industries Ltd";4;"JP"
"Optical systems (general)";"Osaka";"Senyo Optical Co Ltd";4;"JP"
"Optical systems (general)";"Osaka";"Mikuni Seikyo Co Ltd";4;"JP"
"Optical systems (general)";"Osaka";"Rexxam Co Ltd";4;"JP"
"Optical systems (general)";"Osaka";"Sekisui Kasei Co Ltd";4;"JP"
"Optical systems (general)";"Osaka";"Nippon Paint Automotive Coatings Co Ltd";4;"JP"
"Optical systems (general)";"Osaka";"Yamamoto Chemicals Inc";4;"JP"
"Optical systems (general)";"Osaka";"Glory Ltd";4;"JP"
"Holography";"Osaka";"University Of Hyogo";4;"JP"
"Screen displays (vehicules)";"Osaka";"Kubota Corporation";4;"JP"
"Arrangement for software engineering";"Osaka";"Tlv Co Ltd";4;"JP"
"Head-up displays";"Osaka";"Westunitis Co Ltd";3;"JP"
"Computer-aided design [CAD]";"Osaka";"Toyo Tire Corporation";3;"JP"
"Optical systems (general)";"Osaka";"Nissei Technology Corporation";3;"JP"
"Optical systems (general)";"Osaka";"Nanophoton Corporation";3;"JP"
"Optical systems (general)";"Osaka";"Osaka City University";3;"JP"
"Optical systems (general)";"Osaka";"Nipro Corporation";3;"JP"
"Optical systems (general)";"Osaka";"Sekisui Plastics Co Ltd";3;"JP"
"Optical systems (general)";"Osaka";"Osaka Organic Chemical Industry Co Ltd";3;"JP"
"Optical systems (general)";"Osaka";"Osaka Gas Chemicals Co Ltd";3;"JP"
"Optical systems (general)";"Osaka";"Mitsubishi Heavy Industries Machinery Systems Ltd";3;"JP"
"Optical systems (general)";"Osaka";"Family Inada Co Ltd";3;"JP"
"Optical systems (general)";"Osaka";"Medicaroid Corporation";3;"JP"
"Optical systems (general)";"Osaka";"Fuji Chemical Co Ltd";3;"JP"
"Optical systems (general)";"Osaka";"Fujikin Incorporated";3;"JP"
"Screen displays (vehicules)";"Osaka";"Sakai Display Products Corporation";3;"JP"
"Arrangement for software engineering";"Osaka";"Mitsubishi Heavy Industries Machinery Systems Ltd";3;"JP"
"Arrangement for software engineering";"Osaka";"Nitto Denko Corporation";3;"JP"
"Automotive ECUs";"Osaka";"Sakai Display Products Corporation";3;"JP"
"Automotive ECUs";"Osaka";"Sekisui Chemical Co Ltd";3;"JP"
"Computer-aided design [CAD]";"Osaka";"Kawasaki Jukogyo Kabushiki Kaisha";2;"JP"
"Computer-aided design [CAD]";"Osaka";"Panasonic Intellectual Property Management Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Matsunami Glass Ind Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Sysmex Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Jtekt Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Talex Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Taisho Biomed Instruments Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Earfredo Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Patlite Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Sun-Ray Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Nippon Paint Holdings Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Suntechopt Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Fujifilm Wako Pure Chemical Corporation";2;"JP"
"Optical systems (general)";"Osaka";"M Technique Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Nagase Chemtex Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Konoshima Chemical Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Daicel Aboshi Sangyo Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Kwansei Gakuin Educational Foundation";2;"JP"
"Optical systems (general)";"Osaka";"Neubrex Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Sumitomo Precision Products Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Asterisk Inc";2;"JP"
"Optical systems (general)";"Osaka";"Yamauchi Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Sanyo-Cyp Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Megachips Corporation";2;"JP"
"Optical systems (general)";"Osaka";"Daiwa House Industry Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Seven Dew Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Culture Convenience Club Co Ltd";2;"JP"
"Optical systems (general)";"Osaka";"Fujitsu Peripherals Limited";2;"JP"
"Optical systems (general)";"Osaka";"Denso Ten Limited";2;"JP"
"Optical systems (general)";"Osaka";"Kabushiki Kaisha Kobe Seiko Sho (Kobe Steel Ltd)";2;"JP"
"Optical systems (general)";"Osaka";"The School Corporation Kansai University";2;"JP"
"Holography";"Osaka";"National University Corporation Kobe University";2;"JP"
"Screen displays (vehicules)";"Osaka";"Nitto Denko Corporation";2;"JP"
"Screen displays (vehicules)";"Osaka";"Yanmar Power Technology Co Ltd";2;"JP"
"Optical Components";"Osaka";"Tatsuta Electric Wire & Cable Co Ltd";2;"JP"
"Optical Components";"Osaka";"Cluster Technology Co Ltd";2;"JP"
"Optical Components";"Osaka";"Phoenix Electric Co Ltd";2;"JP"
"Optical Components";"Osaka";"Daishinku Corporation";2;"JP"
"Optical Components";"Osaka";"The Nippon Synthetic Chemical Industry Co Ltd";2;"JP"
"Optical Components";"Osaka";"Sumika Chemical Analysis Service Ltd";2;"JP"
"Optical Components";"Osaka";"Panasonic Intellectual Property Management Co Lt";2;"JP"
"Arrangement for software engineering";"Osaka";"Patlite Corporation";2;"JP"
"Head-up displays";"Osaka";"Sharp Kabushiki Kaisha";1;"JP"
"Head-up displays";"Osaka";"Osaka City University";1;"JP"
"Head-up displays";"Osaka";"Capcom Co Ltd";1;"JP"
"Head-up displays";"Osaka";"Kawasaki Jukogyo Kabushiki Kaisha";1;"JP"
"Head-up displays";"Osaka";"Yamamoto Kogaku Co Ltd";1;"JP"
"Head-up displays";"Osaka";"Matsunami Glass Ind Ltd";1;"JP"
"Head-up displays";"Osaka";"Teijin Limited";1;"JP"
"Head-up displays";"Osaka";"Daicel Corporation";1;"JP"
"Computer-aided design [CAD]";"Osaka";"National University Corporation Kobe University";1;"JP"
"Computer-aided design [CAD]";"Osaka";"University Public Corporation Osaka";1;"JP"
"Computer-aided design [CAD]";"Osaka";"Kabushiki Kaisha Kobe Seiko Sho (Kobe Steel Ltd)";1;"JP"
"Computer-aided design [CAD]";"Osaka";"Asics Corporation";1;"JP"
"Computer-aided design [CAD]";"Osaka";"Hisaka Works Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Ichihara Jun";1;"JP"
"Optical systems (general)";"Osaka";"Capcom Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Yamamoto Kogaku Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Tocalo Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Dainippon Sumitomo Pharma Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"National Institutes Of Biomedical Innovation Health And Nutrition";1;"JP"
"Optical systems (general)";"Osaka";"Osaka Prefecture University Public Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Serendip Research";1;"JP"
"Optical systems (general)";"Osaka";"Kumonos Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Adachi Saburo";1;"JP"
"Optical systems (general)";"Osaka";"Institute For Laser Technology";1;"JP"
"Optical systems (general)";"Osaka";"Ovalis Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Fujitsu Ten Limited";1;"JP"
"Optical systems (general)";"Osaka";"Ntn Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Jmorita Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Tada Electric Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Medivr Inc";1;"JP"
"Optical systems (general)";"Osaka";"Sumitomo Seika Chemicals Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Nakanishi Optical Products Corp";1;"JP"
"Optical systems (general)";"Osaka";"Keiwa Inc";1;"JP"
"Optical systems (general)";"Osaka";"Shiraishi Kogyo Kaisha Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Talex Optical Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Daishinku Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Wintec Inc";1;"JP"
"Optical systems (general)";"Osaka";"Japan Vam&Poval Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Asao Kouji";1;"JP"
"Optical systems (general)";"Osaka";"So-Ken Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Photo Craft Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Jtec Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Daito Press Mfg Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Unitika Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Citakiron Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Sakata Inx Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Nitta Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Tsubakimoto Chain Co";1;"JP"
"Optical systems (general)";"Osaka";"Morito Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Santen Pharmaceutical Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Orient Brains Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Maruyama Frosting Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Tatsuta Electric Wire&Cable Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Wainwright Harry Lee";1;"JP"
"Optical systems (general)";"Osaka";"Sumitomo Electric Fine Polymer Inc";1;"JP"
"Optical systems (general)";"Osaka";"Xacti Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Rengo Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Osaka Organic Chemical Ind Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Yodogawa Medec Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Yodogawa Hu-Tech Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Panasonic Liquid Crystal Display Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Sharp Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Climb Products Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Komura-Tech Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Osaka Organic Chemical Industry Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Integral Geometry Science Inc";1;"JP"
"Optical systems (general)";"Osaka";"Asahi Broadcasting Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Toraru Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Bionics Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Izumi-Cosmo Company Limited";1;"JP"
"Optical systems (general)";"Osaka";"Yanmar Power Technology Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Daifuku Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Etoh Takeharu";1;"JP"
"Optical systems (general)";"Osaka";"Try And E Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Nichilay Magnet Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Artifice Inc";1;"JP"
"Optical systems (general)";"Osaka";"Panasonic Intellectual Property Management Co Lt";1;"JP"
"Optical systems (general)";"Osaka";"Mediaedge Corporation";1;"JP"
"Optical systems (general)";"Osaka";"Shinmaywa Industries Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Icom Incorporated";1;"JP"
"Optical systems (general)";"Osaka";"Yamamoto Shinya";1;"JP"
"Optical systems (general)";"Osaka";"Japan Cash Machine Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Gpro Co Ltd";1;"JP"
"Optical systems (general)";"Osaka";"Ic Square Partners Inc";1;"JP"
"Optical systems (general)";"Osaka";"Keisuugiken Corporation";1;"JP"
"Holography";"Osaka";"The School Corporation Kansai University";1;"JP"
"Holography";"Osaka";"Osaka University";1;"JP"
"Holography";"Osaka";"Glory Ltd";1;"JP"
"Holography";"Osaka";"Sekisui Chemical Co Ltd";1;"JP"
"Screen displays (vehicules)";"Osaka";"Osaka University";1;"JP"
"Screen displays (vehicules)";"Osaka";"Denso Ten Limited";1;"JP"
"Optical Components";"Osaka";"Qualtec Co Ltd";1;"JP"
"Optical Components";"Osaka";"Zhao Donglin";1;"JP"
"Optical Components";"Osaka";"Etoh Takeharu";1;"JP"
"Optical Components";"Osaka";"Aula-Dius Llc";1;"JP"
"Optical Components";"Osaka";"Sharp Corporation";1;"JP"
"Optical Components";"Osaka";"Osaka Gas Chemicals Co Ltd";1;"JP"
"Optical Components";"Osaka";"Ntn Corporation";1;"JP"
"Optical Components";"Osaka";"Sumitomo Seika Chemicals Co Ltd";1;"JP"
"Optical Components";"Osaka";"Air Water Inc";1;"JP"
"Optical Components";"Osaka";"Arakawa Chemical Industries Ltd";1;"JP"
"Optical Components";"Osaka";"Bando Chemical Industries Ltd";1;"JP"
"Optical Components";"Osaka";"Argo Co Ltd";1;"JP"
"Optical Components";"Osaka";"Nihon Yamamura Glass Co Ltd";1;"JP"
"Optical Components";"Osaka";"Sekisui Kasei Co Ltd";1;"JP"
"Optical Components";"Osaka";"Konoshima Chemical Co Ltd";1;"JP"
"Optical Components";"Osaka";"Tanabe Akihito";1;"JP"
"Optical Components";"Osaka";"Osaka Research Institute Of Industrial Science And";1;"JP"
"Optical Components";"Osaka";"Ady Co Ltd";1;"JP"
"Optical Components";"Osaka";"Komura-Tech Co Ltd";1;"JP"
"Optical Components";"Osaka";"Otsuka Chemical Co Ltd";1;"JP"
"Optical Components";"Osaka";"Moresco Corporation";1;"JP"
"Optical Components";"Osaka";"Toyo Aluminium Kabushiki Kaisha";1;"JP"
"Optical Components";"Osaka";"University Public Corporation Osaka";1;"JP"
"Optical Components";"Osaka";"Ricoh Electronic Devices Co Ltd";1;"JP"
"Optical Components";"Osaka";"Micro Coatec Co Ltd";1;"JP"
"Optical Components";"Osaka";"Daikin Industries Ltd";1;"JP"
"Arrangement for software engineering";"Osaka";"Icom Incorporated";1;"JP"
"Arrangement for software engineering";"Osaka";"Glory Ltd";1;"JP"
"Arrangement for software engineering";"Osaka";"Noritz Corporation";1;"JP"
"Arrangement for software engineering";"Osaka";"Becube Co Ltd";1;"JP"
"Arrangement for software engineering";"Osaka";"Osaka University";1;"JP"
"Arrangement for software engineering";"Osaka";"Synapse Innovation Inc";1;"JP"
"Arrangement for software engineering";"Osaka";"Daicel Corporation";1;"JP"
"Arrangement for software engineering";"Osaka";"Be&Do Inc";1;"JP"
"Arrangement for software engineering";"Osaka";"Takayama Masaaki";1;"JP"
"Arrangement for software engineering";"Osaka";"Fujikin Incorporated";1;"JP"
"Arrangement for software engineering";"Osaka";"Hitachi Zosen Corporation";1;"JP"
"Arrangement for software engineering";"Osaka";"Kaneka Corporation";1;"JP"
"Arrangement for software engineering";"Osaka";"Daiwa Computer Co Ltd";1;"JP"
"Automotive ECUs";"Osaka";"Sumitomo Electric Industries Ltd";1;"JP"
"Automotive ECUs";"Osaka";"Osaka University";1;"JP"
"Automotive ECUs";"Osaka";"Kubota Corporation";1;"JP"
"Automotive ECUs";"Osaka";"Yanmar Power Technology Co Ltd";1;"JP"
"Automotive ECUs";"Osaka";"The School Corporation Kansai University";1;"JP"
"Optical systems (general)";"Hangzhou";"Hangzhou Hikvision Digital Technology Co Ltd";270;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Sunny Optical Co Ltd";187;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Sunny Opotech Co Ltd";180;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Dahua Technology Co Ltd";97;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Sunny Optics Co Ltd";49;"CN"
"Optical Components";"Hangzhou";"Ningbo Sunny Opotech Co Ltd";35;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang University";33;"CN"
"Optical Components";"Hangzhou";"Najing Technology Corporation Limited";30;"CN"
"Arrangement for software engineering";"Hangzhou";"Alipay (Hangzhou) Information Technology Co Ltd";25;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Hikvision System Technology Co Ltd";21;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Uniview Technologies Co Ltd";19;"CN"
"Optical Components";"Hangzhou";"Jiaxing Super Lighting Electric Appliance Co Ltd";16;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Hikmicro Sensing Technology Co Ltd";13;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Sunny Automotive Optech Co Ltd";12;"CN"
"Optical systems (general)";"Hangzhou";"Yutou Technology (Hangzhou) Co Ltd";12;"CN"
"Optical Components";"Hangzhou";"Zhejiang Shenghui Lighting Co Ltd";10;"CN"
"Optical Components";"Hangzhou";"Ningbo Semiconductor International Corporation";9;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Taro Positioning Technology Co Ltd";8;"CN"
"Optical Components";"Hangzhou";"Zhejiang University";8;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Zero Zero Technology Co Ltd";7;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Abax Sensing Co Ltd";7;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Xinsheng Electronic Technology Co Ltd";6;"CN"
"Screen displays (vehicules)";"Hangzhou";"Ningbo Geely Automobile Research&Development Co";6;"CN"
"Optical Components";"Hangzhou";"Ningbo Lumilan Advanced Materials Co Ltd";6;"CN"
"Optical Components";"Hangzhou";"Ningbo Abax Sensing Co Ltd";6;"CN"
"Head-up displays";"Hangzhou";"Yutou Technology (Hangzhou) Co Ltd";5;"CN"
"Optical systems (general)";"Hangzhou";"Sunny Optical (Zhejiang) Research Institute Co L";5;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Solartron Technology Co Ltd";5;"CN"
"Optical systems (general)";"Hangzhou";"Arcsoft Corporation Limited";5;"CN"
"Head-up displays";"Hangzhou";"Zhejiang Sunny Optics Co Ltd";4;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Zhejiang University";4;"CN"
"Optical systems (general)";"Hangzhou";"Netease (Hangzhou) Network Co Ltd";4;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Hikrobot Technology Co Ltd";4;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Amphenol Phoenix Telecom Parts Co Ltd";4;"CN"
"Optical systems (general)";"Hangzhou";"New Shicoh Motor Co Ltd";4;"CN"
"Optical systems (general)";"Hangzhou";"Tcl Communications (Ningbo) Co Ltd";4;"CN"
"Optical systems (general)";"Hangzhou";"Ge Gaoli";4;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Semiconductor International Corporation";4;"CN"
"Arrangement for software engineering";"Hangzhou";"Netease (Hangzhou) Network Co Ltd";4;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Hikvision Digital Technology Co Ltd";4;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhejiang University";4;"CN"
"Arrangement for software engineering";"Hangzhou";"Ningbo Geely Automobile Research&Development Co";4;"CN"
"Head-up displays";"Hangzhou";"Zhejiang Sunny Optical Co Ltd";3;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Geely Automobile Research&Development Co";3;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Gongshang University";3;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Uphoton Optoelectronics Technology Co Ltd";3;"CN"
"Optical systems (general)";"Hangzhou";"Jiaxing Xurui Electronic Technology Co Ltd";3;"CN"
"Optical systems (general)";"Hangzhou";"Alipay (Hangzhou) Information Technology Co Ltd";3;"CN"
"Optical systems (general)";"Hangzhou";"Zheijiang Jingyi New Material Technology Co Ltd";3;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Kaishuo Lighting Technology Co Ltd";3;"CN"
