"priority";"fua_name";"app_name";"count";"ctry"
"Optical systems (general)";"Hangzhou";"Yuyao Decheng Technology Consulting Co Ltd";3;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Rudao Science And Technology Co Ltd";3;"CN"
"Screen displays (vehicules)";"Hangzhou";"Ningbo Geely Automobile Research & Development Co Ltd";3;"CN"
"Optical Components";"Hangzhou";"Zhejiang Third Age Material Technology Co Ltd";3;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Qulian Technology Co Ltd";3;"CN"
"Arrangement for software engineering";"Hangzhou";"New H3c Information Technologies Co Ltd";3;"CN"
"Head-up displays";"Hangzhou";"Zhejiang University";2;"CN"
"Optical systems (general)";"Hangzhou";"Self Electronics Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Lin Wanjiong";2;"CN"
"Optical systems (general)";"Hangzhou";"Westlake University";2;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Thredim Optoelectronics Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Mo-Link Technology Coltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Sunny Automotive Opotech Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Nippon Carbide Industries (Hangzhou) Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Exciton Technology Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Mdk Opto Electronics Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Futong Communication Technology Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Mo-Link Technology Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Dakang Holding Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Geely Automobile Research Institute Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Geely Holding Group Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Jingyi New Material Technology Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Qian Xiaojiong";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Ezviz Network Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Selfie Show Technology Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Ezviz Software Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Taruo Information Technology Co Ltd";2;"CN"
"Optical systems (general)";"Hangzhou";"Xu Jiqiong";2;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Zemingrui Equity Investment Co Ltd";2;"CN"
"Optical Components";"Hangzhou";"Zhejiang Dahua Technology Co Ltd";2;"CN"
"Optical Components";"Hangzhou";"Arcsoft Corporation Limited";2;"CN"
"Optical Components";"Hangzhou";"Hangzhou Mdk Opto Electronics Co Ltd";2;"CN"
"Optical Components";"Hangzhou";"Ch Lighting Technology Co Ltd";2;"CN"
"Optical Components";"Hangzhou";"Yuyao Decheng Technology Consulting Co Ltd";2;"CN"
"Optical Components";"Hangzhou";"Zhao Zhihui";2;"CN"
"Optical Components";"Hangzhou";"Mao Zhaoqi";2;"CN"
"Arrangement for software engineering";"Hangzhou";"New H3c Technologies Co Ltd";2;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Hikrobot Technology Co Ltd";2;"CN"
"Arrangement for software engineering";"Hangzhou";"Hamaton Automotive Technology Co Ltd";2;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Tracesoft Co Ltd";2;"CN"
"Arrangement for software engineering";"Hangzhou";"State Grid Zhejiang Electric Power Co Ltd";2;"CN"
"Automotive ECUs";"Hangzhou";"Ningbo Geely Automobile Research & Development Co Ltd";2;"CN"
"Automotive ECUs";"Hangzhou";"Ningbo Geely Automobile Research&Development Co";2;"CN"
"Head-up displays";"Hangzhou";"Hangzhou Rejoin Tech Co Ltd";1;"CN"
"Head-up displays";"Hangzhou";"Sunny Optical (Zhejiang) Research Institute Co L";1;"CN"
"Head-up displays";"Hangzhou";"Netease (Hangzhou) Network Co Ltd";1;"CN"
"Head-up displays";"Hangzhou";"Hangzhou Rongmeng Smart Technology Co Ltd";1;"CN"
"Head-up displays";"Hangzhou";"Ningbo Geely Automobile Research&Development Co";1;"CN"
"Head-up displays";"Hangzhou";"Hangzhou Hikvision Digital Technology Co Ltd";1;"CN"
"Head-up displays";"Hangzhou";"Lover Health Science And Technology Co Ltd";1;"CN"
"Head-up displays";"Hangzhou";"Wang Hao";1;"CN"
"Head-up displays";"Hangzhou";"Yuyao Sunny Optical Intelligence Technology Co L";1;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Ningbo Geely Automobile Research&Development Co";1;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Ningbo Geely Automobile Research & Development Co Ltd";1;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Alipay (Hangzhou) Information Technology Co Ltd";1;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Hangzhou Yougongpin Technology Co Ltd";1;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Zhejiang Electro-Acoustic R&D Center Cas";1;"CN"
"Computer-aided design [CAD]";"Hangzhou";"Bayes Electronics Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Jiaxing Zhongrun Optical Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Broadex Technologies Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"China Science Photon Chip (Haining) Technology Co";1;"CN"
"Optical systems (general)";"Hangzhou";"Lover Health Science And Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Wang Hao";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Rejoin Tech Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Rongmeng Smart Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Zhiwei Information Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Institute Of Flexible Electronics Technology Of Thu Zhejiang";1;"CN"
"Optical systems (general)";"Hangzhou";"Cixi Institute Of Biomedical Engineering Cnitech";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Institute Of Materials Technology And Engin";1;"CN"
"Optical systems (general)";"Hangzhou";"Jinhua Top Optical Instrument Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Onsight Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Ole-Systems Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Yuyao Sunny Optical Intelligence Technology Co L";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Sensetime Technology Development Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang University Of Technology";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Guangli Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Jiaxing Uphoton Optoelectronics Technology Co Lt";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Single Micro Electronic Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Feixiang Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Crystal-Optech Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Tao Linmi";1;"CN"
"Optical systems (general)";"Hangzhou";"Xu Yangxin";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Inlight Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Shentu Wei";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Radi-Cool Advanced Energy Technologies Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Ruiling Advanced Energy Materials Institute Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Radi-Cool Advanced Energy Technologies Co";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Ruiling Advanced Energy Materials Institute";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Sei-Futong Optical Fiber Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Juli Insulation Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"State Grid Huzhou Power Supply Company";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Chaoqian Telecommunication Technologies Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Ship Electronics Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Chaoqian Telecommunication Technologies C";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Xin Yun Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Shunli Optotech Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Hpwinner Opto Corporation";1;"CN"
"Optical systems (general)";"Hangzhou";"Wenzhou Fuqishi Photoelectric Material Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Yacto Technology Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhe Jiang Changxing Heli Optoelectronic Technology";1;"CN"
"Optical systems (general)";"Hangzhou";"Najing Technology Corporation Limited";1;"CN"
"Optical systems (general)";"Hangzhou";"Scantech (Hangzhou) Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang University Nit";1;"CN"
"Optical systems (general)";"Hangzhou";"Yang Jun";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Dusun Electron Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"New H3c Technologies Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Tcl Communication Technology(Ningbo) Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Wenzhou Medical University";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Xiongmai Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Shuoying Digital Science & Technology (China) Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang East Optical Glasses Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhejiang Guozi Robot Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Jiaxing Zmax Optech Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Xingxi Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Qingqi Science And Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Geely Automobile Research & Development Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Mission Infrared Optoelectronic Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Ningbo Wissen Intelligent Sensing Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Joyware Electronics Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Shijian Tech (Hangzhou) Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Zhou Changyin";1;"CN"
"Optical systems (general)";"Hangzhou";"Senken Group Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Xiaofu Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Quzhou Bote Chemical Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Huzhou Celong Network Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Changxing Potek Electronics Technology Co Ltd";1;"CN"
"Optical systems (general)";"Hangzhou";"Hangzhou Zt Model Co Ltd";1;"CN"
"Holography";"Hangzhou";"Hangzhou Hikvision Digital Technology Co Ltd";1;"CN"
"Screen displays (vehicules)";"Hangzhou";"Hangzhou Sanhua Research Institute Co Ltd";1;"CN"
"Screen displays (vehicules)";"Hangzhou";"Ningbo Preh Joyson Automotive Electronics Co Ltd";1;"CN"
"Screen displays (vehicules)";"Hangzhou";"Hangzhou Hikvision Digital Technology Co Ltd";1;"CN"
"Screen displays (vehicules)";"Hangzhou";"Hozon New Energy Automobile Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Multi-Color Optoelectronics Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Zhe Jiang Changxing Heli Optoelectronic Technology";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Hikmicro Sensing Technology Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Sanhua Research Institute Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Institute Of Flexible Electronics Technology Of Thu Zhejiang";1;"CN"
"Optical Components";"Hangzhou";"Zhejiang Super Lighting Electric Appliance Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Ge Tiehan";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Hpwinner Opto Corporation";1;"CN"
"Optical Components";"Hangzhou";"Zhejiang Kaiying New Materials Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Institute Of Optics And Fine Mechanics";1;"CN"
"Optical Components";"Hangzhou";"Zhejiang Dingxin Arts & Crafts Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Wu Xiangyong";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Hanhui Optoelectronic Technology Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Zhejiang Alite Lighting Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Microquanta Semiconductor Corporation Limited";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Microquanta Semiconductor Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Zhejiang Huadisplay Optoelectronics Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Yutou Technology (Hangzhou) Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Taizhou Heystar Electronic Technology Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Silan Microelectronics Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Cet Company Limited";1;"CN"
"Optical Components";"Hangzhou";"Ningbo Kaishuo Lighting Technology Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Zhejing Jingri Lighting Technology Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Hangke Optoelectronics Group Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Ningbo Baby First Baby Products Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Qisu Technology Co Ltd";1;"CN"
"Optical Components";"Hangzhou";"Hangzhou Yun Led Chip Photoelectricity Techco L";1;"CN"
"Arrangement for software engineering";"Hangzhou";"C-Sky Microsystems Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Fabu Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Glority Software Limited";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhejiang Tmall Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Gudewei Robot Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Veryengine Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhejiang Uniview Technologies Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhang Weijia";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Ningbo Geely Automobile Research & Development Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhejiang Hechuan Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Unis Huashan Information Technologies Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hexing Electrical Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Chipjet Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhuang Mengmeng";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Hikvision System Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Wenzhou Yunhang Information Technology Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Zhejiang Geely Holding Group Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Router Technologies (Hangzhou) Inc";1;"CN"
"Arrangement for software engineering";"Hangzhou";"State Grid Zhejiang Electric Power Corporation Ningbo Power Supply Company";1;"CN"
"Arrangement for software engineering";"Hangzhou";"State Grid Zhejiang Electric Power Corporation Economic And Technological Research Institute";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Ningbo Electric Power Design Institute";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Yougongpin Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Kilbyblock Chain Technology Ltd";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Nutshell Technology Development Limited";1;"CN"
"Arrangement for software engineering";"Hangzhou";"State Grid Zhejiang Electric Power Co Ltd Taizh";1;"CN"
"Arrangement for software engineering";"Hangzhou";"Hangzhou Pi-Solution Information Technology Co L";1;"CN"
"Automotive ECUs";"Hangzhou";"Hangzhou Hikvision Digital Technology Co Ltd";1;"CN"
"Automotive ECUs";"Hangzhou";"Hozon New Energy Automobile Co Ltd";1;"CN"
"Arrangement for software engineering";"München";"Siemens Aktiengesellschaft";175;"DE"
"Optical systems (general)";"München";"Fraunhofer-Gesellschaft Zur Fã¶Rderung Der Angewandten Forschung Ev";159;"DE"
"Screen displays (vehicules)";"München";"Bayerische Motoren Werke Aktiengesellschaft";92;"DE"
"Optical systems (general)";"München";"Fraunhofer-Gesellschaft Zur Fã–Rderung Der Angewand";68;"DE"
"Computer-aided design [CAD]";"München";"Siemens Aktiengesellschaft";62;"DE"
"Optical systems (general)";"München";"Bayerische Motoren Werke Aktiengesellschaft";52;"DE"
"Optical Components";"München";"Osram Gmbh";44;"DE"
"Optical systems (general)";"München";"Siemens Aktiengesellschaft";27;"DE"
"Optical systems (general)";"München";"Max-Planck-Gesellschaft Zur Fã¶Rderung Der Wissenschaften Ev";24;"DE"
"Head-up displays";"München";"Bayerische Motoren Werke Aktiengesellschaft";23;"DE"
"Arrangement for software engineering";"München";"Bayerische Motoren Werke Aktiengesellschaft";23;"DE"
"Optical systems (general)";"München";"Giesecke+Devrient Currency Technology Gmbh";20;"DE"
"Optical systems (general)";"München";"Bsh Hausgerã¤Te Gmbh";18;"DE"
"Automotive ECUs";"München";"Bayerische Motoren Werke Aktiengesellschaft";15;"DE"
"Optical systems (general)";"München";"Fraunhofer Gesellschaft Zur Fã¶Rderung Der Angewandten Forschung Ev";14;"DE"
"Optical systems (general)";"München";"Osram Gmbh";14;"DE"
"Optical Components";"München";"Bayerische Motoren Werke Aktiengesellschaft";13;"DE"
"Optical Components";"München";"Fraunhofer-Gesellschaft Zur Fã¶Rderung Der Angewandten Forschung Ev";11;"DE"
"Optical systems (general)";"München";"Brainlab Ag";10;"DE"
"Arrangement for software engineering";"München";"Siemens Mobility Gmbh";10;"DE"
"Optical systems (general)";"München";"Rodenstock Gmbh";8;"DE"
"Optical Components";"München";"Fraunhofer-Gesellschaft Zur Fã–Rderung Der Angewand";8;"DE"
"Computer-aided design [CAD]";"München";"Siemens Energy Global Gmbh & Co Kg";7;"DE"
"Optical systems (general)";"München";"Siemens Mobility Gmbh";7;"DE"
"Computer-aided design [CAD]";"München";"Bayerische Motoren Werke Aktiengesellschaft";6;"DE"
"Optical systems (general)";"München";"Siemens Energy Global Gmbh & Co Kg";6;"DE"
"Screen displays (vehicules)";"München";"Knorr-Bremse Systeme Fã¼R Nutzfahrzeuge Gmbh";6;"DE"
"Optical Components";"München";"Tdk Electronics Ag";6;"DE"
"Optical Components";"München";"Inova Semiconductors Gmbh";6;"DE"
"Optical Components";"München";"Wacker Chemie Ag";6;"DE"
"Automotive ECUs";"München";"Knorr-Bremse Systeme Fã¼R Nutzfahrzeuge Gmbh";6;"DE"
"Head-up displays";"München";"Siemens Aktiengesellschaft";5;"DE"
"Optical systems (general)";"München";"Technische Universitã¤T Mã¼Nchen";5;"DE"
"Optical systems (general)";"München";"Max-Planck-Gesellschaft Zur Fã–Rderung Der Wissensc";5;"DE"
"Optical Components";"München";"Ledvance Gmbh";5;"DE"
"Arrangement for software engineering";"München";"Bsh Hausgerã¤Te Gmbh";5;"DE"
"Arrangement for software engineering";"München";"Giesecke+Devrient Mobile Security Gmbh";5;"DE"
"Computer-aided design [CAD]";"München";"Eos Gmbh Electro Optical Systems";4;"DE"
"Computer-aided design [CAD]";"München";"Linde Gmbh";4;"DE"
