Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Seed Round - Abacus.AI,https://www.crunchbase.com/funding_round/realityengines-seed--e7b69035,Abacus.AI,https://www.crunchbase.com/organization/realityengines,Seed,5250000,USD,5250000,2019-06-12,Seed,18000000,USD,18000000,Yes,Abacus.AI is the world's first AI-assisted data science and end-to-end MLOps platform,"Artificial Intelligence (AI), Cloud Data Services, Information Technology, Machine Learning","Women Founded, Women Led","San Francisco, California, United States, North America",https://abacus.ai/,4,Late Stage Venture,90250000,USD,90250000,Less than $1M,Eric Schmidt,"Avichal Garg, Deep Nishar, Don Burnette, Elad Gil, Eric Schmidt, Keval Desai, Khosla Ventures, Paul Buchheit, Ram Shriram",,9,"363,475"
Series B - Ground,https://www.crunchbase.com/funding_round/ground-inc-series-b--1061dd2f,Ground,https://www.crunchbase.com/organization/ground-inc,Series B,16200000,USD,16200000,2019-08-01,Early Stage Venture,,,,Yes,Ground empowers logistics organizations with advanced technologies such as artificial intelligence and robotics.,"Artificial Intelligence (AI), Big Data, Logistics, Predictive Analytics, Robotics, Supply Chain Management, Warehousing",,"Koto, Tokyo, Japan, Asia",http://www.groundinc.co.jp,7,,36176014,USD,36176014,$10M to $50M,Innovation Network Corporation of Japan,"IMM Investment, Innovation Network Corporation of Japan, JA Mitsui Leasing, Sapphire Capital, Sony Innovation Fund",,5,"363,489"
Series B - WELMO,https://www.crunchbase.com/funding_round/welmo-series-b--3243fc5e,WELMO,https://www.crunchbase.com/organization/welmo,Series B,1170000000,JPY,10988082,2019-08-22,Early Stage Venture,5736897500,JPY,53878206,Yes,"WELMO has currently been working on R&D to launch Japan's largest welfare AI service platform called ""CPA(Care Plan Assistant)"" .","Artificial Intelligence (AI), Machine Learning, Nursing and Residential Care",,"Fukuoka, Fukuoka, Japan, Asia",https://welmo.co.jp/,7,Early Stage Venture,2190000000,JPY,20253958,$1M to $10M,LINE Ventures,"Aioi Nissay Dowa Insurance, Akatsuki Games Inc., eumo, Femto Partners, Global Kids, iMercury Capital, Konica Minolta, LINE Ventures, mixi, SX Capital Japan",,10,"238,648"
Venture Round - RazorThink,https://www.crunchbase.com/funding_round/razorthink-inc-series-unknown--7681dade,RazorThink,https://www.crunchbase.com/organization/razorthink-inc,Venture - Series Unknown,11974574,USD,11974574,2019-08-20,,,,,Yes,Razorthink is an Enterprise AI Solutions company that empowers organizations with business-ready AI that drives.,"Analytics, Artificial Intelligence (AI), Computer Vision, Intelligent Systems, Machine Learning, Natural Language Processing, SaaS, Software",,"Burlingame, California, United States, North America",https://www.razorthink.com/,2,,19974574,USD,19974574,$1M to $10M,,,,,"239,201"
Series B - Yihang.ai,https://www.crunchbase.com/funding_round/yihang-ai-series-b--9d4788b4,Yihang.ai,https://www.crunchbase.com/organization/yihang-ai,Series B,100000000,CNY,14895360,2019-03-15,Early Stage Venture,,,,Yes,Yihang.ai manufactures autonomous driving systems.,"Artificial Intelligence (AI), Autonomous Vehicles, Consumer Applications, Machine Learning, Manufacturing, Product Research, Software, Space Travel, Transportation",,"Changchun, Jilin, China, Asia",http://yihang.ai/,5,,320000000,CNY,47152006,Less than $1M,GAC Capital,GAC Capital,,1,"173,122"
Series A - HeyJobs,https://www.crunchbase.com/funding_round/heyjobs-series-a--bcacf629,HeyJobs,https://www.crunchbase.com/organization/heyjobs,Series A,12000000,USD,12000000,2019-05-08,Early Stage Venture,,,,Yes,HeyJobs is a career platform matching the world's essential talent to opportunities.,"Artificial Intelligence (AI), Human Resources, Information Technology, Machine Learning, Recruiting, SaaS, Software",,"Berlin, Berlin, Germany, Europe",https://hire.heyjobs.co/en-de/,3,Early Stage Venture,62000000,USD,62000000,$100M to $500M,Notion Capital,"Creathor Ventures, Global Founders Capital, Heartcore Capital, Notion Capital",3,4,"144,533"
Series C - Unbabel,https://www.crunchbase.com/funding_round/unbabel-series-c--752a0dca,Unbabel,https://www.crunchbase.com/organization/unbabel,Series C,60000000,USD,60000000,2019-09-23,Late Stage Venture,,,,Yes,Unbabel allows modern enterprises to understand and be understood by their customers in dozens of languages.,"Artificial Intelligence (AI), B2B, Machine Learning, Natural Language Processing, Software, Translation Service",,"Lisbon, Lisboa, Portugal, Europe",https://unbabel.com,7,Late Stage Venture,91180004,USD,91180004,$10M to $50M,Point72 Ventures,"Caixa Capital, Faber, FundersClub, Greycroft, Headline, Indico Capital Partners, M12 - Microsoft's Venture Fund, Notion Capital, Point72 Ventures, Samsung NEXT, Scale Venture Partners, Structure Capital",5,12,"287,262"
Series B - Alluxio,https://www.crunchbase.com/funding_round/alluxio-series-b--105a2676,Alluxio,https://www.crunchbase.com/organization/alluxio,Series B,8500000,USD,8500000,2019-01-18,Early Stage Venture,,,,Yes,Data Orchestration for AI and Analytics in the Cloud,"Analytics, Artificial Intelligence (AI), Open Source, Software",Women Founded,"San Mateo, California, United States, North America",https://www.alluxio.io,4,Late Stage Venture,73000000,USD,73000000,$1M to $10M,Seven Seas Partners,"Andreessen Horowitz, Mark Leslie, Seven Seas Partners",2,3,"379,566"
Venture Round - Ridge-i,https://www.crunchbase.com/funding_round/ridge-i-series-unknown--b1f8d154,Ridge-i,https://www.crunchbase.com/organization/ridge-i,Venture - Series Unknown,750000000,JPY,6717090,2019-04-04,,,,,Yes,Ridge-i provide AI technology optimized for business needs.,"Artificial Intelligence (AI), Machine Learning, Network Security, Sales Automation, Software",,"Otemachi, Tokyo, Japan, Asia",https://ridge-i.com/,2,IPO,1530000000,JPY,14153806,$1M to $10M,,"Ebara Corporation, Global Brain Corporation, Innovation Network Corporation of Japan, Ricoh Company",2,4,"380,191"
Private Equity Round - BenevolentAI,https://www.crunchbase.com/funding_round/benevolent-ai-private-equity--cafe5e84,BenevolentAI,https://www.crunchbase.com/organization/benevolent-ai,Private Equity,90000000,USD,90000000,2019-09-17,Private Equity,910000000,USD,910000000,Yes,"BenevolentAI is a leading, clinical-stage AI-enabled drug discovery company.","Artificial Intelligence (AI), Big Data, Biotechnology, Machine Learning, Pharmaceutical",,"London, England, United Kingdom, Europe",https://www.benevolent.com,3,IPO,292000000,USD,292000000,$1M to $10M,Temasek Holdings,Temasek Holdings,,1,"586,260"
Venture Round - Samotics,https://www.crunchbase.com/funding_round/semiotic-labs-series-unknown--5400d14b,Samotics,https://www.crunchbase.com/organization/semiotic-labs,Venture - Series Unknown,6400000,EUR,7061438,2019-10-15,,,,,Yes,Samotics is a predictive maintenance system for AC motors and rotating equipment.,"Artificial Intelligence (AI), Enterprise Software, Industrial Automation, Information Technology, Predictive Analytics",,"Leiden, Zuid-Holland, The Netherlands, Europe",http://www.samotics.com,6,,28600000,EUR,32581477,$10M to $50M,,,,,"382,368"
Series B - Joveo,https://www.crunchbase.com/funding_round/joveo-series-b--acad7f41,Joveo,https://www.crunchbase.com/organization/joveo,Series B,12500000,USD,12500000,2019-10-01,Early Stage Venture,,,,Yes,AI-Powered Fully-Integrated Recruitment Marketing Platform,"Advertising, Artificial Intelligence (AI), Human Resources, Machine Learning, Recruiting, SaaS",,"Menlo Park, California, United States, North America",https://www.joveo.com/,2,Early Stage Venture,17500000,USD,17500000,$1M to $10M,Nexus Venture Partners,Nexus Venture Partners,,1,"452,650"
Series A - Deptrum,https://www.crunchbase.com/funding_round/deptrum-series-a--026dd420,Deptrum,https://www.crunchbase.com/organization/deptrum,Series A,15000000,USD,15000000,2019-06-04,Early Stage Venture,,,,Yes,Deptrum is a full-stack 3D vision solution provider specializing in depth cameras and AI algorithms,"Artificial Intelligence (AI), Hardware",,"Shenzhen, Guangdong, China, Asia",http://www.deptrum.com/,4,Early Stage Venture,68085943,USD,68085943,$1M to $10M,"SBCVC, Wu Capital","China Equity, Green Pine Capital Partners, Northern Light Venture Capital, SBCVC, Wu Capital",,5,"383,854"
Series B - Tenstorrent,https://www.crunchbase.com/funding_round/tenstorrent-series-b--52f85bac,Tenstorrent,https://www.crunchbase.com/organization/tenstorrent,Series B,20700000,USD,20700000,2019-02-02,Early Stage Venture,,,,Yes,Tenstorrent is a computing company that develops processors designed to help in faster training and adaptability to future algorithms.,"Application Specific Integrated Circuit (ASIC), Artificial Intelligence (AI), Electronics, Hardware, Machine Learning, Semiconductor",,"Toronto, Ontario, Canada, North America",http://tenstorrent.com,7,,334549999,USD,334549999,$1M to $10M,EPIQ Capital Group,"Eclipse Ventures, EPIQ Capital Group, Real Ventures",1,3,"289,780"
Series D - TuSimple,https://www.crunchbase.com/funding_round/tusimple-llc-series-d--e04a998e,TuSimple,https://www.crunchbase.com/organization/tusimple-llc,Series D,95000000,USD,95000000,2019-02-13,Late Stage Venture,1000000000,USD,1000000000,Yes,TuSimple is a self-driving truck company developing technology that allows them to drive from depot-to-depot without human intervention.,"Autonomous Vehicles, Electric Vehicle, Last Mile Transportation, Machine Learning, Transportation",,"San Diego, California, United States, North America",https://www.tusimple.com,11,IPO,648071101,USD,648071101,$10M to $50M,SINA Corporation,"Composite Capital Management, SINA Corporation",,2,"266,916"
Series B - Carpe Data,https://www.crunchbase.com/funding_round/carpe-data-series-b--6706de98,Carpe Data,https://www.crunchbase.com/organization/carpe-data,Series B,10200000,USD,10200000,2019-06-12,Early Stage Venture,,,,Yes,Provides next generation predictive scoring and data products to P&C and life insurance companies.,"Artificial Intelligence (AI), Information Technology, Insurance, InsurTech",,"Santa Barbara, California, United States, North America",https://carpe.io/,4,M&A,26700000,USD,26700000,Less than $1M,,,,,"267,586"
Series A - Litmus Automation,https://www.crunchbase.com/funding_round/litmus-automation-series-a--0104fef9,Litmus Automation,https://www.crunchbase.com/organization/litmus-automation,Series A,7000000,USD,7000000,2019-09-04,Early Stage Venture,,,,Yes,Litmus provides the solution to transform critical edge data into actionable intelligence that can power maintenance.,"Artificial Intelligence (AI), Industrial Automation, Information Technology, Internet of Things, Machine Learning, Oil and Gas, Predictive Analytics, SaaS, Software",Women Founded,"San Jose, California, United States, North America",http://litmus.io,6,Early Stage Venture,40700000,USD,40700000,$10M to $50M,Mitsubishi Corporation,Mitsubishi Corporation,,1,"386,144"
Series C - Uniphore,https://www.crunchbase.com/funding_round/uniphore-series-c--73782034,Uniphore,https://www.crunchbase.com/organization/uniphore,Series C,51000000,USD,51000000,2019-08-13,Late Stage Venture,110000000,USD,110000000,Yes,Uniphore develops an artificial intelligence-powered conversational automation platform to offer speech analytics.,"Artificial Intelligence (AI), Customer Service, InsurTech, SaaS, Software",,"Palo Alto, California, United States, North America",http://www.uniphore.com,8,Late Stage Venture,620875000,USD,620875000,$50M to $100M,March Capital,"Chiratae Ventures, CXO Fund, Iron Pillar, March Capital, National Grid Partners (NGP), Patni Family, Patni Wealth Advisors, Sistema Asia Capital",1,8,"386,286"
Series B - AI Medical Service,https://www.crunchbase.com/funding_round/ai-medical-service-series-b--5428dbd5,AI Medical Service,https://www.crunchbase.com/organization/ai-medical-service,Series B,4600000000,JPY,43010681,2019-10-04,Early Stage Venture,,,,Yes,AI Medical Service is a Tokyo-based company developing AI software to help detect gastric cancer.,"Artificial Intelligence (AI), Health Care, Medical, Nursing and Residential Care",,"Toshima, Tokyo, Japan, Asia",https://www.ai-ms.com/en/,4,Late Stage Venture,13600000000,JPY,114889572,$10M to $50M,"Globis Capital Partners, Sony Innovation Fund","Aflac Global Ventures, Daiwa Corporate Investment, Globis Capital Partners, Innovation Growth Ventures, Japan Lifeline, Japan Post Capital, Ryoyo Electro Corporation, SMBC Venture Capital, Sony Innovation Fund, SPARX Group, WiL (World Innovation Lab)",1,11,"386,297"
Series A - Tachyum,https://www.crunchbase.com/funding_round/tachyum-series-a--eb5df5bc,Tachyum,https://www.crunchbase.com/organization/tachyum,Series A,25000000,USD,25000000,2019-07-09,Early Stage Venture,,,,Yes,"Tachyum transforms AI, HPC, and cloud workloads with Prodigy, a versatile universal processor for high-performance and efficient computing.","Artificial Intelligence (AI), Cloud Computing, Computer, Electronics, Hardware, Machine Learning, Semiconductor",,"Sunnyvale, California, United States, North America",http://tachyum.com,5,Early Stage Venture,70484649,USD,70484649,$1M to $10M,IPM Group,"Government of Slovak Republic, IPM Group",1,2,"397,998"
Series B - Overtime,https://www.crunchbase.com/funding_round/overtime-series-b--16a89eea,Overtime,https://www.crunchbase.com/organization/overtime,Series B,23000000,USD,23000000,2019-02-15,Early Stage Venture,,,,Yes,Overtime is a sports network that produces several sports-focused series and short-form content for the next generation of sports fans.,"Digital Media, Fantasy Sports, Predictive Analytics, Sports",,"Brooklyn, New York, United States, North America",https://overtime.tv,9,Late Stage Venture,215070000,USD,215070000,$1M to $10M,"Andreessen Horowitz, Spark Capital","Afore Capital, Andreessen Horowitz, Baron Davis, Bossanova Investimentos, Bryan Rosenblatt, Carmelo Anthony, Chaac Ventures, Correlation Ventures, Gaingels, Kevin Durant, MaC Venture Capital, MacroVentures, Madison Square Garden Network, Nnamdi Okike, Pareto Holdings, Pau Gasol, Pelion Venture Partners, Redpoint, Reform Ventures, Sand Hill Angels, Sapphire Ventures, SoftBank Capital, Spark Capital, Victor Oladipo, Zachary Ginsburg",4,25,"531,147"
Seed Round - Streamlit,https://www.crunchbase.com/funding_round/streamlit-seed--b593f107,Streamlit,https://www.crunchbase.com/organization/streamlit,Seed,6000000,USD,6000000,2019-10-01,Seed,,,,Yes,Streamlit is an open-source app framework for creating and deploying data science applications.,"Analytics, Artificial Intelligence (AI), Big Data, Developer Tools, Machine Learning, Software",Women Founded,"San Francisco, California, United States, North America",https://www.streamlit.io,4,M&A,62000000,USD,62000000,$1M to $10M,Gradient Ventures,"Alexandre Scialom, Bloomberg Beta, Gradient Ventures",1,3,"400,106"
Seed Round - Outsight,https://www.crunchbase.com/funding_round/dibotics-seed--a544679f,Outsight,https://www.crunchbase.com/organization/dibotics,Seed,18000000,EUR,20268718,2019-04-11,Seed,,,,Yes,"Outsight develops a revolutionary kind of sensor, a 3D Semantic Camera that brings Full Situation Awareness to Smart Machines and Cities.","Artificial Intelligence (AI), Robotics, Service Industry",,"Paris, Ile-de-France, France, Europe",https://www.outsight.ai,3,Early Stage Venture,40500000,EUR,42270423,Less than $1M,Demeter Partners,"BNP Paribas, Demeter Partners, Forvia, Safran Corporate Ventures, SPDG",,5,"400,202"
Series A - Hailo,https://www.crunchbase.com/funding_round/hailo-technologies-series-a--a3ce3ea8,Hailo,https://www.crunchbase.com/organization/hailo-technologies,Series A,8500000,USD,8500000,2019-01-22,Early Stage Venture,,,,Yes,Hailo develops top-performing AI processors specifically designed to enable AI tasks on the edge.,"Artificial Intelligence (AI), Augmented Reality, Embedded Systems, Machine Learning, Semiconductor",,"Tel Aviv, Tel Aviv, Israel, Asia",https://hailo.ai,8,Late Stage Venture,343931287,USD,343931287,$10M to $50M,Glory Ventures,"Glory Ventures, Maniv Mobility, Next Gear Ventures, OurCrowd",1,4,"400,308"
Series A - Siren,https://www.crunchbase.com/funding_round/siren-solutions-series-a--a194bd9e,Siren,https://www.crunchbase.com/organization/siren-solutions,Series A,10000000,USD,10000000,2019-11-14,Early Stage Venture,,,,Yes,"Siren offers an Investigative Intelligence Platform that facilitates search, business intelligence, and information gathering.","Analytics, Big Data, Data Visualization, Intelligent Systems, Law Enforcement, Natural Language Processing, Predictive Analytics, Public Safety, Search Engine, Software",,"Galway, Galway, Ireland, Europe",https://siren.io,4,Early Stage Venture,27456861,USD,27456861,$10M to $50M,Atlantic Bridge,"Atlantic Bridge, DVI Equity Partners, Enterprise Ireland, Frontline Ventures",,4,"400,333"
Series A - AWM Smart Shelf,https://www.crunchbase.com/funding_round/adroit-worldwide-media-series-a--efee9a54,AWM Smart Shelf,https://www.crunchbase.com/organization/adroit-worldwide-media,Series A,11000000,USD,11000000,2019-10-16,Early Stage Venture,,,,Yes,AWM Smart Shelf reinvents the online experience for the in-store market place.,"Artificial Intelligence (AI), Computer Vision, Digital Media, Information Technology, Media and Entertainment",,"Aliso Viejo, California, United States, North America",https://smartshelf.com/index.html,7,,23810600,USD,23810600,$1M to $10M,Impact Venture Capital,"Impact Venture Capital, Mark IV Capital, The Contrarian Group",,3,"401,134"
Series B - Fortsense,https://www.crunchbase.com/funding_round/fortsense-series-b--def4701e,Fortsense,https://www.crunchbase.com/organization/fortsense,Series B,100000000,CNY,13993647,2019-09-04,Early Stage Venture,,,,Yes,"Fortsense is an AI-aware chip designer, focusing on core component design, outsourcing semiconductor supply chain foundry.","3D Technology, Artificial Intelligence (AI), Semiconductor",,"Shenzhen, Guangdong, China, Asia",https://www.fortsense.com,3,,100000000,CNY,13993647,,China Yinhong,"China Yinhong, New Value Capital",,2,"401,256"
Series A - SeeTree,https://www.crunchbase.com/funding_round/seetree-series-a--0b61f1b3,SeeTree,https://www.crunchbase.com/organization/seetree,Series A,11500000,USD,11500000,2019-01-16,Early Stage Venture,,,,Yes,The Intelligence Platform for Tree's,"Agriculture, AgTech, Artificial Intelligence (AI), Computer Vision, Farming, Forestry, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",https://www.seetree.ai,4,Late Stage Venture,62200000,USD,62200000,$1M to $10M,Hanaco Venture Capital,"Canaan Partners, Hanaco Venture Capital, iAngels, Mindset Ventures, Uri Levine",1,5,"401,729"
Seed Round - Datumate,https://www.crunchbase.com/funding_round/datumate-seed--c3cb97b9,Datumate,https://www.crunchbase.com/organization/datumate,Seed,5000000,USD,5000000,2019-04-01,Seed,,,,Yes,Shaping the Digital Future of Infrastructure Construction,"Analytics, Artificial Intelligence (AI), Construction, Drones, Enterprise, Infrastructure, Machine Learning, Mapping Services, Software",,"Yoqne`am `illit, HaZafon, Israel, Asia",https://datumate.com,4,Seed,10000000,USD,10000000,$1M to $10M,RSBG Ventures,"RSBG Ventures, Zohar Gilon",,2,"385,589"
"Seed Round - Tree3, Inc.",https://www.crunchbase.com/funding_round/tree3-seed--4c6934bf,"Tree3, Inc.",https://www.crunchbase.com/organization/tree3,Seed,10000000,USD,10000000,2019-05-01,Seed,100000000,USD,100000000,Yes,"Tree3, Inc. has created a patented platform to conduct transactions on the internet using robotic process automation.","E-Commerce, E-Commerce Platforms, Information Technology, Internet, Mobile Apps, Robotic Process Automation (RPA), Shopping Mall, Social Shopping",Women Founded,"Dallas, Texas, United States, North America",https://www.tree3.com,3,Early Stage Venture,15418750,USD,15418750,$1M to $10M,,,,,"514,825"
Series C - Reveleer,https://www.crunchbase.com/funding_round/reveleer-series-c--2d418b2e,Reveleer,https://www.crunchbase.com/organization/reveleer,Series C,5500000,USD,5500000,2019-11-01,Late Stage Venture,,,,Yes,"Reveleer provides health plan software and services for risk adjustment, quality, and data analytics using NLP technology.","Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning, SaaS",,"Glendale, California, United States, North America",https://www.reveleer.com,10,,208799992,USD,208799992,$10M to $50M,"Boston Millennia Partners, Upfront Ventures","Boston Millennia Partners, Upfront Ventures",2,2,"403,954"
Debt Financing - Lendbuzz,https://www.crunchbase.com/funding_round/lendbuzz-debt-financing--e517a593,Lendbuzz,https://www.crunchbase.com/organization/lendbuzz,Debt Financing,135000000,USD,135000000,2019-06-01,,,,,No,Lendbuzz is a car financing platform that helps consumers with thin U.S. credit history obtain financing for their car purchase.,"Artificial Intelligence (AI), Financial Services, FinTech, Lending",,"Boston, Massachusetts, United States, North America",https://lendbuzz.com,17,Late Stage Venture,1422913848,USD,1422913848,$1M to $10M,"BHI, ConnectOne Bank, International Development Bank, Viola Credit","BHI, ConnectOne Bank, International Development Bank, Viola Credit",,4,"404,391"
Series D - Highspot,https://www.crunchbase.com/funding_round/highspot-2-series-d--a218aaeb,Highspot,https://www.crunchbase.com/organization/highspot-2,Series D,75000000,USD,75000000,2019-12-03,Late Stage Venture,,,,Yes,Highspot is a sales enablement platform that helps companies worldwide improve the performance of their sales teams.,"Artificial Intelligence (AI), Enterprise Software, Sales Automation, Sales Enablement, Software",,"Seattle, Washington, United States, North America",https://www.highspot.com,10,Late Stage Venture,644850000,USD,644850000,$500M to $1B,,"ICONIQ Growth, Madrona, OpenView, Salesforce Ventures, Sapphire Ventures",4,5,"653,168"
Series A - Aidence,https://www.crunchbase.com/funding_round/aidence-series-a--9750a256,Aidence,https://www.crunchbase.com/organization/aidence,Series A,10000000,EUR,11346359,2019-02-20,Early Stage Venture,,,,Yes,Aidence provides AI solutions for the lung cancer pathway.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology, Medical",,"Amsterdam, Noord-Holland, The Netherlands, Europe",http://aidence.com/,3,M&A,14094211,USD,14094211,$1M to $10M,"Inkef, Rabo Ventures","henQ, Inkef, Northzone, Rabo Ventures",2,4,"441,183"
Series B - Aizon,https://www.crunchbase.com/funding_round/aizon-series-b--07641cca,Aizon,https://www.crunchbase.com/organization/aizon,Series B,15000000,USD,15000000,2019-11-04,Early Stage Venture,,,,Yes,Aizon is a cloud-based SaaS platform that helps optimize industrial processes in biotech and pharma.,"Analytics, Artificial Intelligence (AI), Big Data, Biotechnology, Information Services, Internet of Things, Machine Learning, Pharmaceutical, SaaS, Software",Hispanic / Latine Founded,"San Francisco, California, United States, North America",https://www.aizon.ai,6,Late Stage Venture,43625000,USD,43625000,$10M to $50M,"Atlantic Bridge, Honeywell Ventures, ICF Capital","Atlantic Bridge, Crosslink Capital, Honeywell Ventures, ICF Capital, La Famiglia, Uncork Capital",3,6,"377,774"
Series A - Fineway,https://www.crunchbase.com/funding_round/fineway-series-a--15d05396,Fineway,https://www.crunchbase.com/organization/fineway,Series A,15000000,USD,15000000,2019-08-30,Early Stage Venture,,,,Yes,Running the most advanced SaaS platform to plan & book the perfect trip.,"Artificial Intelligence (AI), SaaS, Travel",,"Munich, Bayern, Germany, Europe",https://www.fineway.pro,3,Early Stage Venture,25000000,USD,25000000,Less than $1M,,"Axel Springer, Bayern Kapital, MairDumont Ventures",,3,"655,654"
Series A - Armorblox,https://www.crunchbase.com/funding_round/armorblox-series-a--21b2b6a0,Armorblox,https://www.crunchbase.com/organization/armorblox,Series A,16500000,USD,16500000,2019-02-20,Early Stage Venture,,,,Yes,Armorblox uses deep learning and natural language technologies to protect enterprise communications.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Internet, Machine Learning",,"Sunnyvale, California, United States, North America",https://www.armorblox.com,4,M&A,46500000,USD,46500000,$10M to $50M,General Catalyst,"DJ Patil, General Catalyst, Gerhard Eschelbeck, John Thompson, Mango Capital, Oliver Friedrichs, Point72 Ventures, Ramu Arunachalam, Ronald Conway",1,9,"655,875"
Private Equity Round - Amesite,https://www.crunchbase.com/funding_round/amesite-private-equity--b65f9227,Amesite,https://www.crunchbase.com/organization/amesite,Private Equity,5500000,USD,5500000,2019-08-15,Private Equity,,,,Yes,Amesite is a leading artificial intelligence software company that offers cloud-based learning platforms for business and education markets.,"Artificial Intelligence (AI), Computer, Machine Learning, Software","Women Founded, Women Led","Detroit, Michigan, United States, North America",http://www.amesite.com,7,M&A,36700000,USD,36700000,Less than $1M,,,,,"656,170"
Series A - Mednition,https://www.crunchbase.com/funding_round/mednition-series-a--8ed29e93,Mednition,https://www.crunchbase.com/organization/mednition,Series A,10000000,USD,10000000,2019-09-25,Early Stage Venture,,,,Yes,Mednition offers a machine learning-powered decision support solution for hospitals.,"Analytics, Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning",,"Burlingame, California, United States, North America",https://mednition.com/,1,Early Stage Venture,10000000,USD,10000000,$1M to $10M,Concord Health Partners,"Concord Health Partners, Wildcat Capital Management",1,2,"646,933"
Series A - Tempo,https://www.crunchbase.com/funding_round/trainwithpivot-series-a--c59611fb,Tempo,https://www.crunchbase.com/organization/trainwithpivot,Series A,17000000,USD,17000000,2019-07-18,Early Stage Venture,,,,Yes,"Tempo is a home fitness platform, combining equipment, training guidance, and social motivation with 3D sensors and artificial intelligence.","3D Technology, Artificial Intelligence (AI), Consumer Goods, Fitness, Quantified Self, Wellness",,"San Francisco, California, United States, North America",https://www.tempo.fit,4,Late Stage Venture,298800000,USD,298800000,Less than $1M,,"Bling Capital, Bradley Horowitz, DCM Ventures, Founders Fund, Khosla Ventures, SignalFire, Y Combinator",2,7,"658,248"
Series A - Haishen Technology,https://www.crunchbase.com/funding_round/haishen-technology-series-a--aff1ba30,Haishen Technology,https://www.crunchbase.com/organization/haishen-technology,Series A,40000000,CNY,5775506,2019-06-17,Early Stage Venture,,,,Yes,Haishen Technology is an Image commodity search platform based on deep learning,"E-Commerce, Machine Learning",,"Shanghai, Shanghai, China, Asia",http://www.haishentech.com/,1,Early Stage Venture,40000000,CNY,5775506,$1M to $10M,Lanjun Invest,"Lanjun Invest, United Fund",,2,"618,209"
Seed Round - Logically,https://www.crunchbase.com/funding_round/the-logic-ally-seed--5c108081,Logically,https://www.crunchbase.com/organization/the-logic-ally,Seed,7000000,USD,7000000,2019-08-15,Seed,,,,Yes,Logically combines artificial intelligence with expert analysts to reduce the harms caused by mis- and disinformation at speed and at scale.,"Artificial Intelligence (AI), Machine Learning, Natural Language Processing, Social Entrepreneurship, Software",,"Brighouse, Calderdale, United Kingdom, Europe",https://www.logically.ai,4,Early Stage Venture,36723285,USD,36723285,$100M to $500M,,,,,"136,298"
Series C - Terminus Technologies,https://www.crunchbase.com/funding_round/terminus-technologies-co-series-c--80863e22,Terminus Technologies,https://www.crunchbase.com/organization/terminus-technologies-co,Series C,2000000000,CNY,283358363,2019-08-12,Late Stage Venture,,,,Yes,Terminus Technologies is a city-level AI+IoT platform operator in China.,"Artificial Intelligence (AI), Information Technology, Internet of Things, Robotics, Software",,"Beijing, Beijing, China, Asia",http://www.terminusgroup.com/,6,Late Stage Venture,5700000000,CNY,806121562,,Everbright,"Everbright, Iflytek, JD.com, WANDA Group",,4,"619,343"
Corporate Round - GrowthLoop,https://www.crunchbase.com/funding_round/growthloop-corporate-round--6fd4ba75,GrowthLoop,https://www.crunchbase.com/organization/growthloop,Corporate Round,6000000,USD,6000000,2019-01-01,,,,,Yes,"GrowthLoop offers software, database, and cloud computing services to generate leads and increase sales for marketers.","Cloud Computing, Machine Learning, Marketing, SaaS, Sales, Software",,"San Antonio, Texas, United States, North America",https://www.growthloop.com,2,Private Equity,6000000,USD,6000000,$1M to $10M,,,,,"470,627"
Series A - FoodMaven,https://www.crunchbase.com/funding_round/foodmaven-series-a--513ca2ec,FoodMaven,https://www.crunchbase.com/organization/foodmaven,Series A,10000000,USD,10000000,2019-01-24,Early Stage Venture,,,,Yes,FoodMaven is a B2B marketplace that helps restaurants and food service compare products and find deals on their ingredients.,"Artificial Intelligence (AI), Business Information Systems, E-Commerce, Food and Beverage, Procurement",,"Denver, Colorado, United States, North America",https://foodmaven.com,7,,39580592,USD,39580592,$10M to $50M,Tao Capital Partners,Tao Capital Partners,1,1,"619,601"
Venture Round - Grabango,https://www.crunchbase.com/funding_round/grabango-series-unknown--2a5ddd01,Grabango,https://www.crunchbase.com/organization/grabango,Venture - Series Unknown,5945000,USD,5945000,2019-07-01,,,,,Yes,"Grabango is a checkout-free technology for existing, large-scale grocery, and convenience stores.","Artificial Intelligence (AI), Computer Vision, Machine Learning, Retail Technology, Software",,"Berkeley, California, United States, North America",https://grabango.com,7,Early Stage Venture,93775000,USD,93775000,$10M to $50M,,Synchrony Ventures,,1,"553,898"
