Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Grant - GOGO Band,https://www.crunchbase.com/funding_round/gogo-band-grant--5d56e3a6,GOGO Band,https://www.crunchbase.com/organization/gogo-band,Grant,100000,USD,100000,2018-04-24,,,,,No,GOGO Band is pioneering the use of biometric data from wearables using AI/ML predictive analytics to manage chronic health conditions.,,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical","Ashland, Virginia, United States, North America",https://mygogoband.com/,Less than $1M,2130000,USD,2130000,Seed,7,,,,,"454,339"
Convertible Note - Filtered,https://www.crunchbase.com/funding_round/filtered-2-convertible-note--23de04a5,Filtered,https://www.crunchbase.com/organization/filtered-2,Convertible Note,100000,USD,100000,2018-01-26,,,,,No,"Filtered is a platform that helps companies hire better engineers based on ability, not resumes.",,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Recruiting, SaaS","Boston, Massachusetts, United States, North America",http://www.filtered.ai,$1M to $10M,17220000,USD,17220000,,6,,Right Side Capital Management,1,,"529,959"
Grant - Revotree,https://www.crunchbase.com/funding_round/revotree-grant--ca74742e,Revotree,https://www.crunchbase.com/organization/revotree,Grant,71429,EUR,80865,2018-12-01,,,,,No,Revotree develops an IoT system with AI to predict soil's moisture and help farmers saving water.,,"Agriculture, AgTech, Artificial Intelligence (AI), Machine Learning, Sustainability","Rome, Lazio, Italy, Europe",https://revotree.it/en/invest,Less than $1M,251429,EUR,287172,Seed,3,,EASME - EU Executive Agency for SMEs,1,,"455,436"
Pre Seed Round - Zolopik,https://www.crunchbase.com/funding_round/zolopik-pre-seed--af79e9ad,Zolopik,https://www.crunchbase.com/organization/zolopik,Pre-Seed,70000,USD,70000,2018-11-20,Seed,300000,USD,300000,Yes,"Zolopik is an E-Waste Management Startup Company which helps Households, Companies, Industries to sell their E-Waste at the best price.",,"Artificial Intelligence (AI), GreenTech, Machine Learning, Recycling, Waste Management","Bengaluru, Karnataka, India, Asia",https://www.zolopik.com/,Less than $1M,70000,USD,70000,Seed,1,,,,,"455,920"
Angel Round - Spicy Rocket,https://www.crunchbase.com/funding_round/spicy-rocket-angel--8dd21bfb,Spicy Rocket,https://www.crunchbase.com/organization/spicy-rocket,Angel,15000,USD,15000,2018-04-02,Seed,,,,Yes,Spicy Rocket helps businesses to gain a presence on the internet and improve their contact and sales channels.,,"Developer Tools, E-Commerce, Internet, Machine Learning, Small and Medium Businesses, Web Design","Tegucigalpa, Francisco Morazan, Honduras, North America",https://spicyrocket.com,,290000,USD,290000,Seed,3,,,,,"580,011"
Angel Round - SapientX,https://www.crunchbase.com/funding_round/sapientx-angel--0b0f25d0,SapientX,https://www.crunchbase.com/organization/sapientx,Angel,45000,USD,45000,2018-11-10,Seed,,,,Yes,SapientX's conversational AI software adds a voice & intelligence to products,,"Artificial Intelligence (AI), Automotive, Consumer Electronics, Digital Signage, Machine Learning, Mobile, Software","Santa Cruz, California, United States, North America",http://www.sapientx.com,$1M to $10M,2304806,USD,2304806,Seed,4,,Keiretsu Forum,1,,"456,549"
Seed Round - ABODOO,https://www.crunchbase.com/funding_round/abodoo-seed--4ab5b000,ABODOO,https://www.crunchbase.com/organization/abodoo,Seed,100000,EUR,116982,2018-07-13,Seed,,,,Yes,Abodoo is a 'Data Intelligence' software company with innovative & ground breaking  'Skills Data Mapping & Matching' technology.,,"Artificial Intelligence (AI), Big Data, Communities, Consulting, Human Resources, Information Technology, Internet, Machine Learning, Recruiting, Software","Dublin, Dublin, Ireland, Europe",https://abodoo.com/,$1M to $10M,1369725,USD,1369725,,8,Enterprise Ireland,Enterprise Ireland,1,,"337,449"
Grant - Vectorly,https://www.crunchbase.com/funding_round/vectorly-grant--3ed1d013,Vectorly,https://www.crunchbase.com/organization/vectorly,Grant,25000,USD,25000,2018-06-11,,,,,No,AI filters to enhance & upscale video in real-time on users' devices. Acqui-hired by Hopin in December 2021.,,"Artificial Intelligence (AI), Computer Vision, Software, Video, Video Editing, Video Streaming","San Francisco, California, United States, North America",http://www.vectorly.io,Less than $1M,875000,USD,875000,M&A,6,,Cisco Innovation Grand Challenge,1,,"459,238"
Convertible Note - Locus Tracking,https://www.crunchbase.com/funding_round/locus-tracking-convertible-note--29410605,Locus Tracking,https://www.crunchbase.com/organization/locus-tracking,Convertible Note,100000,USD,100000,2018-01-26,,,,,No,Measuring the effectiveness of mobile ads using AI-powered smartphone gaze tracking.,,"Artificial Intelligence (AI), Machine Learning, Mobile, Software","Austin, Texas, United States, North America",http://www.locustracking.com,,100000,USD,100000,,1,,Right Side Capital Management,1,,"423,747"
Seed Round - UnderstandBetter,https://www.crunchbase.com/funding_round/understandbetter-seed--8f66f51a,UnderstandBetter,https://www.crunchbase.com/organization/understandbetter,Seed,30000,USD,30000,2018-09-25,Seed,,,,Yes,UnderstandBetter is a personalised employee feedback platform that gives managers insights to take action on,,"Artificial Intelligence (AI), Human Resources, SaaS","Chennai, Tamil Nadu, India, Asia",https://understandbetter.co,Less than $1M,30000,USD,30000,Seed,1,The CoWrks Foundry,The CoWrks Foundry,1,,"424,392"
Grant - OmicX,https://www.crunchbase.com/funding_round/omictools-grant--ce20bd5f,OmicX,https://www.crunchbase.com/organization/omictools,Grant,71429,EUR,81447,2018-11-01,,,,,No,OmicX created OMICtools® harnessing the exponentially growing collective intelligence in bioinformatics to exploit biological big data.,,"Artificial Intelligence (AI), Bioinformatics, Biotechnology, Cloud Data Services, Life Science, Machine Learning","Rouen, Haute-Normandie, France, Europe",https://omictools.com,$1M to $10M,2671429,EUR,3143787,,2,,EASME - EU Executive Agency for SMEs,1,,"425,314"
Non Equity Assistance - Aivy,https://www.crunchbase.com/funding_round/aivy-ee53-non-equity-assistance--2d64fdad,Aivy,https://www.crunchbase.com/organization/aivy-ee53,Non-equity Assistance,88000,EUR,102683,2018-06-01,,,,,No,Scientific Diagnostic-SaaS that helps HR to achieve a 5x better pre-selection and avoid 30 % of their bad hires before the first interview.,,"Artificial Intelligence (AI), Human Resources, Machine Learning, Mobile Apps, Psychology, SaaS","Berlin, Berlin, Germany, Europe",https://www.aivy.app,Less than $1M,2158000,EUR,2278501,Seed,5,,,,,"425,355"
Seed Round - rMark Bio,https://www.crunchbase.com/funding_round/rmark-bio-inc-seed--0d19c898,rMark Bio,https://www.crunchbase.com/organization/rmark-bio-inc,Seed,100000,USD,100000,2018-02-05,Seed,,,,Yes,rMark Bio delivers intelligence solutions to the life science industry.,,"Artificial Intelligence (AI), Big Data, Biotechnology, Business Intelligence, Cloud Computing, Collaboration, Life Science, Software","Chicago, Illinois, United States, North America",http://www.rmarkbio.com,Less than $1M,6570888,USD,6570888,M&A,7,,,,,"399,005"
Pre Seed Round - DolphinChat,https://www.crunchbase.com/funding_round/civilcops-pre-seed--6376ce74,DolphinChat,https://www.crunchbase.com/organization/civilcops,Pre-Seed,60000,USD,60000,2018-12-01,Seed,,,,Yes,"DolphinChat is a social intelligence organisation, working to revolutionize, how governments and citizens share and utilize data.",,"Artificial Intelligence (AI), Government, Information Technology, Software","Gurgaon, Haryana, India, Asia",https://dolphinchat.ai/,Less than $1M,343700,USD,343700,M&A,5,Dhianu Das,Dhianu Das,1,,"427,235"
Pre Seed Round - Jetlex,https://www.crunchbase.com/funding_round/jetlex-pre-seed--5646688a,Jetlex,https://www.crunchbase.com/organization/jetlex,Pre-Seed,92000,USD,92000,2018-12-25,Seed,,,,Yes,Jetlex is a program based on AI for automatic extraction of data from documents and for entering the extracted information into databases.,,"Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning","Moscow, Moscow City, Russian Federation, Europe",http://jetlex.ai,$1M to $10M,393252,USD,393252,Seed,4,,,,,"310,502"
Seed Round - ZeroOne AI,https://www.crunchbase.com/funding_round/zeroone-ai-inc-seed--a06c7c86,ZeroOne AI,https://www.crunchbase.com/organization/zeroone-ai-inc,Seed,30000,CAD,23260,2018-03-21,Seed,2000000,CAD,1550699,Yes,ZEROONE AI is making AI-driven information processing system.,,"Artificial Intelligence (AI), Machine Learning, Medical","Toronto, Ontario, Canada, North America",https://www.zeroone.ai,Less than $1M,30000,CAD,23260,Seed,2,,"Next AI, NEXT Canada",2,,"310,788"
Seed Round - CSQ Holdings,https://www.crunchbase.com/funding_round/csq-holdings-seed--4138fab9,CSQ Holdings,https://www.crunchbase.com/organization/csq-holdings,Seed,100000,USD,100000,2018-12-01,Seed,5000000,USD,5000000,Yes,Owners of SynQ Suite and CryptoSyndicate,,"Blockchain, Business Intelligence, Predictive Analytics, Software","Los Angeles, California, United States, North America",https://csqholdings.net,Less than $1M,100000,USD,100000,Seed,1,,,,,"310,851"
Angel Round - Buddy.ai,https://www.crunchbase.com/funding_round/mybuddy-ai-angel--650eac8e,Buddy.ai,https://www.crunchbase.com/organization/mybuddy-ai,Angel,55000,USD,55000,2018-12-20,Seed,,,,Yes,Buddy.ai is a voice-based virtual English tutor for kids that uses speech and virtual human technologies.,,"Apps, Artificial Intelligence (AI), E-Learning, EdTech, Education, Language Learning, Software, Tutoring","Mountain View, California, United States, North America",https://buddy.ai,$1M to $10M,2230000,USD,2230000,,9,,,,,"402,267"
Pre Seed Round - b-line,https://www.crunchbase.com/funding_round/b-line-analytics-pre-seed--963c4b82,b-line,https://www.crunchbase.com/organization/b-line-analytics,Pre-Seed,100000,USD,100000,2018-11-01,Seed,,,,Yes,Al-powered building automation platform,,"Artificial Intelligence (AI), Commercial Real Estate, Hospitality, Internet of Things, Physical Security, Predictive Analytics, Property Management, SaaS, Smart Building, Software","Halifax, Nova Scotia, Canada, North America",http://www.b-line.io ,$1M to $10M,199750,USD,199750,Seed,4,Innovacorp,Innovacorp,1,,"312,859"
Convertible Note - Groundwork,https://www.crunchbase.com/funding_round/groundwork-3-convertible-note--cb1e92a6,Groundwork,https://www.crunchbase.com/organization/groundwork-3,Convertible Note,50000,USD,50000,2018-03-02,,,,,No,Groundwork is a provider of an AI-based data management platform for infrastructure industries.,Women Founded,"Analytics, Artificial Intelligence (AI), Data Management, Database, Machine Learning","Brooklyn, New York, United States, North America",https://www.groundworkai.com/,$10M to $50M,50000,USD,50000,,1,,"Forum Ventures, Right Side Capital Management",2,,"271,520"
Pre Seed Round - FitBliss,https://www.crunchbase.com/funding_round/fitbliss-pre-seed--2b7108eb,FitBliss,https://www.crunchbase.com/organization/fitbliss,Pre-Seed,120000,USD,120000,2018-07-16,Seed,,,,Yes,FitBliss is an employee well-being and productivity platform that offers employees health recommendations and wellness services.,,"Apps, Artificial Intelligence (AI), CRM, Customer Service, Gamification, Health Care, InsurTech, Productivity Tools, SaaS, Sales","San Jose, California, United States, North America",http://www.fitbliss.com,Less than $1M,380000,USD,380000,Seed,4,,Techstars,1,1,"327,362"
Grant - C-Phrase,https://www.crunchbase.com/funding_round/c-phrase-technologies-grant--b3b52ed0,C-Phrase,https://www.crunchbase.com/organization/c-phrase-technologies,Grant,75000,SEK,9160,2018-03-21,,,,,No,English to SQL via C-Phrase,,"Analytics, Database, Information Technology, Natural Language Processing","Åmsele, Vasterbottens Lan, Sweden, Europe",https://c-phrase.com,Less than $1M,125000,SEK,14695,Seed,2,,,,,"439,904"
Seed Round - Witlingo,https://www.crunchbase.com/funding_round/witlingo-seed--2b8a134b,Witlingo,https://www.crunchbase.com/organization/witlingo,Seed,100000,USD,100000,2018-12-02,Seed,,,,Yes,"Witlingo is a B2B SaaS company that helps companies launch Voice First Experiences on Amazon Alexa, Google Assistant, and Samsung Bixby",,"Enterprise Software, Natural Language Processing, SaaS, Smart Home, Speech Recognition","Mclean, Virginia, United States, North America",http://www.witlingo.com,Less than $1M,305000,USD,305000,Seed,5,,,,,"441,309"
Seed Round - PEERCLICK,https://www.crunchbase.com/funding_round/peerclick-seed--292ab591,PEERCLICK,https://www.crunchbase.com/organization/peerclick,Seed,130000,USD,130000,2018-01-25,Seed,2000000,USD,2000000,Yes,We provide cloud ad tracking platform for performance agencies worldwide. Track all your digital ad campaigns in one place!,,"Advertising, Advertising Platforms, Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Database, Digital Marketing, Marketing Automation, Mobile Advertising","New York, New York, United States, North America",https://peerclick.com,Less than $1M,130000,USD,130000,Seed,2,Starta VC,Starta VC,1,,"442,087"
Debt Financing - Gridline AI,https://www.crunchbase.com/funding_round/gridlineai-debt-financing--9b4f3aef,Gridline AI,https://www.crunchbase.com/organization/gridlineai,Debt Financing,20000,USD,20000,2018-07-30,,,,,No,Gridline AI is an AI-powered platform that provides the easiest way to unlock project finance.,,"Artificial Intelligence (AI), Clean Energy, Commercial Real Estate, Energy, Finance, Financial Services, FinTech, Machine Learning, Software","Allston, Massachusetts, United States, North America",https://gridline.ai,Less than $1M,20000,USD,20000,,3,,,,,"444,458"
Pre Seed Round - TytoAI,https://www.crunchbase.com/funding_round/tytoai-pre-seed--727bdc11,TytoAI,https://www.crunchbase.com/organization/tytoai,Pre-Seed,100000,AUD,80399,2018-02-01,Seed,,,,Yes,TytoAI is an artificial intelligence product and consulting company.,,"Apps, Artificial Intelligence (AI), Software","Sydney, New South Wales, Australia, Oceania",https://tyto.ai/,Less than $1M,100000,AUD,80399,Seed,1,H2 Ventures,H2 Ventures,1,,"214,016"
Angel Round - GlucoGear,https://www.crunchbase.com/funding_round/glucogear-angel--95bd6805,GlucoGear,https://www.crunchbase.com/organization/glucogear,Angel,500000,BRL,130300,2018-10-05,Seed,,,,Yes,"GlucoGear, the artificial intelligence to personalize Diabetes treatment.",,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical Device, Personal Health, Therapeutics","São Paulo, Sao Paulo, Brazil, South America",http://www.glucogear.io,Less than $1M,2000000,BRL,504259,Seed,4,,,,,"214,109"
Pre Seed Round - Ayasta Technologies,https://www.crunchbase.com/funding_round/ayasta-technologies-pre-seed--d56faa84,Ayasta Technologies,https://www.crunchbase.com/organization/ayasta-technologies,Pre-Seed,30000,USD,30000,2018-11-14,Seed,,,,Yes,We help large enterprises reduce operational risk and improve productivity by digitising electrical workflows using sensors and analytics.,,"Analytics, Computer Vision, Enterprise Applications, Internet of Things, Machine Learning, Predictive Analytics, Software","Hyderabad, Andhra Pradesh, India, Asia",http://www.ayasta.com/,,30000,USD,30000,Seed,1,The CoWrks Foundry,The CoWrks Foundry,1,,"373,641"
Grant - iCog Labs,https://www.crunchbase.com/funding_round/icog-labs-grant--09b52bc3,iCog Labs,https://www.crunchbase.com/organization/icog-labs,Grant,100000,USD,100000,2018-02-02,,,,,No,"iCog Labs is a research and development company, collaborating with international AI research groups and serving customers around the world.",,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Software","Addis Ababa, Adis Abeba, Ethiopia, Africa",http://icog-labs.com,,200000,USD,200000,,2,,The U.S. Embassy,1,,"374,742"
Pre Seed Round - Precious,https://www.crunchbase.com/funding_round/precious-pre-seed--0a047835,Precious,https://www.crunchbase.com/organization/precious,Pre-Seed,120000,USD,120000,2018-01-04,Seed,,,,Yes,Precious uses AI to create the perfect album of your child growing up.,,"Apps, Artificial Intelligence (AI), Baby, Photography, Software","San Francisco, California, United States, North America",http://www.preciousapp.com/,Less than $1M,1120000,USD,1120000,Seed,2,Y Combinator,Y Combinator,1,,"432,772"
Pre Seed Round - Kinship AI,https://www.crunchbase.com/funding_round/kutumbita-pre-seed--2fb60497,Kinship AI,https://www.crunchbase.com/organization/kutumbita,Pre-Seed,120000,USD,120000,2018-06-04,Seed,,,,Yes,Kinship AI is an AI-powered factory workforce platform.,,"Artificial Intelligence (AI), Human Resources, Information Technology, Machine Learning, Small and Medium Businesses, Software, Supply Chain Management","Singapore, Central Region, Singapore, Asia",http://kutumbita.com/,$1M to $10M,120000,USD,120000,Seed,1,Techstars,Techstars,1,1,"307,852"
Pre Seed Round - geniSIGHTS,https://www.crunchbase.com/funding_round/genisights-pre-seed--82a98578,geniSIGHTS,https://www.crunchbase.com/organization/genisights,Pre-Seed,50000,USD,50000,2018-05-10,Seed,2000000,USD,2000000,Yes,Your analytical cente of excellence to provide Automated AI driven Actionable insights,,"Analytics, Artificial Intelligence (AI), Information Services, Information Technology, Machine Learning, Predictive Analytics, Software","Chennai, Tamil Nadu, India, Asia",https://genisights.com,Less than $1M,150000,USD,150000,Early Stage Venture,3,,,,,"218,000"
Series A - Ceyentra Technologies,https://www.crunchbase.com/funding_round/ceyentra-technologies-series-a--a5c01475,Ceyentra Technologies,https://www.crunchbase.com/organization/ceyentra-technologies,Series A,75000,USD,75000,2018-11-27,Early Stage Venture,365000,USD,365000,Yes,"Ceyentra Technologies is a software company that provides IoT, mobile apps, machine learning, and IT consultancy services to clients.",,"Consulting, Information Technology, Machine Learning, Marketing, Mobile Apps","Kalutara, Western, Sri Lanka, Asia",http://www.ceyentra.com,Less than $1M,325000,USD,325000,Early Stage Venture,2,,,,,"218,248"
Seed Round - CorrosionRADAR,https://www.crunchbase.com/funding_round/corrosionradar-seed--add9dd03,CorrosionRADAR,https://www.crunchbase.com/organization/corrosionradar,Seed,100000,GBP,142662,2018-02-01,Seed,,,,Yes,Smarter infrastructure using Industrial Internet of Things and Predictive Analytics,,"Analytics, Artificial Intelligence (AI), Electronics, Information Technology, Internet of Things, Messaging, Predictive Analytics, Sensor","Cambridge, Cambridgeshire, United Kingdom, Europe",http://www.corrosionradar.com/,$1M to $10M,9529000,GBP,12594674,Early Stage Venture,8,Innovate UK,Innovate UK,1,,"309,881"
Seed Round - LockinFuel,https://www.crunchbase.com/funding_round/lockinfuel-seed--5f981a5d,LockinFuel,https://www.crunchbase.com/organization/lockinfuel,Seed,38000,USD,38000,2018-06-15,Seed,,,,Yes,LockinFuel is a fuel app that uses advanced artificial intelligence to forecast future fuel prices in the coming days.,,"Apps, Artificial Intelligence (AI)","Sydney, New South Wales, Australia, Oceania",http://lockinfuel.com/,,38000,USD,38000,Seed,1,,,,,"227,072"
Grant - ClearVoxel,https://www.crunchbase.com/funding_round/clearvoxel-imaging-grant--953c822c,ClearVoxel,https://www.crunchbase.com/organization/clearvoxel-imaging,Grant,60000,CAD,46269,2018-06-01,,,,,No,ClearVoxel is creating a human-in-the-loop platform so that radiologists may diagnose patients more quickly and accurately using AI.,,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Medical Device","Waterloo, Ontario, Canada, North America",https://clearvoxel.com/,,110000,CAD,83499,Seed,2,,,,,"229,379"
Convertible Note - WIFIPLUG,https://www.crunchbase.com/funding_round/wifi-plug-convertible-note--1e5ba057,WIFIPLUG,https://www.crunchbase.com/organization/wifi-plug,Convertible Note,100000,USD,100000,2018-03-02,,10000000,USD,10000000,No,myma.io - the IoT cloud that powers WIFIPLUG,,"Artificial Intelligence (AI), Consumer Electronics, Internet of Things, Machine Learning, Smart Home","Leeds, Leeds, United Kingdom, Europe",http://www.wifiplug.co.uk/,$1M to $10M,746000,USD,746000,Seed,7,Tusholdings,Tusholdings,1,,"229,809"
Seed Round - AI Parts,https://www.crunchbase.com/funding_round/ai-parts-seed--b6285d2a,AI Parts,https://www.crunchbase.com/organization/ai-parts,Seed,30000,EUR,35974,2018-05-01,Seed,,,,Yes,AI Parts is an AI machine learning platform for predictive maintenance in the automotive industry.,,"Artificial Intelligence (AI), Automotive, Machine Learning","Parma, Emilia-Romagna, Italy, Europe",https://www.aiparts.it,,1330000,EUR,1522997,Seed,3,,,,,"624,145"
Seed Round - Utvyakta,https://www.crunchbase.com/funding_round/utvyakta-solutions-seed--39d4cb02,Utvyakta,https://www.crunchbase.com/organization/utvyakta-solutions,Seed,100000,EUR,122488,2018-04-05,Seed,,,,Yes,útvyakta solutions is an Industrial Internet of Things (IIoT) system integrator,,"Artificial Intelligence (AI), Computer Vision, Industrial Automation, Internet of Things, Machine Learning, Predictive Analytics","Coimbatore, Tamil Nadu, India, Asia",https://www.utvyakta.com/,Less than $1M,622488,USD,622488,Seed,2,,,,,"610,601"
Grant - TeiaCare,https://www.crunchbase.com/funding_round/teiacare-grant--ced29b54,TeiaCare,https://www.crunchbase.com/organization/teiacare,Grant,35000,EUR,41048,2018-07-10,,,,,No,TeiaCare provides digital health solutions for elderly care management.,,"Artificial Intelligence (AI), Health Care, InsurTech, Machine Learning","Milano, Lombardia, Italy, Europe",http://teiacare.com,Less than $1M,3902000,EUR,4182067,Seed,7,EIT Health,EIT Health,1,1,"230,770"
Seed Round - Paññã,https://www.crunchbase.com/funding_round/paññã-seed--cf927787,Paññã,https://www.crunchbase.com/organization/paññã,Seed,100000,USD,100000,2018-02-06,Seed,,,,Yes,Hire smarter and faster with Paññã’s digitally recorded video interviews. Recruit candidates based on total performance score rankings.,,"Artificial Intelligence (AI), Software, Video Conferencing","Plano, Texas, United States, North America",https://panna.ai/,,600000,USD,600000,Seed,2,,,,,"231,258"
Convertible Note - Facenote,https://www.crunchbase.com/funding_round/facenote-convertible-note--c9969562,Facenote,https://www.crunchbase.com/organization/facenote,Convertible Note,50000,USD,50000,2018-02-01,,4000000,USD,4000000,No,"We are building the decentralized face recognition experience of the future, today.","Hispanic / Latine Founded, Hispanic / Latine Led","Artificial Intelligence (AI), Biometrics, Blockchain, Facial Recognition, Logistics, Payments","Middletown, Delaware, United States, North America",https://facenote.me,,965000,USD,965000,Seed,6,,,,,"341,054"
Grant - Geckomatics,https://www.crunchbase.com/funding_round/geckomatics-grant--32fbb887,Geckomatics,https://www.crunchbase.com/organization/geckomatics,Grant,35000,EUR,39624,2018-12-01,,,,,No,Geckomatics builds AI in the cloud that enables businesses and governments to create and update their own geographical information,,"Analytics, Artificial Intelligence (AI), Big Data, Geospatial, Information Technology, Machine Learning, Software","Antwerp, Antwerpen, Belgium, Europe",https://geckomatics.com/,,398000,EUR,476760,,5,Space3ac,Space3ac,1,,"231,847"
Pre Seed Round - Alexi,https://www.crunchbase.com/funding_round/alexsei-pre-seed--52296c85,Alexi,https://www.crunchbase.com/organization/alexsei,Pre-Seed,120000,USD,120000,2018-09-10,Seed,,,,Yes,Unparalleled AI for Litigators - Alexi's proprietary AI-powered platform equips litigators with core legal skills,,"Artificial Intelligence (AI), Information Services, Legal, Legal Tech","Toronto, Ontario, Canada, North America",https://www.alexi.com,,11239587,USD,11239587,Early Stage Venture,4,Techstars,Techstars,1,,"246,566"
Seed Round - Cardiolyse,https://www.crunchbase.com/funding_round/cardiolyse-seed--ad39ad1e,Cardiolyse,https://www.crunchbase.com/organization/cardiolyse,Seed,50000,EUR,60145,2018-01-05,Seed,2000000,EUR,2405801,Yes,"Cardiolyse is a cloud ECG & HRV analytics platform that provides personalized reports, heart failures detection, and data-based prognosis.",,"Analytics, Electronic Health Record (EHR), Health Care, Home Health Care, Information Technology, Machine Learning, Medical Device, Software, Wellness","Helsinki, Southern Finland, Finland, Europe",https://cardiolyse.com,Less than $1M,1165000,EUR,1329785,Seed,7,,,,,"502,769"
Grant - Borza,https://www.crunchbase.com/funding_round/borza-grant--6e4303ab,Borza,https://www.crunchbase.com/organization/borza,Grant,140000,USD,140000,2018-07-20,,,,,No,The AI-Powered Platform for Discovering and Promoting Technology Solutions,"Women Founded, Women Led","Artificial Intelligence (AI), Information Technology, Internet, Software","Los Gatos, California, United States, North America",https://borza.com,Less than $1M,670000,USD,670000,Seed,2,,"Google, IBM",2,,"429,040"
Pre Seed Round - CallTime.AI,https://www.crunchbase.com/funding_round/calltime-ai-pre-seed--0ac9ad68,CallTime.AI,https://www.crunchbase.com/organization/calltime-ai,Pre-Seed,100000,USD,100000,2018-04-03,Seed,,,,Yes,CallTime.AI offers improved political fundraising through automation and artificial intelligence.,,"Artificial Intelligence (AI), Politics, Software","Los Angeles, California, United States, North America",http://calltime.ai/,Less than $1M,100000,USD,100000,Seed,1,Higher Ground Labs,Higher Ground Labs,1,,"343,909"
Grant - Sensei,https://www.crunchbase.com/funding_round/sensei-3-grant--7669784f,Sensei,https://www.crunchbase.com/organization/sensei-3,Grant,100000,EUR,122708,2018-03-01,,,,,No,"Sensei offers a scalable, seamless store-wide solution that empowers the stores of the future to be check-out and cash free.",,"Analytics, Artificial Intelligence (AI), Computer Vision, Retail, Retail Technology","Lisbon, Lisboa, Portugal, Europe",https://www.sensei.tech,$10M to $50M,6100000,EUR,7377445,Seed,4,IMPACT Accelerator,IMPACT Accelerator,1,,"433,595"
Seed Round - Let's Enhance,https://www.crunchbase.com/funding_round/let-s-enhance-seed--502bd520,Let's Enhance,https://www.crunchbase.com/organization/let-s-enhance,Seed,120000,USD,120000,2018-07-13,Seed,,,,Yes,Let's Enhance is a deep-tech company that builds next-gen AI photo management solution for marketplaces.,"Women Founded, Women Led","Artificial Intelligence (AI), Machine Learning, Photo Editing, Photography","San Francisco, California, United States, North America",https://letsenhance.io/,$1M to $10M,3120000,USD,3120000,Seed,4,"Digital Future, Techstars","Digital Future, Techstars",2,,"446,943"
Pre Seed Round - SafeContact,https://www.crunchbase.com/funding_round/safecontact-pre-seed--63a59eb1,SafeContact,https://www.crunchbase.com/organization/safecontact,Pre-Seed,74000,CAD,56927,2018-08-01,Seed,675000,CAD,519265,Yes,SafeContact is solving the Hospital Acquired Infection (HAI) epidemic plaguing its global healthcare facilities.,,"Artificial Intelligence (AI), Health Care, Hospital, Internet of Things, Software","Saint Albert, Alberta, Canada, North America",https://www.safecontact.com,$1M to $10M,128000,CAD,96542,Seed,2,,,,,"433,360"
Pre Seed Round - Thermy,https://www.crunchbase.com/funding_round/thermy-pre-seed--0ad1d816,Thermy,https://www.crunchbase.com/organization/thermy,Pre-Seed,8000,USD,8000,2018-10-15,Seed,,,,Yes,We develop a screening tool for the early breast cancer detection using Machine Learning and Thermograms.,,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical Device, Software","Mexico City, Distrito Federal, Mexico, North America",http://thermy.com.mx/,,98000,USD,98000,Seed,5,,G2 Momentum Capital,1,,"380,311"
Pre Seed Round - Latitudo40,https://www.crunchbase.com/funding_round/latitudo40-pre-seed--a1a1e47c,Latitudo40,https://www.crunchbase.com/organization/latitudo40,Pre-Seed,50000,EUR,58342,2018-06-01,Seed,,,,Yes,Latitudo40 is a Techstars portfolio company. Using satellite imagery and AI for new solutions in the smart cities and agritech sector,,"AgTech, Artificial Intelligence (AI), Geospatial, Machine Learning, Risk Management, Smart Cities, Software","Napoli, Campania, Italy, Europe",https://www.latitudo40.com/,Less than $1M,1962297,USD,1962297,Seed,7,,Lazio Innova,1,,"448,167"
Seed Round - aeth Analytica,https://www.crunchbase.com/funding_round/aeth-analytica-seed--a8867b3a,aeth Analytica,https://www.crunchbase.com/organization/aeth-analytica,Seed,800000,INR,11338,2018-12-06,Seed,,,,Yes,"Data Analytics, SaaS, Retail, Retail analytics, Edtech",,"Analytics, Artificial Intelligence (AI), Machine Learning","Bangalore, Karnataka, India, Asia",https://aethanalytica.com,Less than $1M,800000,INR,11338,Seed,1,,,,,"152,948"
Pre Seed Round - Relai,https://www.crunchbase.com/funding_round/hestia-international-pre-seed--fc4a9839,Relai,https://www.crunchbase.com/organization/hestia-international,Pre-Seed,100000,USD,100000,2018-07-24,Seed,,,,Yes,Relai is an AI / ML powered real estate marketplace helping property buyers/sellers to complete transactions end-to-end.,,"Artificial Intelligence (AI), Blockchain, Machine Learning, Marketplace, Real Estate, Software","London, England, United Kingdom, Europe",,,200000,USD,200000,Seed,2,,,,,"381,639"
