"from";"to";"full";"share.from.full";"binary";"share.from.bin";"pc";"thmax";"thmaxpc";"expected";"untapped";"linkrca";"prio";"dutch.reg"
"NL32";"NL32";19;63,333;8;53,333;0,080605;15;0,0059070234508831;0,586272077500148;-7,41372792249985;13,6455415617128;"Slimme mobiliteit";"west"
"NL32";"PL21";2;6,667;1;6,667;0,010076;37;0,0145706578455116;1,44613779116703;0,446137791167031;0,691497038600313;"Slimme mobiliteit";"west"
"NL32";"CH03";1;3,333;1;6,667;0,010076;72;0,0283537125642389;2,81410597200071;1,81410597200071;0,355352644836272;"Slimme mobiliteit";"west"
"NL32";"NL42";1;3,333;1;6,667;0,010076;12,5;0,00492251954240258;0,488560064583456;-0,511439935416544;2,04683123425693;"Slimme mobiliteit";"west"
"NL33";"ITH3";1;0,575;1;1,429;0,010076;52,5;0,0206745820780909;2,05195227125052;1,05195227125052;0,487340770061173;"Slimme mobiliteit";"west"
"NL33";"AT22";1;0,575;1;1,429;0,010076;87,5;0,0344576367968181;3,41992045208419;2,41992045208419;0,292404462036704;"Slimme mobiliteit";"west"
"NL33";"ITI1";4;2,299;2;2,857;0,020151;57;0,0224466891133558;2,22783389450056;0,227833894500561;0,897732997481108;"Slimme mobiliteit";"west"
"NL33";"CH04";2;1,149;2;2,857;0,020151;84;0,0330793313249454;3,28312363400083;1,28312363400083;0,609175962576466;"Slimme mobiliteit";"west"
"NL33";"ITI2";1;0,575;1;1,429;0,010076;40,5;0,0159489633173844;1,5829346092504;0,582934609250399;0,631738035264484;"Slimme mobiliteit";"west"
"NL33";"NL41";23;13,218;8;11,429;0,080605;76;0,0299289188178077;2,97044519266742;-5,02955480733258;2,69319899244332;"Slimme mobiliteit";"west"
"NL33";"DE60";2;1,149;1;1,429;0,010076;64,5;0,0254002008387973;2,52096993325064;1,52096993325064;0,396672719817234;"Slimme mobiliteit";"west"
"NL33";"AT32";2;1,149;1;1,429;0,010076;48,5;0,019099375824522;1,89561305058381;0,895613050583811;0,527533823262095;"Slimme mobiliteit";"west"
"NL33";"NL33";65;37,356;29;41,429;0,292191;70;0,0275661094374545;2,73593636166736;-26,2640636383326;10,5996617488305;"Slimme mobiliteit";"west"
"NL33";"DE92";6;3,448;1;1,429;0,010076;114;0,0448933782267116;4,45566778900112;3,45566778900112;0,224433249370277;"Slimme mobiliteit";"west"
"NL33";"PL21";3;1,724;3;4,286;0,030227;64,5;0,0254002008387973;2,52096993325064;-0,479030066749365;1,1900181594517;"Slimme mobiliteit";"west"
"NL33";"NL31";7;4,023;3;4,286;0,030227;41,5;0,0163427648807766;1,62201941441708;-1,37798058558292;1,8495462960153;"Slimme mobiliteit";"west"
"NL33";"CH03";38;21,839;9;12,857;0,09068;99,5;0,0391832555575246;3,88893811408431;-5,11106188591569;2,31425642064225;"Slimme mobiliteit";"west"
"NL33";"NL22";1;0,575;1;1,429;0,010076;41;0,0161458640990805;1,60247701183374;0,602477011833737;0,624033912883209;"Slimme mobiliteit";"west"
"NL33";"ITF1";2;1,149;2;2,857;0,020151;47;0,0185086734794337;1,8369858428338;-0,163014157166204;1,08874001822177;"Slimme mobiliteit";"west"
"NL33";"SE12";5;2,874;2;2,857;0,020151;68;0,0267785063106701;2,657766751334;0,657766751334003;0,752511483182694;"Slimme mobiliteit";"west"
"NL33";"NL21";3;1,724;2;2,857;0,020151;42,5;0,0167365664441688;1,66110421958375;-0,338895780416248;1,20401837309231;"Slimme mobiliteit";"west"
"NL33";"NL11";8;4,598;1;1,429;0,010076;36,5;0,0143737570638155;1,42659538858369;0,426595388583693;0,70096960077292;"Slimme mobiliteit";"west"
"NL31";"NL41";3;13,636;3;23,077;0,030227;47,5;0,0187055742611298;1,85652824541713;-1,14347175458287;1,615919395466;"Slimme mobiliteit";"west"
"NL31";"NL33";7;31,818;3;23,077;0,030227;41,5;0,0163427648807766;1,62201941441708;-1,37798058558292;1,8495462960153;"Slimme mobiliteit";"west"
"NL31";"NL31";7;31,818;3;23,077;0,030227;13;0,00511942032409869;0,508102467166795;-2,49189753283321;5,90432086804883;"Slimme mobiliteit";"west"
"NL31";"CH03";1;4,545;1;7,692;0,010076;71;0,0279599110008467;2,77502116683403;1,77502116683403;0,360357611664952;"Slimme mobiliteit";"west"
"NL31";"NL22";3;13,636;2;15,385;0,020151;12,5;0,00492251954240258;0,488560064583456;-1,51143993541654;4,09366246851385;"Slimme mobiliteit";"west"
"NL31";"NL21";1;4,545;1;7,692;0,010076;14;0,00551322188749089;0,547187272333471;-0,452812727666529;1,8275278877294;"Slimme mobiliteit";"west"
"NL23";"NL23";7;100;2;100;0,020151;2;0,000787603126784413;0,078169610333353;-1,92183038966665;25,5853904282116;"Slimme mobiliteit";"west"
"NL33";"NL22";4;3,922;2;7,692;0,070126;25;0,0740345889599621;2,11146647713812;0,111466477138119;0,947208976157083;"Kringloop Landbouw";"west"
"NL33";"NL33";89;87,255;17;65,385;0,596073;26;0,0769959725183606;2,19592513622364;-14,8040748637764;7,74161182436077;"Kringloop Landbouw";"west"
"NL33";"NL32";1;0,98;1;3,846;0,035063;20;0,0592276711679697;1,68917318171049;0,689173181710495;0,592005610098177;"Kringloop Landbouw";"west"
"NL33";"NL31";2;1,961;2;7,692;0,070126;21,5;0,0636697465055674;1,81586117033878;-0,184138829661218;1,10140578622917;"Kringloop Landbouw";"west"
"NL33";"NL41";4;3,922;3;11,538;0,105189;24,5;0,0725538971807629;2,06923714759536;-0,930762852404643;1,44980965738329;"Kringloop Landbouw";"west"
"NL33";"FR26";2;1,961;1;3,846;0,035063;15;0,0444207533759773;1,26687988628287;0,266879886282871;0,789340813464236;"Kringloop Landbouw";"west"
"NL32";"NL22";7;36,842;3;21,429;0,105189;19;0,0562662876095712;1,60471452262497;-1,39528547737503;1,86949140031003;"Kringloop Landbouw";"west"
"NL32";"NL33";1;5,263;1;7,143;0,035063;20;0,0592276711679697;1,68917318171049;0,689173181710495;0,592005610098177;"Kringloop Landbouw";"west"
"NL32";"DE71";2;10,526;1;7,143;0,035063;42;0,124378109452736;3,54726368159204;2,54726368159204;0,281907433380084;"Kringloop Landbouw";"west"
"NL32";"NL32";5;26,316;5;35,714;0,175316;14;0,0414593698175788;1,18242122719735;-3,81757877280265;4,22861150070126;"Kringloop Landbouw";"west"
"NL32";"DEB3";1;5,263;1;7,143;0,035063;37;0,109571191660744;3,12497038616442;2,12497038616442;0,320003032485501;"Kringloop Landbouw";"west"
"NL32";"BE24";1;5,263;1;7,143;0,035063;20;0,0592276711679697;1,68917318171049;0,689173181710495;0,592005610098177;"Kringloop Landbouw";"west"
"NL32";"NL41";1;5,263;1;7,143;0,035063;18,5;0,054785595830372;1,56248519308221;0,562485193082208;0,640006064971002;"Kringloop Landbouw";"west"
"NL32";"NL34";1;5,263;1;7,143;0,035063;9;0,0266524520255864;0,760127931769723;-0,239872068230277;1,31556802244039;"Kringloop Landbouw";"west"
"NL31";"NL22";8;16,327;4;23,529;0,140252;20,5;0,0607083629471689;1,73140251125326;-2,26859748874674;2,31026579550508;"Kringloop Landbouw";"west"
"NL31";"NL33";2;4,082;2;11,765;0,070126;21,5;0,0636697465055674;1,81586117033878;-0,184138829661218;1,10140578622917;"Kringloop Landbouw";"west"
"NL31";"NL31";28;57,143;4;23,529;0,140252;17;0,0503435204927742;1,43579720445392;-2,56420279554608;2,78590875340318;"Kringloop Landbouw";"west"
"NL31";"NL12";3;6,122;1;5,882;0,035063;10,5;0,0310945273631841;0,88681592039801;-0,11318407960199;1,12762973352034;"Kringloop Landbouw";"west"
"NL31";"NL21";3;6,122;2;11,765;0,070126;13;0,0384979862591803;1,09796256811182;-0,902037431888178;1,82155572337901;"Kringloop Landbouw";"west"
"NL31";"NL41";4;8,163;3;17,647;0,105189;20;0,0592276711679697;1,68917318171049;-1,31082681828951;1,77601683029453;"Kringloop Landbouw";"west"
"NL31";"NL23";1;2,041;1;5,882;0,035063;10;0,0296138355839848;0,844586590855247;-0,155413409144753;1,18401122019635;"Kringloop Landbouw";"west"
"NL23";"NL22";1;33,333;1;33,333;0,035063;13,5;0,0399786780383795;1,14019189765458;0,140191897654584;0,877045348293595;"Kringloop Landbouw";"west"
"NL23";"NL31";1;33,333;1;33,333;0,035063;10;0,0296138355839848;0,844586590855247;-0,155413409144753;1,18401122019635;"Kringloop Landbouw";"west"
"NL23";"NL11";1;33,333;1;33,333;0,035063;2,5;0,00740345889599621;0,211146647713812;-0,788853352286188;4,73604488078541;"Kringloop Landbouw";"west"
"NL32";"DE30";2;2,222;1;2,5;0,008596;101,5;0,0362560858429808;4,21767046611395;3,21767046611395;0,237097707854206;"Aerospace";"west"
"NL32";"FR10";6;6,667;1;2,5;0,008596;469,5;0,167706722199798;19,5093229935025;18,5093229935025;0,0512575449354674;"Aerospace";"west"
"NL32";"FR62";2;2,222;1;2,5;0,008596;305;0,108946858937036;12,6737881001454;11,6737881001454;0,078903007695744;"Aerospace";"west"
"NL32";"ITI1";4;4,444;1;2,5;0,008596;31;0,0110732873017971;1,28815551181806;0,288155511818055;0,77630378539361;"Aerospace";"west"
"NL32";"FR71";4;4,444;3;7,5;0,025789;92;0,0328626590892043;3,82291313184713;0,822913131847132;0,784741870017454;"Aerospace";"west"
"NL32";"DE40";2;2,222;1;2,5;0,008596;67;0,0239325886845292;2,78407804167128;1,78407804167128;0,359185333540327;"Aerospace";"west"
"NL32";"NL41";6;6,667;1;2,5;0,008596;68;0,0242897915007162;2,82563144527831;1,82563144527831;0,353903196282381;"Aerospace";"west"
"NL32";"FR24";2;2,222;2;5;0,017192;46,5;0,0166099309526956;1,93223326772708;-0,0677667322729172;1,03507171385815;"Aerospace";"west"
"NL32";"NL32";34;37,778;12;30;0,103155;40;0,0142881126474801;1,66213614428136;-10,3378638557186;7,21962520416058;"Aerospace";"west"
"NL32";"NL33";7;7,778;6;15;0,051577;53;0,0189317492579111;2,2023303911728;-3,7976696088272;2,72438686949456;"Aerospace";"west"
"NL32";"SE22";4;4,444;1;2,5;0,008596;161,5;0,057688254814201;6,710874682536;5,710874682536;0,149011872118897;"Aerospace";"west"
"NL32";"DE72";2;2,222;1;2,5;0,008596;27;0,00964447603704908;1,12194189738992;0,121941897389919;0,891311753600071;"Aerospace";"west"
"NL32";"CZ03";2;2,222;1;2,5;0,008596;23;0,00821566477230106;0,955728282961783;-0,0442717170382171;1,04632249335661;"Aerospace";"west"
"NL32";"FR23";2;2,222;1;2,5;0,008596;52;0,0185745464417241;2,16077698756577;1,16077698756577;0,462796487446191;"Aerospace";"west"
"NL32";"FR26";2;2,222;2;5;0,017192;27;0,00964447603704908;1,12194189738992;-0,878058102610081;1,78262350720014;"Aerospace";"west"
"NL32";"NL22";2;2,222;2;5;0,017192;25;0,00893007040467507;1,03883509017585;-0,961164909824149;1,92523338777615;"Aerospace";"west"
"NL32";"NL31";7;7,778;3;7,5;0,025789;33;0,0117876929341711;1,37126231903212;-1,62873768096788;2,18776521338199;"Aerospace";"west"
"NL33";"FR62";2;1,361;1;1,515;0,008596;318;0,113590495547467;13,2139823470368;12,2139823470368;0,0756774130415155;"Aerospace";"west"
"NL33";"ITC1";1;0,68;1;1,515;0,008596;58,5;0,0208963647469397;2,43087411101149;1,43087411101149;0,411374655507725;"Aerospace";"west"
"NL33";"FR71";2;1,361;2;3,03;0,017192;105;0,0375062956996353;4,36310737873857;2,36310737873857;0,458388901851465;"Aerospace";"west"
"NL33";"NL41";15;10,204;4;6,061;0,034385;81;0,0289334281111472;3,36582569216976;-0,634174307830243;1,18841567146676;"Aerospace";"west"
"NL33";"FR24";2;1,361;2;3,03;0,017192;59,5;0,0212535675631267;2,47242751461853;0,472427514618525;0,808921591502586;"Aerospace";"west"
"NL33";"NL32";7;4,762;6;9,091;0,051577;53;0,0189317492579111;2,2023303911728;-3,7976696088272;2,72438686949456;"Aerospace";"west"
"NL33";"UKJ1";6;4,082;1;1,515;0,008596;84;0,0300050365597082;3,49048590299086;2,49048590299086;0,286493063657166;"Aerospace";"west"
"NL33";"NL33";80;54,422;32;48,485;0,27508;66;0,0235753858683422;2,74252463806425;-29,2574753619358;11,6680811380373;"Aerospace";"west"
"NL33";"ES30";2;1,361;1;1,515;0,008596;116;0,0414355266776923;4,82019481841595;3,82019481841595;0,20746049437243;"Aerospace";"west"
"NL33";"DEC0";9;6,122;1;1,515;0,008596;38;0,0135737070151061;1,57902933706729;0,579029337067293;0,633300456505314;"Aerospace";"west"
"NL33";"UKM2";2;1,361;1;1,515;0,008596;39,5;0,0141095112393866;1,64135944247784;0,641359442477845;0,609251072081061;"Aerospace";"west"
"NL33";"FR26";2;1,361;2;3,03;0,017192;40;0,0142881126474801;1,66213614428136;-0,337863855718639;1,2032708673601;"Aerospace";"west"
"NL33";"LU00";1;0,68;1;1,515;0,008596;40,5;0,0144667140555736;1,68291284608488;0,682912846084879;0,594207835733381;"Aerospace";"west"
"NL33";"EL30";4;2,721;2;3,03;0,017192;35,5;0,0126806999746386;1,47514582804971;-0,524854171950292;1,35579816040574;"Aerospace";"west"
"NL33";"NL22";6;4,082;3;4,545;0,025789;38;0,0135737070151061;1,57902933706729;-1,42097066293271;1,89990136951594;"Aerospace";"west"
"NL33";"NL31";6;4,082;6;9,091;0,051577;46;0,0164313295446021;1,91145656592357;-4,08854343407643;3,13896748006982;"Aerospace";"west"
"NL31";"NL41";1;2,326;1;3,846;0,008596;61;0,0217893717874072;2,53475762002908;1,53475762002908;0,39451503847872;"Aerospace";"west"
"NL31";"NL32";7;16,279;3;11,538;0,025789;33;0,0117876929341711;1,37126231903212;-1,62873768096788;2,18776521338199;"Aerospace";"west"
"NL31";"NL33";6;13,953;6;23,077;0,051577;46;0,0164313295446021;1,91145656592357;-4,08854343407643;3,13896748006982;"Aerospace";"west"
"NL31";"ES52";5;11,628;5;19,231;0,042981;21,5;0,00767986054802056;0,893398177551232;-4,10660182244877;5,5966086853958;"Aerospace";"west"
"NL31";"NL22";5;11,628;1;3,846;0,008596;18;0,00642965069136605;0,747961264926613;-0,252038735073387;1,33696763040011;"Aerospace";"west"
"NL31";"NL31";17;39,535;8;30,769;0,06877;26;0,00928727322086207;1,08038849378288;-6,91961150621712;7,40474379913905;"Aerospace";"west"
"NL31";"ES53";2;4,651;2;7,692;0,017192;15;0,00535804224280504;0,623301054105511;-1,37669894589449;3,20872231296026;"Aerospace";"west"
"NL33";"DE91";1;0,05;1;0,261;0,003562;350;0,0262350525787932;7,36444160939305;6,36444160939305;0,135787620167229;"Life sciences - Biotechnology";"west"
"NL33";"DE12";8;0,399;3;0,783;0,010687;470,5;0,0352674063952063;9,89991364919837;6,89991364919837;0,303032946175538;"Life sciences - Biotechnology";"west"
"NL33";"CH03";3;0,15;2;0,522;0,007125;530;0,0397273653336012;11,1518687227952;9,15186872279519;0,17934213984351;"Life sciences - Biotechnology";"west"
"NL33";"NL33";1358;67,731;215;56,136;0,765915;383;0,028708643250508;8,05880324685011;-206,94119675315;26,6788992626214;"Life sciences - Biotechnology";"west"
"NL33";"DE21";14;0,698;4;1,044;0,01425;733,5;0,0549811744758424;15,4337654871137;11,4337654871137;0,259172008499142;"Life sciences - Biotechnology";"west"
"NL33";"FR10";5;0,249;3;0,783;0,010687;766,5;0,0574547651475572;16,1281271245708;13,1281271245708;0,186010438585245;"Life sciences - Biotechnology";"west"
"NL33";"NL32";89;4,439;28;7,311;0,099747;320,5;0,0240238124328664;6,74372438802992;-21,2562756119701;4,15200835456738;"Life sciences - Biotechnology";"west"
"NL33";"BE23";19;0,948;4;1,044;0,01425;388,5;0,0291209083624605;8,17453018642628;4,17453018642628;0,489324757359384;"Life sciences - Biotechnology";"west"
"NL33";"CH02";1;0,05;1;0,261;0,003562;288,5;0,0216251790542339;6,07040401231398;5,07040401231398;0,164733681312063;"Life sciences - Biotechnology";"west"
"NL33";"NL41";28;1,397;11;2,872;0,039186;296;0,0221873587523508;6,22821347537241;-4,77178652462759;1,76615654609403;"Life sciences - Biotechnology";"west"
"NL33";"NL22";29;1,446;12;3,133;0,042749;264,5;0,0198262040202595;5,56541373052703;-6,43458626947297;2,15617393082178;"Life sciences - Biotechnology";"west"
"NL33";"BE10";8;0,399;3;0,783;0,010687;310,5;0,0232742395020437;6,53331177061869;3,53331177061869;0,459185188971306;"Life sciences - Biotechnology";"west"
"NL33";"CH01";1;0,05;1;0,261;0,003562;408;0,0305825755775647;8,58483479037818;7,58483479037818;0,116484478084633;"Life sciences - Biotechnology";"west"
"NL33";"BE24";2;0,1;1;0,261;0,003562;344;0,0257853088202996;7,23819403894631;6,23819403894631;0,138156008891076;"Life sciences - Biotechnology";"west"
"NL33";"SE11";7;0,349;5;1,305;0,017812;335;0,0251106931825592;7,0488226832762;2,0488226832762;0,70933831430642;"Life sciences - Biotechnology";"west"
"NL33";"SE33";4;0,2;1;0,261;0,003562;209;0,0156660742541937;4,39762370389471;3,39762370389471;0,227395536165216;"Life sciences - Biotechnology";"west"
"NL33";"DK01";18;0,898;2;0,522;0,007125;632;0,0473730092279924;13,2980774203897;11,2980774203897;0,150397680564969;"Life sciences - Biotechnology";"west"
"NL33";"NL42";11;0,549;7;1,828;0,024937;274;0,020538298304541;5,7653057170677;-1,2346942829323;1,2141593774077;"Life sciences - Biotechnology";"west"
"NL33";"DEA2";6;0,299;3;0,783;0,010687;499;0,0374036892480509;10,4995896088204;7,49958960882037;0,285725453257696;"Life sciences - Biotechnology";"west"
"NL33";"AT13";1;0,05;1;0,261;0,003562;409;0,0306575328706469;8,6058760521193;7,6058760521193;0,116199674959731;"Life sciences - Biotechnology";"west"
"NL33";"BE21";43;2,145;9;2,35;0,032062;297,5;0,0222997946919742;6,25977536798409;-2,74022463201591;1,4377512723589;"Life sciences - Biotechnology";"west"
"NL33";"NL31";140;6,983;28;7,311;0,099747;368;0,027584283854274;7,74318432073326;-20,2568156792667;3,61608336314903;"Life sciences - Biotechnology";"west"
"NL33";"ES51";1;0,05;1;0,261;0,003562;352;0,0263849671649578;7,40652413287529;6,40652413287529;0,135016099598097;"Life sciences - Biotechnology";"west"
"NL33";"DK04";9;0,449;2;0,522;0,007125;284,5;0,0213253498819048;5,98623896534949;3,98623896534949;0,334099592678595;"Life sciences - Biotechnology";"west"
"NL33";"HU10";4;0,2;1;0,261;0,003562;249,5;0,0187018446240255;5,24979480441019;4,24979480441019;0,190483635505131;"Life sciences - Biotechnology";"west"
"NL33";"ITF3";2;0,1;1;0,261;0,003562;233,5;0,0175025279347092;4,91313461655222;3,91313461655222;0,203536047359872;"Life sciences - Biotechnology";"west"
"NL33";"DEF0";1;0,05;1;0,261;0,003562;286;0,0214377858215282;6,01780085796118;5,01780085796118;0,166173661043812;"Life sciences - Biotechnology";"west"
"NL33";"UKJ1";5;0,249;2;0,522;0,007125;560,5;0,0420135627726103;11,7936272058994;9,79362720589944;0,169583111716432;"Life sciences - Biotechnology";"west"
"NL33";"CH04";85;4,239;3;0,783;0,010687;500;0,0374786465411332;10,5206308705615;7,5206308705615;0,285154002351181;"Life sciences - Biotechnology";"west"
"NL33";"ITH3";1;0,05;1;0,261;0,003562;235,5;0,0176524425208737;4,95521714003447;3,95521714003447;0,201807503433249;"Life sciences - Biotechnology";"west"
"NL33";"ITC4";1;0,05;1;0,261;0,003562;335,5;0,0251481718291004;7,05934331414676;6,05934331414676;0,141656235643905;"Life sciences - Biotechnology";"west"
"NL33";"UKH2";9;0,449;1;0,261;0,003562;280;0,0209880420630346;5,89155328751444;4,89155328751444;0,169734525209036;"Life sciences - Biotechnology";"west"
"NL33";"NL23";1;0,05;1;0,261;0,003562;204;0,0152912877887823;4,29241739518909;3,29241739518909;0,232968956169265;"Life sciences - Biotechnology";"west"
"NL33";"NL11";6;0,299;5;1,305;0,017812;223,5;0,0167529550038865;4,70272199914099;-0,29727800085901;1,06321402815504;"Life sciences - Biotechnology";"west"
"NL33";"UKC2";20;0,998;5;1,305;0,017812;220,5;0,0165280831246397;4,63959821391762;-0,36040178608238;1,07767952513674;"Life sciences - Biotechnology";"west"
"NL33";"BE22";1;0,05;1;0,261;0,003562;206,5;0,015478681021488;4,3450205495419;3,3450205495419;0,230148508758015;"Life sciences - Biotechnology";"west"
"NL33";"UKK1";3;0,15;1;0,261;0,003562;231;0,0173151347020035;4,86053146219941;3,86053146219941;0,205738818435195;"Life sciences - Biotechnology";"west"
"NL33";"NL13";5;0,249;4;1,044;0,01425;202,5;0,0151788518491589;4,26085550257741;0,260855502577407;0,938778608563559;"Life sciences - Biotechnology";"west"
"NL33";"UKD3";1;0,05;1;0,261;0,003562;233,5;0,0175025279347092;4,91313461655222;3,91313461655222;0,203536047359872;"Life sciences - Biotechnology";"west"
"NL33";"NL12";11;0,549;3;0,783;0,010687;207;0,0155161596680291;4,35554118041246;1,35554118041246;0,688777783456959;"Life sciences - Biotechnology";"west"
"NL33";"UKD6";4;0,2;1;0,261;0,003562;212,5;0,0159284247799816;4,47126811998864;3,47126811998864;0,223650197922495;"Life sciences - Biotechnology";"west"
"NL33";"ES41";36;1,796;1;0,261;0,003562;202;0,0151413732026178;4,25033487170684;3,25033487170684;0,235275579497674;"Life sciences - Biotechnology";"west"
"NL33";"NL21";3;0,15;1;0,261;0,003562;199,5;0,0149539799699121;4,19773171735404;3,19773171735404;0,238223895030226;"Life sciences - Biotechnology";"west"
"NL32";"UKH1";7;0,745;2;0,775;0,007125;420;0,0314820630945519;8,83732993127166;6,83732993127166;0,226312700278715;"Life sciences - Biotechnology";"west"
"NL32";"DE12";11;1,171;4;1,55;0,01425;408;0,0305825755775647;8,58483479037818;4,58483479037818;0,465937912338531;"Life sciences - Biotechnology";"west"
"NL32";"CH03";6;0,639;2;0,775;0,007125;467,5;0,0350425345159595;9,836789863975;7,836789863975;0,203318361747723;"Life sciences - Biotechnology";"west"
"NL32";"NL33";89;9,478;28;10,853;0,099747;320,5;0,0240238124328664;6,74372438802992;-21,2562756119701;4,15200835456738;"Life sciences - Biotechnology";"west"
"NL32";"PL63";1;0,106;1;0,388;0,003562;154,5;0,0115809017812102;3,2508749390035;2,2508749390035;0,307609495524467;"Life sciences - Biotechnology";"west"
"NL32";"FR82";1;0,106;1;0,388;0,003562;265,5;0,0199011613133417;5,58645499226816;4,58645499226816;0,179004395700679;"Life sciences - Biotechnology";"west"
"NL32";"FR10";4;0,426;4;1,55;0,01425;704;0,0527699343299155;14,8130482657506;10,8130482657506;0,270032199196194;"Life sciences - Biotechnology";"west"
"NL32";"FR61";1;0,106;1;0,388;0,003562;200,5;0,0150289372629944;4,21877297909516;3,21877297909516;0,237035745927831;"Life sciences - Biotechnology";"west"
"NL32";"NL32";421;44,835;103;39,922;0,366927;258;0,0193389816152247;5,42864552920973;-97,5713544707903;18,9734252210411;"Life sciences - Biotechnology";"west"
"NL32";"BE23";12;1,278;3;1,163;0,010687;326;0,0244360775448188;6,8594513276061;3,8594513276061;0,437352764342302;"Life sciences - Biotechnology";"west"
"NL32";"SE23";6;0,639;1;0,388;0,003562;185;0,0138670992202193;3,89263342210775;2,89263342210775;0,256895497613677;"Life sciences - Biotechnology";"west"
"NL32";"NL41";22;2,343;11;4,264;0,039186;233,5;0,0175025279347092;4,91313461655222;-6,08686538344778;2,23889652095859;"Life sciences - Biotechnology";"west"
"NL32";"NL22";18;1,917;8;3,101;0,028499;202;0,0151413732026178;4,25033487170684;-3,74966512829316;1,88220463598139;"Life sciences - Biotechnology";"west"
"NL32";"BE10";2;0,213;2;0,775;0,007125;248;0,0185894086844021;5,2182329117985;3,2182329117985;0,383271508536534;"Life sciences - Biotechnology";"west"
"NL32";"BE24";2;0,213;1;0,388;0,003562;281,5;0,021100478002658;5,92311518012612;4,92311518012612;0,168830078360676;"Life sciences - Biotechnology";"west"
"NL32";"SE11";2;0,213;1;0,388;0,003562;272,5;0,0204258623649176;5,73374382445602;4,73374382445602;0,174406117645982;"Life sciences - Biotechnology";"west"
"NL32";"DE92";4;0,426;2;0,775;0,007125;228;0,0170902628227567;4,79740767697604;2,79740767697604;0,416891816302896;"Life sciences - Biotechnology";"west"
"NL32";"DEB3";2;0,213;1;0,388;0,003562;386,5;0,028970993776296;8,13244766294404;7,13244766294404;0,122964209724528;"Life sciences - Biotechnology";"west"
"NL32";"NO01";2;0,213;1;0,388;0,003562;181,5;0,0136047486944313;3,81898900601382;2,81898900601382;0,261849405281158;"Life sciences - Biotechnology";"west"
"NL32";"DK01";38;4,047;3;1,163;0,010687;569,5;0,0426881784103507;11,9829985615695;8,98299856156955;0,250354699166972;"Life sciences - Biotechnology";"west"
"NL32";"DEA1";4;0,426;1;0,388;0,003562;404,5;0,0303202250517767;8,51119037428425;7,51119037428425;0,117492378389444;"Life sciences - Biotechnology";"west"
"NL32";"AT13";1;0,106;1;0,388;0,003562;346,5;0,0259727020530053;7,29079719329912;6,29079719329912;0,13715921229013;"Life sciences - Biotechnology";"west"
"NL32";"BE21";2;0,213;1;0,388;0,003562;235;0,0176149638743326;4,9446965091639;3,9446965091639;0,202236881100128;"Life sciences - Biotechnology";"west"
"NL32";"ES30";2;0,213;2;0,775;0,007125;256;0,0191890670290602;5,38656300572749;3,38656300572749;0,371294273894767;"Life sciences - Biotechnology";"west"
"NL32";"NL31";185;19,702;35;13,566;0,124684;305,5;0,0228994530366324;6,42810546191308;-28,5718945380869;5,44483910654192;"Life sciences - Biotechnology";"west"
"NL32";"DE72";1;0,106;1;0,388;0,003562;232,5;0,0174275706416269;4,8920933548111;3,8920933548111;0,204411471219485;"Life sciences - Biotechnology";"west"
"NL32";"DK04";2;0,213;1;0,388;0,003562;222;0,0166405190642631;4,6711601065293;3,6711601065293;0,21407958134473;"Life sciences - Biotechnology";"west"
"NL32";"UKJ1";5;0,532;3;1,163;0,010687;498;0,0373287319549687;10,4785483470793;7,47854834707925;0,286299199147772;"Life sciences - Biotechnology";"west"
"NL32";"ITH3";2;0,213;1;0,388;0,003562;173;0,0129676117032321;3,64013828121428;2,64013828121428;0,274714838488614;"Life sciences - Biotechnology";"west"
"NL32";"DE26";6;0,639;2;0,775;0,007125;217,5;0,0163032112453929;4,57647442869425;2,57647442869425;0,437017628124415;"Life sciences - Biotechnology";"west"
"NL32";"DE93";1;0,106;1;0,388;0,003562;151;0,0113185512554222;3,17723052290957;2,17723052290957;0,314739516943908;"Life sciences - Biotechnology";"west"
"NL32";"ITC4";1;0,106;1;0,388;0,003562;273;0,0204633410114587;5,74426445532658;4,74426445532658;0,174086692522088;"Life sciences - Biotechnology";"west"
"NL32";"UKJ4";1;0,106;1;0,388;0,003562;145;0,0108688074969286;3,05098295246283;2,05098295246283;0,327763221093311;"Life sciences - Biotechnology";"west"
"NL32";"DED5";11;1,171;2;0,775;0,007125;186,5;0,0139795351598427;3,92419531471944;1,92419531471944;0,509658627973514;"Life sciences - Biotechnology";"west"
"NL32";"AT12";2;0,213;1;0,388;0,003562;243,5;0,0182521008655319;5,12354723396345;4,12354723396345;0,195177277447762;"Life sciences - Biotechnology";"west"
"NL32";"UKM2";12;1,278;1;0,388;0,003562;170,5;0,0127802184705264;3,58753512686147;2,58753512686147;0,278742915299297;"Life sciences - Biotechnology";"west"
"NL32";"BE25";1;0,106;1;0,388;0,003562;173,5;0,0130050903497732;3,65065891208484;2,65065891208484;0,273923153075102;"Life sciences - Biotechnology";"west"
"NL32";"DEC0";14;1,491;1;0,388;0,003562;155,5;0,0116558590742924;3,27191620074463;2,27191620074463;0,30563129941177;"Life sciences - Biotechnology";"west"
"NL32";"UKH2";4;0,426;1;0,388;0,003562;217,5;0,0163032112453929;4,57647442869425;3,57647442869425;0,218508814062208;"Life sciences - Biotechnology";"west"
"NL32";"NL23";6;0,639;4;1,55;0,01425;141,5;0,0106064569711407;2,9773385363689;-1,0226614636311;1,34348175430474;"Life sciences - Biotechnology";"west"
