"Province";"Industry";"Relatedness.Density";"Complexity";"Employment..US.";"Wage..US.";"Education..US.";"RCA";"sbi08";"omschr";"Relatedness.Density..5d.";"RCA..5d."
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;66292;"Actuariële en pensioenadviesbureaus; beheer en administratie";42,19;0,51
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;66191;"Administratiekantoren voor aandelen en obligaties";37,46;0,13
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;66192;"Marketmakers";38,05;0,02
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;6621;"Risicoanalisten en schadetaxateurs";38,06;0,63
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;66293;"Waarborgfondsen";39,64;0,95
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;66299;"Overige dienstverlening op het gebied van verzekeringen";53,67;4,37
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;6622;"Assurantietussenpersonen";44,5;1,1
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;6630;"Vermogensbeheer";39,41;0,84
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;6612;"Commissionairs en makelaars in effecten, beleggingsadviseurs";38,22;0,45
"Noord-Brabant";" Activities auxiliary to financial services and insurance activities ";34,8;77,03;3237230;108,05;14,53;1,07;66193;"Hypotheek- en kredietbemiddeling, geldwisselkantoren";36,95;0,79
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66291;"Verzekeringsbeurzen";30,71;0
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;6622;"Assurantietussenpersonen";30,14;0,84
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66292;"Actuariële en pensioenadviesbureaus; beheer en administratie";29,99;0,32
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66191;"Administratiekantoren voor aandelen en obligaties";26,75;0,04
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66299;"Overige dienstverlening op het gebied van verzekeringen";30,33;0,14
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66192;"Marketmakers";27,85;0
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;6611;"Beheer van financiële markten";28,86;0,45
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66193;"Hypotheek- en kredietbemiddeling, geldwisselkantoren";25,31;0,69
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;66293;"Waarborgfondsen";25,08;0
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;6621;"Risicoanalisten en schadetaxateurs";28,59;0,54
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;6612;"Commissionairs en makelaars in effecten, beleggingsadviseurs";27,27;0,22
"Zeeland";" Activities auxiliary to financial services and insurance activities ";24,31;77,03;3237230;108,05;14,53;0,61;6630;"Vermogensbeheer";36,67;1,87
"Limburg";" Activities of extraterritorial organisations and bodies ";31,9;89,79;NA;NA;NA;0,23;9900;"Extraterritoriale organisaties en lichamen";33,8;0,23
"Noord-Brabant";" Activities of extraterritorial organisations and bodies ";40,03;89,79;NA;NA;NA;0,05;9900;"Extraterritoriale organisaties en lichamen";39,96;0,05
"Zeeland";" Activities of extraterritorial organisations and bodies ";31;89,79;NA;NA;NA;0,01;9900;"Extraterritoriale organisaties en lichamen";30,87;0,01
"Limburg";" Activities of head offices; management consultancy activities ";23,95;100;4854721;97,27;14,49;0,56;70222;"Advisering op het gebied van management en bedrijfsvoering";29,25;0,62
"Limburg";" Activities of head offices; management consultancy activities ";23,95;100;4854721;97,27;14,49;0,56;70101;"Concerndiensten binnen eigen concern";35,1;1,56
"Limburg";" Activities of head offices; management consultancy activities ";23,95;100;4854721;97,27;14,49;0,56;7021;"Public relationsbureaus";30,22;0,57
"Limburg";" Activities of head offices; management consultancy activities ";23,95;100;4854721;97,27;14,49;0,56;70102;"Holdings (geen financiële)";31,74;0,08
"Limburg";" Activities of head offices; management consultancy activities ";23,95;100;4854721;97,27;14,49;0,56;70221;"Organisatie-adviesbureaus";28,83;0,55
"Noord-Brabant";" Activities of head offices; management consultancy activities ";33,56;100;4854721;97,27;14,49;0,79;70221;"Organisatie-adviesbureaus";39,59;0,87
"Noord-Brabant";" Activities of head offices; management consultancy activities ";33,56;100;4854721;97,27;14,49;0,79;70102;"Holdings (geen financiële)";38,15;0,25
"Noord-Brabant";" Activities of head offices; management consultancy activities ";33,56;100;4854721;97,27;14,49;0,79;7021;"Public relationsbureaus";38,82;0,9
"Noord-Brabant";" Activities of head offices; management consultancy activities ";33,56;100;4854721;97,27;14,49;0,79;70101;"Concerndiensten binnen eigen concern";40,99;0,54
"Noord-Brabant";" Activities of head offices; management consultancy activities ";33,56;100;4854721;97,27;14,49;0,79;70222;"Advisering op het gebied van management en bedrijfsvoering";37,87;0,79
"Zeeland";" Activities of head offices; management consultancy activities ";18,53;100;4854721;97,27;14,49;0,47;70222;"Advisering op het gebied van management en bedrijfsvoering";24,65;0,63
"Zeeland";" Activities of head offices; management consultancy activities ";18,53;100;4854721;97,27;14,49;0,47;7021;"Public relationsbureaus";24,02;0,36
"Zeeland";" Activities of head offices; management consultancy activities ";18,53;100;4854721;97,27;14,49;0,47;70221;"Organisatie-adviesbureaus";23,33;0,5
"Zeeland";" Activities of head offices; management consultancy activities ";18,53;100;4854721;97,27;14,49;0,47;70101;"Concerndiensten binnen eigen concern";26,67;0,08
"Zeeland";" Activities of head offices; management consultancy activities ";18,53;100;4854721;97,27;14,49;0,47;70102;"Holdings (geen financiële)";27,84;0,15
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94995;"Overkoepelende organen en samenwerkings- en adviesorganen";31,71;0,47
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;9411;"Bedrijfs- en werkgeversorganisaties";31,57;0,4
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94911;"Religieuze organisaties";39,94;1,96
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94919;"Overige levensbeschouwelijke organisaties";30,36;0,13
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94992;"Hobbyclubs";39,78;1,34
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;9420;"Werknemersorganisaties";32,87;0,57
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;9492;"Politieke organisaties";30,94;0,14
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94997;"Overige belangenbehartiging (rest)";30,73;0,19
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94993;"Steunfondsen (niet op het gebied van welzijnszorg)";29,83;0,09
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;9412;"Beroepsorganisaties";31,91;0,01
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94991;"Gezelligheidsverenigingen";37,24;1,29
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94994;"Vriendenkringen op het gebied van cultuur, fanclubs";30,78;0,06
"Limburg";" Activities of membership organisations ";25,89;97,12;2755525;30,02;14,27;0,6;94996;"Overige ideële organisaties (rest)";30,26;0,34
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;9412;"Beroepsorganisaties";39,87;0,03
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;9411;"Bedrijfs- en werkgeversorganisaties";40,19;0,62
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94992;"Hobbyclubs";40,9;0,62
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94993;"Steunfondsen (niet op het gebied van welzijnszorg)";35,59;0,07
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94997;"Overige belangenbehartiging (rest)";37,52;0,15
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;9492;"Politieke organisaties";37,1;0,02
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94919;"Overige levensbeschouwelijke organisaties";38,39;0,52
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94911;"Religieuze organisaties";42,73;0,8
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;9420;"Werknemersorganisaties";39,53;0,09
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94996;"Overige ideële organisaties (rest)";35,52;0,18
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94995;"Overkoepelende organen en samenwerkings- en adviesorganen";38,41;0,27
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94991;"Gezelligheidsverenigingen";39,2;0,55
"Noord-Brabant";" Activities of membership organisations ";33,52;97,12;2755525;30,02;14,27;0,33;94994;"Vriendenkringen op het gebied van cultuur, fanclubs";41,2;0,42
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94997;"Overige belangenbehartiging (rest)";26,34;0,15
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94994;"Vriendenkringen op het gebied van cultuur, fanclubs";29,75;0,52
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94993;"Steunfondsen (niet op het gebied van welzijnszorg)";25,15;0,08
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94919;"Overige levensbeschouwelijke organisaties";29,27;0,75
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94996;"Overige ideële organisaties (rest)";25,77;0,18
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94991;"Gezelligheidsverenigingen";32,98;1,38
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;9411;"Bedrijfs- en werkgeversorganisaties";27,49;0,49
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;9492;"Politieke organisaties";27,64;0,14
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94992;"Hobbyclubs";41,72;2,37
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94911;"Religieuze organisaties";29,54;0,58
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;94995;"Overkoepelende organen en samenwerkings- en adviesorganen";32,74;1,46
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;9412;"Beroepsorganisaties";27,03;0,02
"Zeeland";" Activities of membership organisations ";20,84;97,12;2755525;30,02;14,27;0,43;9420;"Werknemersorganisaties";26,42;0,01
"Limburg";" Advertising and market research ";25,04;81,22;1058753;54,7;14,31;0,47;7312;"Handel in advertentieruimte en -tijd";30,46;0,45
"Limburg";" Advertising and market research ";25,04;81,22;1058753;54,7;14,31;0,47;7311;"Reclamebureaus";28,64;0,54
"Limburg";" Advertising and market research ";25,04;81,22;1058753;54,7;14,31;0,47;7320;"Markt- en opinieonderzoekbureaus";29,96;0,3
"Noord-Brabant";" Advertising and market research ";36,08;81,22;1058753;54,7;14,31;0,99;7311;"Reclamebureaus";40,56;0,91
"Noord-Brabant";" Advertising and market research ";36,08;81,22;1058753;54,7;14,31;0,99;7320;"Markt- en opinieonderzoekbureaus";41,9;1,22
"Noord-Brabant";" Advertising and market research ";36,08;81,22;1058753;54,7;14,31;0,99;7312;"Handel in advertentieruimte en -tijd";37,89;0,66
"Zeeland";" Advertising and market research ";20,44;81,22;1058753;54,7;14,31;0,47;7312;"Handel in advertentieruimte en -tijd";26,57;0,51
"Zeeland";" Advertising and market research ";20,44;81,22;1058753;54,7;14,31;0,47;7320;"Markt- en opinieonderzoekbureaus";23,88;0,29
"Zeeland";" Advertising and market research ";20,44;81,22;1058753;54,7;14,31;0,47;7311;"Reclamebureaus";23,64;0,54
"Limburg";" Air transport ";30,02;78,69;NA;NA;NA;0,05;5121;"Goederenvervoer door de lucht";31,55;0,27
"Limburg";" Air transport ";30,02;78,69;NA;NA;NA;0,05;5110;"Personenvervoer door de lucht";32,12;0,04
"Noord-Brabant";" Air transport ";34,04;78,69;NA;NA;NA;0,02;5110;"Personenvervoer door de lucht";38,03;0,02
"Noord-Brabant";" Air transport ";34,04;78,69;NA;NA;NA;0,02;5121;"Goederenvervoer door de lucht";37,29;0,07
"Zeeland";" Air transport ";25,86;78,69;NA;NA;NA;0,04;5121;"Goederenvervoer door de lucht";27,18;0,13
"Zeeland";" Air transport ";25,86;78,69;NA;NA;NA;0,04;5110;"Personenvervoer door de lucht";27,94;0,04
"Limburg";" Architectural and engineering activities; technical testing and analysis ";27,06;80,77;2266126;64,28;13,78;0,76;71112;"Interieurarchitecten";35,52;0,81
"Limburg";" Architectural and engineering activities; technical testing and analysis ";27,06;80,77;2266126;64,28;13,78;0,76;71111;"Architecten (geen interieurarchitecten)";32,26;0,79
"Limburg";" Architectural and engineering activities; technical testing and analysis ";27,06;80,77;2266126;64,28;13,78;0,76;71203;"Overige keuring en controle";31,73;0,11
"Limburg";" Architectural and engineering activities; technical testing and analysis ";27,06;80,77;2266126;64,28;13,78;0,76;71202;"Keuring en controle van machines, apparaten en materialen";33,82;0,66
"Limburg";" Architectural and engineering activities; technical testing and analysis ";27,06;80,77;2266126;64,28;13,78;0,76;7112;"Ingenieurs en overig technisch ontwerp en advies";32,05;0,78
"Limburg";" Architectural and engineering activities; technical testing and analysis ";27,06;80,77;2266126;64,28;13,78;0,76;71201;"Keuring en controle van agrarische producten en voedingsmid";34,81;0,03
"Noord-Brabant";" Architectural and engineering activities; technical testing and analysis ";41,41;80,77;2266126;64,28;13,78;1,1;71201;"Keuring en controle van agrarische producten en voedingsmid";42,73;0,55
"Noord-Brabant";" Architectural and engineering activities; technical testing and analysis ";41,41;80,77;2266126;64,28;13,78;1,1;71202;"Keuring en controle van machines, apparaten en materialen";44,74;1,15
"Noord-Brabant";" Architectural and engineering activities; technical testing and analysis ";41,41;80,77;2266126;64,28;13,78;1,1;71203;"Overige keuring en controle";45,25;0,99
"Noord-Brabant";" Architectural and engineering activities; technical testing and analysis ";41,41;80,77;2266126;64,28;13,78;1,1;71112;"Interieurarchitecten";38,62;0,69
"Noord-Brabant";" Architectural and engineering activities; technical testing and analysis ";41,41;80,77;2266126;64,28;13,78;1,1;7112;"Ingenieurs en overig technisch ontwerp en advies";45,89;1,12
"Noord-Brabant";" Architectural and engineering activities; technical testing and analysis ";41,41;80,77;2266126;64,28;13,78;1,1;71111;"Architecten (geen interieurarchitecten)";39,62;0,94
"Zeeland";" Architectural and engineering activities; technical testing and analysis ";23,86;80,77;2266126;64,28;13,78;0,75;71112;"Interieurarchitecten";37,78;1,76
"Zeeland";" Architectural and engineering activities; technical testing and analysis ";23,86;80,77;2266126;64,28;13,78;0,75;71201;"Keuring en controle van agrarische producten en voedingsmid";31,36;0,95
"Zeeland";" Architectural and engineering activities; technical testing and analysis ";23,86;80,77;2266126;64,28;13,78;0,75;71111;"Architecten (geen interieurarchitecten)";26,03;0,43
"Zeeland";" Architectural and engineering activities; technical testing and analysis ";23,86;80,77;2266126;64,28;13,78;0,75;7112;"Ingenieurs en overig technisch ontwerp en advies";27,31;0,78
"Zeeland";" Architectural and engineering activities; technical testing and analysis ";23,86;80,77;2266126;64,28;13,78;0,75;71202;"Keuring en controle van machines, apparaten en materialen";29,33;0,55
"Zeeland";" Architectural and engineering activities; technical testing and analysis ";23,86;80,77;2266126;64,28;13,78;0,75;71203;"Overige keuring en controle";28,65;0,16
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;4221;"Leggen van rioleringen, buizen en pijpleidingen";36,02;0,69
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;4212;"Bouw van boven- en ondergrondse spoorwegen";32,89;0,57
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;4213;"Bouw van kunstwerken";35,7;0,02
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;42112;"Stratenmaken";35,08;0,55
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;42111;"Wegenbouw";33,74;0,53
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;4299;"Bouw van overige civieltechnische werken (rest)";33,19;0,1
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;4291;"Natte waterbouw";32,58;0,01
"Limburg";" Civil engineering ";30,2;53,71;1995683;64,79;12,2;0,47;4222;"Leggen van elektriciteits- en telecommunicatiekabels";33,56;0,54
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;4222;"Leggen van elektriciteits- en telecommunicatiekabels";46,56;1,19
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;4221;"Leggen van rioleringen, buizen en pijpleidingen";45,36;0,66
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;4291;"Natte waterbouw";42,55;1,1
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;42111;"Wegenbouw";42,65;0,75
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;42112;"Stratenmaken";48,96;1,25
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;4299;"Bouw van overige civieltechnische werken (rest)";41,31;0,55
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;4213;"Bouw van kunstwerken";43,31;1,02
"Noord-Brabant";" Civil engineering ";46,08;53,71;1995683;64,79;12,2;0,97;4212;"Bouw van boven- en ondergrondse spoorwegen";43,97;1,84
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;4213;"Bouw van kunstwerken";30,86;0,05
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;4222;"Leggen van elektriciteits- en telecommunicatiekabels";28,13;0,16
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;4221;"Leggen van rioleringen, buizen en pijpleidingen";31,55;0,59
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;42112;"Stratenmaken";35,42;1,07
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;4299;"Bouw van overige civieltechnische werken (rest)";29,86;0
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;42111;"Wegenbouw";36,87;1,58
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;4212;"Bouw van boven- en ondergrondse spoorwegen";25,5;0,12
"Zeeland";" Civil engineering ";36,07;53,71;1995683;64,79;12,2;0,98;4291;"Natte waterbouw";33,93;0,98
"Limburg";" Computer programming, consultancy and related activities ";24,33;98,23;1643024;93,35;14,64;0,53;6201;"Ontwikkelen, produceren en uitgeven van software";29,4;0,61
"Limburg";" Computer programming, consultancy and related activities ";24,33;98,23;1643024;93,35;14,64;0,53;6202;"Advisering op het gebied van informatietechnologie";30,11;0,32
"Limburg";" Computer programming, consultancy and related activities ";24,33;98,23;1643024;93,35;14,64;0,53;6209;"Overige dienstverlenende activiteiten op het gebied van info";30,12;0,49
"Limburg";" Computer programming, consultancy and related activities ";24,33;98,23;1643024;93,35;14,64;0,53;6203;"Beheer van computerfaciliteiten";34,38;1,25
"Noord-Brabant";" Computer programming, consultancy and related activities ";34,37;98,23;1643024;93,35;14,64;0,82;6209;"Overige dienstverlenende activiteiten op het gebied van info";38,15;0,74
"Noord-Brabant";" Computer programming, consultancy and related activities ";34,37;98,23;1643024;93,35;14,64;0,82;6203;"Beheer van computerfaciliteiten";40,21;0,77
"Noord-Brabant";" Computer programming, consultancy and related activities ";34,37;98,23;1643024;93,35;14,64;0,82;6202;"Advisering op het gebied van informatietechnologie";39,84;0,8
"Noord-Brabant";" Computer programming, consultancy and related activities ";34,37;98,23;1643024;93,35;14,64;0,82;6201;"Ontwikkelen, produceren en uitgeven van software";38,81;0,85
"Zeeland";" Computer programming, consultancy and related activities ";17,26;98,23;1643024;93,35;14,64;0,3;6202;"Advisering op het gebied van informatietechnologie";24,01;0,25
"Zeeland";" Computer programming, consultancy and related activities ";17,26;98,23;1643024;93,35;14,64;0,3;6203;"Beheer van computerfaciliteiten";25,56;0,3
"Zeeland";" Computer programming, consultancy and related activities ";17,26;98,23;1643024;93,35;14,64;0,3;6209;"Overige dienstverlenende activiteiten op het gebied van info";23,4;0,33
"Zeeland";" Computer programming, consultancy and related activities ";17,26;98,23;1643024;93,35;14,64;0,3;6201;"Ontwikkelen, produceren en uitgeven van software";21,32;0,32
"Limburg";" Construction of buildings ";30,56;33,06;1180974;57,93;12,42;0,67;4110;"Projectontwikkeling";29,12;0,44
"Limburg";" Construction of buildings ";30,56;33,06;1180974;57,93;12,42;0,67;4120;"Algemene burgerlijke en utiliteitsbouw";31,14;0,68
"Noord-Brabant";" Construction of buildings ";44,11;33,06;1180974;57,93;12,42;0,98;4110;"Projectontwikkeling";38,86;0,88
"Noord-Brabant";" Construction of buildings ";44,11;33,06;1180974;57,93;12,42;0,98;4120;"Algemene burgerlijke en utiliteitsbouw";45,26;0,99
"Zeeland";" Construction of buildings ";40,23;33,06;1180974;57,93;12,42;1,23;4120;"Algemene burgerlijke en utiliteitsbouw";40,25;1,27
"Zeeland";" Construction of buildings ";40,23;33,06;1180974;57,93;12,42;1,23;4110;"Projectontwikkeling";26,12;0,55
