"reg";"tech";"count";"rca";"reldens";"comp"
"EL63";"Cybersecurity";3;2,28;43,84;76,75
"CZ08";"Cybersecurity";4;0,84;6,34;76,75
"ES64";"Cybersecurity";0;0;6,51;76,75
"PL41";"Cybersecurity";5;0,84;23,24;76,75
"FR61";"Cybersecurity";15;0,29;15,32;76,75
"AT13";"Cybersecurity";68;1,18;40,67;76,75
"DEF0";"Cybersecurity";22;0,35;10,39;76,75
"PL11";"Cybersecurity";12;1,96;25,18;76,75
"BE32";"Cybersecurity";14;0,79;11,8;76,75
"ITF6";"Cybersecurity";1;0,25;10,74;76,75
"NL34";"Cybersecurity";2;0,24;2,64;76,75
"DE22";"Cybersecurity";23;0,41;17,61;76,75
"DEA2";"Cybersecurity";113;0,52;18,31;76,75
"BG33";"Cybersecurity";1;1,61;2,29;76,75
"AT12";"Cybersecurity";43;0,84;21,83;76,75
"DE40";"Cybersecurity";64;1,31;24,47;76,75
"ITC2";"Cybersecurity";0;0;43,49;76,75
"SIZZ";"Cybersecurity";0;0;0;76,75
"UKJ4";"Cybersecurity";7;0,46;15,67;76,75
"ES21";"Cybersecurity";7;0,35;20,42;76,75
"PT15";"Cybersecurity";0;0;17,08;76,75
"DEA5";"Cybersecurity";45;0,42;13,38;76,75
"FI1D";"Cybersecurity";47;1,1;44,54;76,75
"FR82";"Cybersecurity";200;2,63;57,75;76,75
"DE24";"Cybersecurity";28;0,46;20,07;76,75
"PT18";"Cybersecurity";0;0;14,44;76,75
"BG32";"Cybersecurity";0;0;2,29;76,75
"ITF1";"Cybersecurity";3;0,35;9,51;76,75
"NO03";"Cybersecurity";6;0,29;10,56;76,75
"PT11";"Cybersecurity";12;0,58;37,68;76,75
"DEA4";"Cybersecurity";33;0,46;25,88;76,75
"NL42";"Cybersecurity";4;0,08;6,69;76,75
"MTZZ";"Cybersecurity";2;6,13;53,35;76,75
"DE14";"Cybersecurity";49;0,33;13,56;76,75
"CZ05";"Cybersecurity";10;1,11;20,6;76,75
"AT33";"Cybersecurity";3;0,17;13,2;76,75
"NO06";"Cybersecurity";28;1,41;54,05;76,75
"ITH3";"Cybersecurity";21;0,31;16,73;76,75
"BG31";"Cybersecurity";0;0;4,4;76,75
"SE12";"Cybersecurity";97;0,91;45,25;76,75
"PLZZ";"Cybersecurity";0;0;9,33;76,75
"ITI2";"Cybersecurity";3;0,44;8,1;76,75
"SE31";"Cybersecurity";8;0,34;45,25;76,75
"DE73";"Cybersecurity";7;0,28;8,63;76,75
"UKD3";"Cybersecurity";51;1,57;43,66;76,75
"CY00";"Cybersecurity";2;0,66;41,9;76,75
"DKZZ";"Cybersecurity";1;2,04;36,44;76,75
"ES52";"Cybersecurity";14;0,39;18,84;76,75
"ITC3";"Cybersecurity";24;1,41;67,08;76,75
"DE12";"Cybersecurity";253;1,17;17,25;76,75
"SK01";"Cybersecurity";7;1,42;40,14;76,75
"NL12";"Cybersecurity";2;0,35;12,32;76,75
"DE72";"Cybersecurity";7;0,2;8,63;76,75
"CZ03";"Cybersecurity";4;0,69;18,13;76,75
"CHZZ";"Cybersecurity";0;0;27,29;76,75
"UKM3";"Cybersecurity";13;0,9;22,54;76,75
"SE11";"Cybersecurity";563;2,41;78,35;76,75
"CH04";"Cybersecurity";168;1,2;54,58;76,75
"UKH1";"Cybersecurity";261;2,01;71,13;76,75
"FR53";"Cybersecurity";1;0,08;7,75;76,75
"BE22";"Cybersecurity";7;0,47;17,96;76,75
"UKL1";"Cybersecurity";11;1,08;19,37;76,75
"CZ06";"Cybersecurity";8;0,86;14,61;76,75
"NL11";"Cybersecurity";3;0,32;3,35;76,75
"UKE3";"Cybersecurity";23;1,69;32,04;76,75
"UKK3";"Cybersecurity";3;0,87;16,55;76,75
"LV00";"Cybersecurity";6;1,07;13,03;76,75
"DEB3";"Cybersecurity";93;0,59;2,46;76,75
"UKD6";"Cybersecurity";39;2,01;40,32;76,75
"HU22";"Cybersecurity";4;0,96;33,8;76,75
"PL61";"Cybersecurity";4;1,78;41,37;76,75
"EL43";"Cybersecurity";1;0,88;25,18;76,75
"HR03";"Cybersecurity";0;0;13,91;76,75
"SE32";"Cybersecurity";2;0,23;5,99;76,75
"NO04";"Cybersecurity";10;0,33;13,73;76,75
"SKZZ";"Cybersecurity";1;14,01;39,79;76,75
"UKF2";"Cybersecurity";9;0,53;19,72;76,75
"UKD4";"Cybersecurity";7;0,45;36,09;76,75
"DE27";"Cybersecurity";48;0,49;19,54;76,75
"LU00";"Cybersecurity";19;1,02;32,92;76,75
"ISZZ";"Cybersecurity";0;0;0,7;76,75
"DEA3";"Cybersecurity";36;0,47;7,92;76,75
"DED4";"Cybersecurity";15;0,69;18,84;76,75
"FR23";"Cybersecurity";2;0,06;6,34;76,75
"UKF1";"Cybersecurity";8;0,35;6,16;76,75
"NO05";"Cybersecurity";5;0,24;9,51;76,75
"NL13";"Cybersecurity";0;0;7,92;76,75
"ITI4";"Cybersecurity";58;1,39;42,78;76,75
"IS01";"Cybersecurity";1;0,28;17,96;76,75
"IS02";"Cybersecurity";0;0;13,91;76,75
"PL63";"Cybersecurity";11;1,72;59,51;76,75
"DED2";"Cybersecurity";34;0,7;13,03;76,75
"HU10";"Cybersecurity";51;1,5;69,37;76,75
"CZ07";"Cybersecurity";8;1,03;14,26;76,75
"BE23";"Cybersecurity";39;0,72;3,87;76,75
"ITH2";"Cybersecurity";3;0,36;25;76,75
"DK04";"Cybersecurity";27;0,39;6,69;76,75
"RO12";"Cybersecurity";1;0,49;37,32;76,75
"BGZZ";"Cybersecurity";0;0;0,18;76,75
"DEC0";"Cybersecurity";9;0,44;20,07;76,75
"FR41";"Cybersecurity";7;0,22;14,08;76,75
"FR42";"Cybersecurity";15;0,3;5,63;76,75
"SE33";"Cybersecurity";38;1,65;62,15;76,75
"DE11";"Cybersecurity";280;0,73;35,92;76,75
"DE71";"Cybersecurity";211;0,92;38,91;76,75
"DE91";"Cybersecurity";84;1,11;48,59;76,75
"RO31";"Cybersecurity";6;4,9;52,99;76,75
"NO07";"Cybersecurity";0;0;6,51;76,75
"PL21";"Cybersecurity";37;2,08;68,66;76,75
"ITG1";"Cybersecurity";56;5,34;72,36;76,75
"DE94";"Cybersecurity";11;0,26;11,27;76,75
"UKG3";"Cybersecurity";20;0,51;41,37;76,75
"FR24";"Cybersecurity";14;0,4;10,56;76,75
"CH05";"Cybersecurity";12;0,2;16,2;76,75
"UKI1";"Cybersecurity";578;3,28;72,71;76,75
"SK03";"Cybersecurity";0;0;35,04;76,75
"ES53";"Cybersecurity";2;0,85;60,74;76,75
"UKE1";"Cybersecurity";8;0,78;5,11;76,75
"FR51";"Cybersecurity";21;0,49;11,62;76,75
"CH02";"Cybersecurity";56;0,59;10,74;76,75
"FR63";"Cybersecurity";3;0,58;10,21;76,75
"DEB2";"Cybersecurity";5;0,41;16,37;76,75
"DEB1";"Cybersecurity";12;0,38;7,22;76,75
"SK02";"Cybersecurity";1;0,2;7,39;76,75
"PL52";"Cybersecurity";1;0,66;5,11;76,75
"FRZZ";"Cybersecurity";1;1,08;10,74;76,75
"NL32";"Cybersecurity";55;0,95;40,67;76,75
"UKC2";"Cybersecurity";2;0,13;7,75;76,75
"SE23";"Cybersecurity";121;1,04;47,18;76,75
"EL42";"Cybersecurity";0;0;0,18;76,75
"EL65";"Cybersecurity";0;0;28,52;76,75
"UKK1";"Cybersecurity";196;2,43;69,19;76,75
"FR25";"Cybersecurity";7;0,65;7,75;76,75
"SEZZ";"Cybersecurity";2;0,96;38,91;76,75
"LIZZ";"Cybersecurity";1;0,26;11,27;76,75
"BE33";"Cybersecurity";12;0,55;6,51;76,75
"FR43";"Cybersecurity";5;0,24;11,27;76,75
"FRY2";"Cybersecurity";2;5,6;61,8;76,75
"EL64";"Cybersecurity";0;0;7,04;76,75
"PL43";"Cybersecurity";1;1,51;28,35;76,75
"ITH1";"Cybersecurity";3;0,46;19,01;76,75
"NL41";"Cybersecurity";205;0,76;36,97;76,75
"DEF0";"Energiematerialen";68;0,87;37,98;8,24
"BE34";"Energiematerialen";9;1,75;36,61;8,24
"SIZZ";"Energiematerialen";0;0;0,46;8,24
"PL33";"Energiematerialen";2;0,94;33,15;8,24
"SE23";"Energiematerialen";147;1,01;32,06;8,24
"LU00";"Energiematerialen";22;0,95;32,79;8,24
"NO05";"Energiematerialen";13;0,5;33,79;8,24
"ES61";"Energiematerialen";18;0,54;31,24;8,24
"CH07";"Energiematerialen";40;1,7;35,97;8,24
"ES41";"Energiematerialen";5;0,49;34,52;8,24
"ITH3";"Energiematerialen";62;0,73;23,77;8,24
"EL43";"Energiematerialen";1;0,71;34,97;8,24
"ES13";"Energiematerialen";1;0,29;26,59;8,24
"UKE1";"Energiematerialen";23;1,81;29,78;8,24
"PL63";"Energiematerialen";4;0,5;19,03;8,24
"AT32";"Energiematerialen";7;0,44;25,05;8,24
"PL34";"Energiematerialen";0;0;8,93;8,24
"EL30";"Energiematerialen";7;0,37;17,67;8,24
"DKZZ";"Energiematerialen";0;0;11,84;8,24
"FRY2";"Energiematerialen";0;0;2,82;8,24
"FRZZ";"Energiematerialen";1;0,87;15,21;8,24
"BE32";"Energiematerialen";15;0,68;32,15;8,24
"UKI1";"Energiematerialen";83;0,38;7,65;8,24
"SK01";"Energiematerialen";5;0,82;36,25;8,24
"BE10";"Energiematerialen";109;2,13;57,92;8,24
"EL42";"Energiematerialen";0;0;0,18;8,24
"SE33";"Energiematerialen";5;0,17;7,1;8,24
"UKE3";"Energiematerialen";16;0,94;51;8,24
"NL11";"Energiematerialen";3;0,26;20,95;8,24
"SE22";"Energiematerialen";55;0,38;8,38;8,24
"UKE4";"Energiematerialen";10;0,45;24,32;8,24
"NO03";"Energiematerialen";22;0,86;50,55;8,24
"ES12";"Energiematerialen";31;3,66;44,9;8,24
"PT11";"Energiematerialen";18;0,7;29,23;8,24
"SK03";"Energiematerialen";0;0;11,93;8,24
"NO07";"Energiematerialen";2;0,36;13,02;8,24
"PL43";"Energiematerialen";0;0;16,85;8,24
"UKJ4";"Energiematerialen";10;0,52;15,66;8,24
"NLZZ";"Energiematerialen";1;0,5;26,41;8,24
"UKG3";"Energiematerialen";42;0,86;37,52;8,24
"RO42";"Energiematerialen";1;0,25;9,02;8,24
"IE02";"Energiematerialen";37;0,55;18,31;8,24
"PT17";"Energiematerialen";6;0,39;34,43;8,24
"UKJ2";"Energiematerialen";61;0,9;30,05;8,24
"SEZZ";"Energiematerialen";2;0,77;25,05;8,24
"UKN0";"Energiematerialen";26;1,35;36,07;8,24
"ES23";"Energiematerialen";2;1,1;35,79;8,24
"AT21";"Energiematerialen";8;0,65;28,87;8,24
"SI03";"Energiematerialen";15;0,82;35,88;8,24
"NL32";"Energiematerialen";124;1,71;35,88;8,24
"SKZZ";"Energiematerialen";0;0;0,82;8,24
"FR62";"Energiematerialen";44;0,51;24,59;8,24
"CZ08";"Energiematerialen";2;0,34;35,61;8,24
"UKL1";"Energiematerialen";15;1,19;51,09;8,24
"DE73";"Energiematerialen";25;0,82;42,26;8,24
"ITI1";"Energiematerialen";33;0,62;15,39;8,24
"ITF6";"Energiematerialen";6;1,18;52,09;8,24
"UKC2";"Energiematerialen";29;1,49;58,11;8,24
"NO02";"Energiematerialen";3;1,18;21,58;8,24
"CY00";"Energiematerialen";0;0;25,87;8,24
"EL52";"Energiematerialen";2;0,47;43,62;8,24
"SE11";"Energiematerialen";130;0,45;5,83;8,24
"ATZZ";"Energiematerialen";0;0;9,56;8,24
"EL41";"Energiematerialen";0;0;2,64;8,24
"EL63";"Energiematerialen";2;1,22;22,4;8,24
"DK05";"Energiematerialen";28;0,73;33,24;8,24
"DK01";"Energiematerialen";215;1,3;40,62;8,24
"AT12";"Energiematerialen";38;0,6;22,31;8,24
"ITF5";"Energiematerialen";1;0,71;27,96;8,24
"DE25";"Energiematerialen";209;1,13;46,99;8,24
"AT13";"Energiematerialen";43;0,6;17,3;8,24
"CH01";"Energiematerialen";87;0,53;16,94;8,24
"ITI3";"Energiematerialen";18;1,03;26,87;8,24
"ITH4";"Energiematerialen";8;0,32;22,5;8,24
"DEZZ";"Energiematerialen";13;1,51;53,55;8,24
"FR24";"Energiematerialen";43;0,99;40,53;8,24
"UKD1";"Energiematerialen";2;0,46;14,75;8,24
"ITH1";"Energiematerialen";5;0,61;22,86;8,24
"SE21";"Energiematerialen";9;0,32;15,57;8,24
"PL42";"Energiematerialen";1;0,57;15,94;8,24
"EL54";"Energiematerialen";0;0;20,67;8,24
"PL32";"Energiematerialen";4;0,86;32,6;8,24
"UKM6";"Energiematerialen";4;0,76;32,15;8,24
"DE94";"Energiematerialen";26;0,49;26,32;8,24
"ROZZ";"Energiematerialen";2;1,95;30,05;8,24
"PLZZ";"Energiematerialen";0;0;0,55;8,24
"NL41";"Energiematerialen";97;0,29;14,3;8,24
"CH02";"Energiematerialen";92;0,77;22,59;8,24
"DE60";"Energiematerialen";90;1,16;38,16;8,24
"HU33";"Energiematerialen";1;0,11;16,21;8,24
"SE32";"Energiematerialen";2;0,18;29,6;8,24
"DEB2";"Energiematerialen";8;0,53;15,85;8,24
"UKM5";"Energiematerialen";4;0,19;9,93;8,24
"BE33";"Energiematerialen";19;0,69;34,88;8,24
"FIZZ";"Energiematerialen";0;0;6,28;8,24
"NL34";"Energiematerialen";35;3,42;32,06;8,24
"NO01";"Energiematerialen";48;0,94;34,34;8,24
"DE26";"Energiematerialen";146;1,51;56,74;8,24
"UKH2";"Energiematerialen";78;1,61;23,04;8,24
"UKG1";"Energiematerialen";15;0,63;18,94;8,24
"SK04";"Energiematerialen";2;0,63;28,32;8,24
"RO32";"Energiematerialen";7;1,22;26,68;8,24
"DED2";"Energiematerialen";124;2,04;68,4;8,24
"DEA2";"Energiematerialen";178;0,66;35,61;8,24
"IS01";"Energiematerialen";0;0;26,05;8,24
"BE23";"Energiematerialen";22;0,33;34,24;8,24
"NO04";"Energiematerialen";10;0,26;24,77;8,24
"FRY3";"Energiematerialen";0;0;0;8,24
"UKI2";"Energiematerialen";14;0,28;10,75;8,24
"PL21";"Energiematerialen";18;0,82;37,52;8,24
"FI1D";"Energiematerialen";24;0,45;16,85;8,24
"EL61";"Energiematerialen";0;0;1,09;8,24
"DE11";"Energiematerialen";1043;2,19;45,63;8,24
"UKM2";"Energiematerialen";37;0,85;31,51;8,24
"SI04";"Energiematerialen";1;0,16;16,94;8,24
"IEZZ";"Energiematerialen";7;0,71;13,21;8,24
"DK04";"Energiematerialen";18;0,21;21,22;8,24
"DE91";"Energiematerialen";148;1,58;42,99;8,24
"DE24";"Energiematerialen";160;2,1;55,01;8,24
"NL21";"Energiematerialen";21;0,89;51,28;8,24
"PL12";"Energiematerialen";18;0,7;39,53;8,24
"ITC4";"Energiematerialen";193;0,95;48,09;8,24
"UKF2";"Energiematerialen";25;1,17;28,05;8,24
"FR51";"Energiematerialen";88;1,64;31,51;8,24
"FR30";"Energiematerialen";24;0,54;21,31;8,24
"UKL2";"Energiematerialen";19;0,74;12,48;8,24
"ITI2";"Energiematerialen";3;0,35;11,02;8,24
"ITG1";"Energiematerialen";7;0,54;22,4;8,24
"ES42";"Energiematerialen";4;0,73;53,1;8,24
"PL52";"Energiematerialen";2;1,07;30,05;8,24
"EL53";"Energiematerialen";0;0;3,01;8,24
"DE13";"Energiematerialen";159;1;30,15;8,24
"BG31";"Energiematerialen";1;3,94;25,5;8,24
"IS02";"Energiematerialen";1;0,3;35,25;8,24
"RO21";"Energiematerialen";1;0,63;23,86;8,24
"FR43";"Energiematerialen";40;1,57;32,7;8,24
"ES64";"Energiematerialen";0;0;0,09;8,24
"CH05";"Energiematerialen";34;0,46;25,23;8,24
"FRY4";"Energiematerialen";2;1,31;25,59;8,24
"PT16";"Energiematerialen";6;0,41;28,96;8,24
"BG34";"Energiematerialen";0;0;12,93;8,24
"FI20";"Energiematerialen";2;4,15;10,02;8,24
"RO12";"Energiematerialen";0;0;10,29;8,24
"DE22";"Energiematerialen";92;1,33;48,91;8,24
"ITI4";"Energiematerialen";39;0,75;24,77;8,24
"PT20";"Energiematerialen";0;0;8,38;8,24
"FR25";"Energiematerialen";17;1,27;41,26;8,24
"NL33";"Energiematerialen";111;0,97;44,44;8,24
"ES30";"Energiematerialen";69;0,85;42,99;8,24
"DEE0";"Energiematerialen";80;2,66;57,1;8,24
"FR82";"Energiematerialen";88;0,93;42,44;8,24
"EL65";"Energiematerialen";0;0;16,21;8,24
"RO11";"Energiematerialen";1;0,37;18,31;8,24
"UKD6";"Energiematerialen";11;0,46;37,52;8,24
"CZ06";"Energiematerialen";8;0,69;36,25;8,24
"UKK3";"Energiematerialen";3;0,7;45,63;8,24
"RO31";"Energiematerialen";0;0;30,87;8,24
"DE71";"Energiematerialen";374;1,31;49;8,24
"ES24";"Energiematerialen";15;0,99;42,26;8,24
"FR10";"Energiematerialen";731;1,03;36,07;8,24
"AT22";"Energiematerialen";179;2,61;50,64;8,24
"FR81";"Energiematerialen";35;0,87;42,35;8,24
"MTZZ";"Energiematerialen";1;2,47;19,85;8,24
"CZZZ";"Energiematerialen";0;0;0,27;8,24
"LI00";"Energiematerialen";0;0;15,57;8,24
"UKK2";"Energiematerialen";3;0,19;15,03;8,24
"DE27";"Energiematerialen";156;1,29;41,35;8,24
"AT33";"Energiematerialen";21;0,93;39,34;8,24
"NL13";"Energiematerialen";1;0,23;9,38;8,24
"ES70";"Energiematerialen";3;0,7;36,79;8,24
"LTZZ";"Energiematerialen";0;0;2,91;8,24
"MT00";"Energiematerialen";1;0,52;27,14;8,24
"UKF1";"Energiematerialen";18;0,63;27,96;8,24
"BE24";"Energiematerialen";99;1,31;43,72;8,24
"FI1B";"Energiematerialen";146;0,76;27,41;8,24
"ITZZ";"Energiematerialen";0;0;13,3;8,24
"UKJ1";"Energiematerialen";241;1,54;53,73;8,24
"FR22";"Energiematerialen";38;0,89;42,44;8,24
"HU31";"Energiematerialen";1;0,3;17,85;8,24
"DK02";"Energiematerialen";97;3,96;43,26;8,24
"IE01";"Energiematerialen";11;0,47;7,01;8,24
"FR83";"Energiematerialen";0;0;10,75;8,24
"ITF2";"Energiematerialen";3;1,89;19,58;8,24
"FI19";"Energiematerialen";26;0,39;22,22;8,24
"UKM3";"Energiematerialen";5;0,28;17,67;8,24
"CZ03";"Energiematerialen";4;0,55;23,77;8,24
"ITH5";"Energiematerialen";78;0,65;25,59;8,24
"ES51";"Energiematerialen";69;0,54;14,12;8,24
"FR21";"Energiematerialen";5;0,45;28,32;8,24
"CH04";"Energiematerialen";118;0,68;28,23;8,24
"NL22";"Energiematerialen";26;0,47;21,95;8,24
"DEC0";"Energiematerialen";15;0,59;22,13;8,24
"ITF1";"Energiematerialen";10;0,94;29,78;8,24
"ITC1";"Energiematerialen";61;0,86;33,97;8,24
"LV00";"Energiematerialen";2;0,29;33,24;8,24
"PT18";"Energiematerialen";1;0,4;15,76;8,24
"ITG2";"Energiematerialen";6;1,68;32,33;8,24
"UKJ3";"Energiematerialen";24;0,38;23,04;8,24
"DE30";"Energiematerialen";101;0,62;28,14;8,24
"ES43";"Energiematerialen";1;0,97;19,49;8,24
"HR03";"Energiematerialen";1;0,32;10,75;8,24
"UKE2";"Energiematerialen";8;0,55;22,77;8,24
"BG42";"Energiematerialen";1;0,72;14,39;8,24
"DE14";"Energiematerialen";233;1,27;40,35;8,24
"UKD4";"Energiematerialen";15;0,77;25,96;8,24
"UKC1";"Energiematerialen";87;3,59;71,68;8,24
"ISZZ";"Energiematerialen";0;0;1,09;8,24
"SK02";"Energiematerialen";7;1,12;42,9;8,24
"HU21";"Energiematerialen";3;0,55;19,03;8,24
"CH06";"Energiematerialen";28;0,5;15,94;8,24
"DE23";"Energiematerialen";111;1,03;29,78;8,24
"ITC3";"Energiematerialen";15;0,71;27,78;8,24
"ITF3";"Energiematerialen";11;0,47;26,05;8,24
"UKD3";"Energiematerialen";32;0,79;38,52;8,24
"PL31";"Energiematerialen";2;0,7;33,06;8,24
"DEA3";"Energiematerialen";99;1,05;63,39;8,24
"DE40";"Energiematerialen";36;0,59;27,96;8,24
"ITH2";"Energiematerialen";14;1,34;41,62;8,24
"PL51";"Energiematerialen";9;0,66;31,15;8,24
"UKK1";"Energiematerialen";150;1,5;45,17;8,24
"HU10";"Energiematerialen";17;0,4;18,31;8,24
"NL23";"Energiematerialen";0;0;16,48;8,24
"ES11";"Energiematerialen";9;0,79;24,5;8,24
"DE12";"Energiematerialen";407;1,51;51,64;8,24
"UKD7";"Energiematerialen";17;0,86;19,13;8,24
"UKK4";"Energiematerialen";7;0,69;33,88;8,24
"CZ07";"Energiematerialen";11;1,14;46,63;8,24
"DE92";"Energiematerialen";138;1,15;22,5;8,24
"CHZZ";"Energiematerialen";1;1,07;45,72;8,24
"DED5";"Energiematerialen";28;1,36;47,45;8,24
"HU23";"Energiematerialen";0;0;15,76;8,24
"BGZZ";"Energiematerialen";0;0;1,73;8,24
"BE35";"Energiematerialen";12;1,12;35,97;8,24
"EL51";"Energiematerialen";1;3,29;23,59;8,24
"FR52";"Energiematerialen";44;0,61;10,47;8,24
"DEA1";"Energiematerialen";210;0,77;42,53;8,24
"NO06";"Energiematerialen";35;1,42;52,91;8,24
"LIZZ";"Energiematerialen";0;0;7,83;8,24
"ESZZ";"Energiematerialen";3;1,7;16,76;8,24
"CZ02";"Energiematerialen";11;0,9;29,69;8,24
"CH03";"Energiematerialen";75;0,43;21,49;8,24
"PL61";"Energiematerialen";1;0,36;21,95;8,24
"NL31";"Energiematerialen";31;0,73;27,32;8,24
"AT11";"Energiematerialen";16;2,6;55,28;8,24
"CZ05";"Energiematerialen";6;0,53;26,96;8,24
"BG32";"Energiematerialen";2;2,13;35,15;8,24
"BE25";"Energiematerialen";5;0,15;15,94;8,24
"FR23";"Energiematerialen";22;0,52;28,32;8,24
"UKH3";"Energiematerialen";4;0,17;18,67;8,24
"FR71";"Energiematerialen";608;2,14;76,41;8,24
"DE80";"Energiematerialen";16;0,94;46,08;8,24
"UKG2";"Energiematerialen";5;0,39;34,61;8,24
"PL41";"Energiematerialen";4;0,54;26,5;8,24
"FRY1";"Energiematerialen";0;0;19,49;8,24
"CZ04";"Energiematerialen";3;0,82;26,41;8,24
"DEB1";"Energiematerialen";21;0,53;32,7;8,24
"PT15";"Energiematerialen";2;1,29;28,14;8,24
"ES62";"Energiematerialen";8;0,97;41,62;8,24
"PL11";"Energiematerialen";6;0,79;20,77;8,24
"ES52";"Energiematerialen";66;1,49;39,98;8,24
"FR26";"Energiematerialen";8;0,49;24,77;8,24
"DE50";"Energiematerialen";21;1,08;48,54;8,24
"DEA5";"Energiematerialen";131;0,98;45,81;8,24
"BEZZ";"Energiematerialen";0;0;24,04;8,24
"EL62";"Energiematerialen";0;0;1,37;8,24
"LVZZ";"Energiematerialen";0;0;0,36;8,24
"NOZZ";"Energiematerialen";0;0;3,01;8,24
"FR42";"Energiematerialen";73;1,16;51,64;8,24
"NL42";"Energiematerialen";72;1,14;45,45;8,24
"AT34";"Energiematerialen";11;0,24;19,22;8,24
"HUZZ";"Energiematerialen";0;0;8,56;8,24
"HR04";"Energiematerialen";4;0,65;18,85;8,24
"BG33";"Energiematerialen";2;2,59;27,96;8,24
"DE21";"Energiematerialen";814;1,28;41,99;8,24
"BE31";"Energiematerialen";56;1,77;44,54;8,24
"ES53";"Energiematerialen";1;0,34;21,95;8,24
"DEG0";"Energiematerialen";55;0,84;30,97;8,24
"PTZZ";"Energiematerialen";0;0;19,22;8,24
"FR72";"Energiematerialen";18;0,33;12,48;8,24
"HU22";"Energiematerialen";0;0;17,12;8,24
"BG41";"Energiematerialen";11;1,65;40,26;8,24
"FR61";"Energiematerialen";158;2,44;62,57;8,24
"DED4";"Energiematerialen";64;2,35;52,37;8,24
"SE31";"Energiematerialen";10;0,34;34,24;8,24
"FI1C";"Energiematerialen";26;0,57;32,79;8,24
"EL64";"Energiematerialen";0;0;11,38;8,24
"DE93";"Energiematerialen";52;1,41;41,35;8,24
"CZ01";"Energiematerialen";20;1,17;31,6;8,24
"UKH1";"Energiematerialen";104;0,65;19,22;8,24
"FR63";"Energiematerialen";4;0,62;36,7;8,24
"LT00";"Energiematerialen";3;0,44;23,68;8,24
"NL12";"Energiematerialen";8;1,13;42,99;8,24
"RO41";"Energiematerialen";0;0;15,57;8,24
"FR41";"Energiematerialen";24;0,62;25,87;8,24
"FR53";"Energiematerialen";34;2,09;54,92;8,24
"ES21";"Energiematerialen";35;1,42;55,28;8,24
"PL62";"Energiematerialen";0;0;11,02;8,24
"RO22";"Energiematerialen";0;0;6,1;8,24
"PT30";"Energiematerialen";0;0;0,64;8,24
"DK03";"Energiematerialen";17;0,29;29,05;8,24
"BE21";"Energiematerialen";110;1,35;37,25;8,24
"ITC2";"Energiematerialen";0;0;10,47;8,24
"EE00";"Energiematerialen";5;0,55;27,23;8,24
"SE12";"Energiematerialen";63;0,48;16,21;8,24
"DEA4";"Energiematerialen";44;0,49;25,32;8,24
"HU32";"Energiematerialen";3;0,75;37,7;8,24
"DE72";"Energiematerialen";51;1,16;45,72;8,24
"BE22";"Energiematerialen";29;1,57;53,37;8,24
"AT31";"Energiematerialen";99;1,01;50,18;8,24
"DEB3";"Energiematerialen";410;2,08;50,09;8,24
"ITF4";"Energiematerialen";16;1,08;49,82;8,24
"PL22";"Energiematerialen";3;0,28;34,34;8,24
"ES22";"Energiematerialen";7;0,58;23,95;8,24
"UKF3";"Energiematerialen";0;0;30,78;8,24
"SK04";"Groene chemische productieprocessen";0;0;44,5;10,7
"FR61";"Groene chemische productieprocessen";10;1,39;69,5;10,7
"HU23";"Groene chemische productieprocessen";0;0;16,75;10,7
"EL63";"Groene chemische productieprocessen";0;0;20,25;10,7
"FRY2";"Groene chemische productieprocessen";1;20,35;34;10,7
"BE31";"Groene chemische productieprocessen";1;0,29;55,5;10,7
"ES21";"Groene chemische productieprocessen";3;1,1;61,75;10,7
"DK01";"Groene chemische productieprocessen";59;3,21;74,5;10,7
"UKK4";"Groene chemische productieprocessen";0;0;14,5;10,7
"AT32";"Groene chemische productieprocessen";3;1,71;21,75;10,7
"BG34";"Groene chemische productieprocessen";0;0;7,75;10,7
"DK02";"Groene chemische productieprocessen";3;1,11;76,5;10,7
"LTZZ";"Groene chemische productieprocessen";0;0;8;10,7
"CZ08";"Groene chemische productieprocessen";0;0;25,75;10,7
"UKL1";"Groene chemische productieprocessen";2;1,43;27,25;10,7
"BE10";"Groene chemische productieprocessen";7;1,23;75;10,7
"DE93";"Groene chemische productieprocessen";3;0,73;26,25;10,7
"BG31";"Groene chemische productieprocessen";0;0;12,5;10,7
"FIZZ";"Groene chemische productieprocessen";0;0;5,75;10,7
"DE21";"Groene chemische productieprocessen";23;0,33;6,5;10,7
"EL64";"Groene chemische productieprocessen";0;0;7,25;10,7
"FR23";"Groene chemische productieprocessen";2;0,43;29,25;10,7
"ES51";"Groene chemische productieprocessen";15;1,05;43,25;10,7
"LT00";"Groene chemische productieprocessen";1;1,32;55,5;10,7
"UKJ4";"Groene chemische productieprocessen";2;0,94;50;10,7
"DE30";"Groene chemische productieprocessen";7;0,39;18,25;10,7
"DE71";"Groene chemische productieprocessen";46;1,46;44,25;10,7
"ES23";"Groene chemische productieprocessen";0;0;20,25;10,7
"ITC4";"Groene chemische productieprocessen";34;1,51;42,75;10,7
"FI19";"Groene chemische productieprocessen";2;0,27;22,5;10,7
"SEZZ";"Groene chemische productieprocessen";0;0;20,25;10,7
"DEA4";"Groene chemische productieprocessen";12;1,21;40,25;10,7
"SE31";"Groene chemische productieprocessen";3;0,92;25;10,7
"CZZZ";"Groene chemische productieprocessen";0;0;0;10,7
"NL12";"Groene chemische productieprocessen";15;19,14;64;10,7
