"reg";"tech";"count";"rca";"reldens";"comp"
"BE31";"Halfgeleiders";11;0,59;23,71;66,21
"ITF5";"Halfgeleiders";0;0;11,45;66,21
"ROZZ";"Halfgeleiders";0;0;12,05;66,21
"DE24";"Halfgeleiders";60;1,33;46,02;66,21
"AT22";"Halfgeleiders";77;1,9;49,9;66,21
"ITI3";"Halfgeleiders";4;0,39;20,32;66,21
"CH07";"Halfgeleiders";7;0,5;12,55;66,21
"FRY2";"Halfgeleiders";0;0;2,39;66,21
"NL42";"Halfgeleiders";38;1,02;41,83;66,21
"PL32";"Halfgeleiders";3;1,09;37,35;66,21
"CZZZ";"Halfgeleiders";0;0;1,79;66,21
"CZ01";"Halfgeleiders";8;0,79;31,87;66,21
"FR51";"Halfgeleiders";16;0,51;23,71;66,21
"DE60";"Halfgeleiders";12;0,26;23,8;66,21
"PT17";"Halfgeleiders";4;0,43;16,04;66,21
"PTZZ";"Halfgeleiders";1;7,42;30,08;66,21
"AT21";"Halfgeleiders";43;5,93;47,41;66,21
"DED4";"Halfgeleiders";53;3,3;63,15;66,21
"FR72";"Halfgeleiders";0;0;11,25;66,21
"UKG2";"Halfgeleiders";6;0,78;25,9;66,21
"DE13";"Halfgeleiders";116;1,23;53,69;66,21
"PL31";"Halfgeleiders";3;1,79;45,12;66,21
"BE10";"Halfgeleiders";25;0,83;16,33;66,21
"UKF1";"Halfgeleiders";10;0,59;29,08;66,21
"DE26";"Halfgeleiders";115;2,01;48,8;66,21
"NO05";"Halfgeleiders";5;0,32;10,36;66,21
"SK01";"Halfgeleiders";3;0,83;24,6;66,21
"ITH2";"Halfgeleiders";10;1,62;42,73;66,21
"SEZZ";"Halfgeleiders";0;0;13,25;66,21
"DEA2";"Halfgeleiders";216;1,37;55,88;66,21
"CZ07";"Halfgeleiders";1;0,18;25,2;66,21
"RO32";"Halfgeleiders";1;0,29;15,94;66,21
"DE40";"Halfgeleiders";57;1,59;47,01;66,21
"ES30";"Halfgeleiders";18;0,38;15,04;66,21
"UKK4";"Halfgeleiders";43;7,21;49,9;66,21
"DEE0";"Halfgeleiders";62;3,49;54,08;66,21
"AT12";"Halfgeleiders";16;0,43;23,61;66,21
"PT15";"Halfgeleiders";1;1,1;30,98;66,21
"NL33";"Halfgeleiders";120;1,77;53,69;66,21
"ES21";"Halfgeleiders";6;0,41;29,88;66,21
"NL22";"Halfgeleiders";30;0,93;12,65;66,21
"NL11";"Halfgeleiders";3;0,44;19,22;66,21
"IEZZ";"Halfgeleiders";11;1,89;40,74;66,21
"ESZZ";"Halfgeleiders";1;0,96;18,03;66,21
"ITH4";"Halfgeleiders";13;0,87;15,74;66,21
"UKC2";"Halfgeleiders";13;1,13;52,19;66,21
"UKN0";"Halfgeleiders";4;0,35;13,65;66,21
"DEB3";"Halfgeleiders";78;0,67;21,02;66,21
"EL54";"Halfgeleiders";0;0;6,18;66,21
"PL61";"Halfgeleiders";2;1,21;42,23;66,21
"HR03";"Halfgeleiders";0;0;5,88;66,21
"MTZZ";"Halfgeleiders";0;0;5,38;66,21
"PL12";"Halfgeleiders";8;0,52;26,89;66,21
"UKD4";"Halfgeleiders";24;2,09;64,94;66,21
"DE27";"Halfgeleiders";79;1,1;51,59;66,21
"CH02";"Halfgeleiders";86;1,22;46,22;66,21
"BG41";"Halfgeleiders";1;0,25;20,32;66,21
"ITI2";"Halfgeleiders";3;0,6;8,47;66,21
"DEA3";"Halfgeleiders";13;0,23;26,39;66,21
"FR23";"Halfgeleiders";5;0,2;10,86;66,21
"SI03";"Halfgeleiders";5;0,46;25,4;66,21
"FRY1";"Halfgeleiders";0;0;3,59;66,21
"FR61";"Halfgeleiders";12;0,31;34,36;66,21
"ES52";"Halfgeleiders";13;0,5;27,49;66,21
"UKJ1";"Halfgeleiders";62;0,67;36,25;66,21
"CY00";"Halfgeleiders";3;1,36;39,44;66,21
"IS02";"Halfgeleiders";0;0;12,25;66,21
"UKK1";"Halfgeleiders";27;0,46;23,21;66,21
"UKG1";"Halfgeleiders";6;0,43;11,75;66,21
"PL51";"Halfgeleiders";3;0,37;25,3;66,21
"DE12";"Halfgeleiders";62;0,39;29,28;66,21
"FR83";"Halfgeleiders";0;0;12,75;66,21
"PL22";"Halfgeleiders";3;0,47;22,11;66,21
"DE25";"Halfgeleiders";159;1,45;46,31;66,21
"FR42";"Halfgeleiders";12;0,32;24,9;66,21
"BE23";"Halfgeleiders";19;0,48;26,59;66,21
"ITH5";"Halfgeleiders";13;0,18;17,23;66,21
"HUZZ";"Halfgeleiders";0;0;2,49;66,21
"DEA5";"Halfgeleiders";32;0,4;28,98;66,21
"BE21";"Halfgeleiders";21;0,44;17,23;66,21
"HU23";"Halfgeleiders";0;0;13,55;66,21
"FI1D";"Halfgeleiders";24;0,76;22,11;66,21
"BE22";"Halfgeleiders";18;1,65;56,37;66,21
"FR41";"Halfgeleiders";6;0,26;20,92;66,21
"DE91";"Halfgeleiders";14;0,25;23,31;66,21
"DE30";"Halfgeleiders";114;1,19;49,5;66,21
"LV00";"Halfgeleiders";0;0;27,19;66,21
"AT11";"Halfgeleiders";1;0,28;30,28;66,21
"ITG2";"Halfgeleiders";1;0,47;14,34;66,21
"DE14";"Halfgeleiders";141;1,3;50,7;66,21
"CZ08";"Halfgeleiders";0;0;22,71;66,21
"BE25";"Halfgeleiders";9;0,47;23,61;66,21
"DK02";"Halfgeleiders";3;0,21;14,24;66,21
"UKE2";"Halfgeleiders";5;0,58;24;66,21
"EE00";"Halfgeleiders";0;0;17,73;66,21
"NO06";"Halfgeleiders";9;0,62;26,69;66,21
"DEG0";"Halfgeleiders";58;1,5;53,39;66,21
"UKL2";"Halfgeleiders";19;1,26;32,47;66,21
"PLZZ";"Halfgeleiders";0;0;0,4;66,21
"FRZZ";"Halfgeleiders";1;1,47;30,48;66,21
"DE93";"Halfgeleiders";5;0,23;20,12;66,21
"EL53";"Halfgeleiders";0;0;0,1;66,21
"BG42";"Halfgeleiders";0;0;4,78;66,21
"SK04";"Halfgeleiders";1;0,53;8,07;66,21
"CH04";"Halfgeleiders";142;1,38;50,2;66,21
"NO04";"Halfgeleiders";1;0,04;11,35;66,21
"UKD3";"Halfgeleiders";29;1,22;52,99;66,21
"ES70";"Halfgeleiders";0;0;19,02;66,21
"NL34";"Halfgeleiders";2;0,33;15,94;66,21
"NL23";"Halfgeleiders";20;8;40,84;66,21
"PL34";"Halfgeleiders";0;0;5,58;66,21
"BEZZ";"Halfgeleiders";1;2,73;29,68;66,21
"SE23";"Halfgeleiders";67;0,78;18,73;66,21
"CZ03";"Halfgeleiders";2;0,47;24,2;66,21
"DE72";"Halfgeleiders";31;1,19;57,87;66,21
"UKE4";"Halfgeleiders";6;0,45;23,01;66,21
"HU22";"Halfgeleiders";1;0,33;12,05;66,21
"LU00";"Halfgeleiders";9;0,66;34,76;66,21
"BGZZ";"Halfgeleiders";0;0;0,5;66,21
"PL42";"Halfgeleiders";1;0,96;14,44;66,21
"EL43";"Halfgeleiders";0;0;15,34;66,21
"DE23";"Halfgeleiders";820;12,86;52,79;66,21
"PL33";"Halfgeleiders";2;1,6;36,35;66,21
"ITC4";"Halfgeleiders";88;0,73;32,67;66,21
"CZ02";"Halfgeleiders";2;0,28;27,49;66,21
"LI00";"Halfgeleiders";7;3,04;41,14;66,21
"CH06";"Halfgeleiders";30;0,9;18,33;66,21
"NL41";"Halfgeleiders";385;1,94;49;66,21
"DEB1";"Halfgeleiders";6;0,26;22,31;66,21
"CZ06";"Halfgeleiders";2;0,29;17,13;66,21
"EL52";"Halfgeleiders";0;0;18,43;66,21
"HU32";"Halfgeleiders";1;0,43;20,42;66,21
"NL12";"Halfgeleiders";1;0,24;12,75;66,21
"CZ05";"Halfgeleiders";3;0,45;22,81;66,21
"ES53";"Halfgeleiders";0;0;11,55;66,21
"ITC2";"Halfgeleiders";0;0;6,37;66,21
"CH01";"Halfgeleiders";78;0,8;25,2;66,21
"DED2";"Halfgeleiders";98;2,73;71,81;66,21
"UKC1";"Halfgeleiders";28;1,96;50,8;66,21
"DE11";"Halfgeleiders";214;0,76;34,86;66,21
"ES64";"Kunstmatige intelligentie en data";0;0;3,19;82,67
"BE34";"Kunstmatige intelligentie en data";1;0,27;9;82,67
"FR62";"Kunstmatige intelligentie en data";45;0,73;21,64;82,67
"UKF3";"Kunstmatige intelligentie en data";1;0,21;46,58;82,67
"FR82";"Kunstmatige intelligentie en data";64;0,95;38,84;82,67
"UKL1";"Kunstmatige intelligentie en data";9;1;37,13;82,67
"ES13";"Kunstmatige intelligentie en data";0;0;9,91;82,67
"SKZZ";"Kunstmatige intelligentie en data";0;0;13,55;82,67
"DE50";"Kunstmatige intelligentie en data";10;0,72;31,32;82,67
"EL65";"Kunstmatige intelligentie en data";1;1,19;51,48;82,67
"NL31";"Kunstmatige intelligentie en data";12;0,4;11,28;82,67
"DE26";"Kunstmatige intelligentie en data";17;0,25;8,54;82,67
"UKI2";"Kunstmatige intelligentie en data";78;2,22;82,23;82,67
"AT13";"Kunstmatige intelligentie en data";57;1,11;45,33;82,67
"DEA1";"Kunstmatige intelligentie en data";87;0,45;5,92;82,67
"SE11";"Kunstmatige intelligentie en data";365;1,76;56,95;82,67
"UKF2";"Kunstmatige intelligentie en data";6;0,4;20,27;82,67
"UKC2";"Kunstmatige intelligentie en data";10;0,72;14,92;82,67
"SI03";"Kunstmatige intelligentie en data";5;0,38;17,54;82,67
"UKD7";"Kunstmatige intelligentie en data";5;0,36;9,23;82,67
"UKM3";"Kunstmatige intelligentie en data";10;0,78;36,79;82,67
"EL42";"Kunstmatige intelligentie en data";0;0;0,8;82,67
"UKK4";"Kunstmatige intelligentie en data";3;0,42;33,71;82,67
"ES11";"Kunstmatige intelligentie en data";3;0,37;22,1;82,67
"DEA5";"Kunstmatige intelligentie en data";33;0,34;12,64;82,67
"PL62";"Kunstmatige intelligentie en data";0;0;12,19;82,67
"ITH4";"Kunstmatige intelligentie en data";13;0,72;12,41;82,67
"DE25";"Kunstmatige intelligentie en data";205;1,55;66,17;82,67
"EL30";"Kunstmatige intelligentie en data";14;1,04;45,1;82,67
"PT18";"Kunstmatige intelligentie en data";0;0;13,78;82,67
"UKI1";"Kunstmatige intelligentie en data";599;3,83;76,99;82,67
"FR81";"Kunstmatige intelligentie en data";24;0,83;23,58;82,67
"DEB3";"Kunstmatige intelligentie en data";75;0,53;6,26;82,67
"DEA4";"Kunstmatige intelligentie en data";28;0,44;16,06;82,67
"UKM6";"Kunstmatige intelligentie en data";0;0;16,29;82,67
"UKD6";"Kunstmatige intelligentie en data";16;0,93;28,93;82,67
"HR04";"Kunstmatige intelligentie en data";6;1,36;36,33;82,67
"AT33";"Kunstmatige intelligentie en data";8;0,5;31,09;82,67
"UKK3";"Kunstmatige intelligentie en data";2;0,65;15,49;82,67
"HU21";"Kunstmatige intelligentie en data";6;1,54;34,97;82,67
"RO11";"Kunstmatige intelligentie en data";0;0;41,34;82,67
"PT17";"Kunstmatige intelligentie en data";9;0,81;29,04;82,67
"UKH3";"Kunstmatige intelligentie en data";9;0,52;20,62;82,67
"DKZZ";"Kunstmatige intelligentie en data";0;0;18,79;82,67
"MT00";"Kunstmatige intelligentie en data";11;7,95;64,35;82,67
"FR72";"Kunstmatige intelligentie en data";5;0,13;4,78;82,67
"DEF0";"Kunstmatige intelligentie en data";27;0,49;19,25;82,67
"RO21";"Kunstmatige intelligentie en data";2;1,76;55,92;82,67
"NO01";"Kunstmatige intelligentie en data";35;0,96;42,48;82,67
"ITZZ";"Kunstmatige intelligentie en data";0;0;13,21;82,67
"DEB1";"Kunstmatige intelligentie en data";11;0,39;7,29;82,67
"SEZZ";"Kunstmatige intelligentie en data";4;2,16;27,79;82,67
"UKG1";"Kunstmatige intelligentie en data";11;0,65;28,59;82,67
"SE31";"Kunstmatige intelligentie en data";23;1,1;32;82,67
"LVZZ";"Kunstmatige intelligentie en data";0;0;3,87;82,67
"RO32";"Kunstmatige intelligentie en data";14;3,42;61,85;82,67
"AT31";"Kunstmatige intelligentie en data";33;0,47;15,72;82,67
"ITH5";"Kunstmatige intelligentie en data";33;0,39;12,53;82,67
"PT20";"Kunstmatige intelligentie en data";0;0;1,14;82,67
"EL61";"Kunstmatige intelligentie en data";1;3,07;46,7;82,67
"BG33";"Kunstmatige intelligentie en data";0;0;7,97;82,67
"UKH1";"Kunstmatige intelligentie en data";167;1,45;71,87;82,67
"FR63";"Kunstmatige intelligentie en data";1;0,22;19,36;82,67
"RO31";"Kunstmatige intelligentie en data";5;4,61;43,74;82,67
"FR41";"Kunstmatige intelligentie en data";6;0,22;14,81;82,67
"ESZZ";"Kunstmatige intelligentie en data";0;0;38,84;82,67
"DED5";"Kunstmatige intelligentie en data";18;1,23;43,05;82,67
"ITI3";"Kunstmatige intelligentie en data";4;0,32;11,05;82,67
"NO07";"Kunstmatige intelligentie en data";0;0;12,41;82,67
"UKJ3";"Kunstmatige intelligentie en data";64;1,41;54,78;82,67
"FR10";"Kunstmatige intelligentie en data";520;1,03;57,52;82,67
"DE14";"Kunstmatige intelligentie en data";99;0,76;21,07;82,67
"SE21";"Kunstmatige intelligentie en data";4;0,2;15,72;82,67
"NL21";"Kunstmatige intelligentie en data";2;0,12;7,52;82,67
"DE80";"Kunstmatige intelligentie en data";2;0,17;13,9;82,67
"EL63";"Kunstmatige intelligentie en data";5;4,29;42,94;82,67
"RO22";"Kunstmatige intelligentie en data";4;8,35;30,07;82,67
"DEB2";"Kunstmatige intelligentie en data";12;1,11;38,38;82,67
"NO02";"Kunstmatige intelligentie en data";1;0,55;32,35;82,67
"ITG1";"Kunstmatige intelligentie en data";10;1,08;59;82,67
"FR30";"Kunstmatige intelligentie en data";16;0,5;19,25;82,67
"BG31";"Kunstmatige intelligentie en data";0;0;11,39;82,67
"FI1B";"Kunstmatige intelligentie en data";189;1,37;54,21;82,67
"FR43";"Kunstmatige intelligentie en data";4;0,22;12,07;82,67
"FR61";"Kunstmatige intelligentie en data";47;1,02;25,17;82,67
"CZ04";"Kunstmatige intelligentie en data";6;2,31;30,07;82,67
"UKM5";"Kunstmatige intelligentie en data";27;1,77;32,92;82,67
"DE22";"Kunstmatige intelligentie en data";28;0,57;21,53;82,67
"ES41";"Kunstmatige intelligentie en data";7;0,96;39,29;82,67
"EL62";"Kunstmatige intelligentie en data";0;0;1,14;82,67
"PT16";"Kunstmatige intelligentie en data";23;2,21;62,19;82,67
"NL23";"Kunstmatige intelligentie en data";0;0;3,99;82,67
"BEZZ";"Kunstmatige intelligentie en data";1;2,26;44,76;82,67
"BE32";"Kunstmatige intelligentie en data";3;0,19;10,36;82,67
"FR53";"Kunstmatige intelligentie en data";0;0;14,01;82,67
"ES51";"Kunstmatige intelligentie en data";68;0,74;32,35;82,67
"FR42";"Kunstmatige intelligentie en data";23;0,51;12,3;82,67
"CHZZ";"Kunstmatige intelligentie en data";1;1,49;28,7;82,67
"BGZZ";"Kunstmatige intelligentie en data";0;0;0,11;82,67
"NLZZ";"Kunstmatige intelligentie en data";1;0,7;23,35;82,67
"DEC0";"Kunstmatige intelligentie en data";24;1,32;49,43;82,67
"PL43";"Kunstmatige intelligentie en data";0;0;13,55;82,67
"NL22";"Kunstmatige intelligentie en data";8;0,2;5,58;82,67
"DE11";"Kunstmatige intelligentie en data";438;1,29;54,21;82,67
"DE71";"Kunstmatige intelligentie en data";159;0,78;16,06;82,67
"LIZZ";"Kunstmatige intelligentie en data";2;0,6;16,06;82,67
"ES24";"Kunstmatige intelligentie en data";4;0,37;8,31;82,67
"AT22";"Kunstmatige intelligentie en data";42;0,86;19,25;82,67
"CH07";"Kunstmatige intelligentie en data";9;0,54;9,57;82,67
"HU33";"Kunstmatige intelligentie en data";9;1,44;29,95;82,67
"ITG2";"Kunstmatige intelligentie en data";0;0;12,19;82,67
"NL42";"Kunstmatige intelligentie en data";12;0,27;6,83;82,67
"BE25";"Kunstmatige intelligentie en data";13;0,56;14,81;82,67
"UKG3";"Kunstmatige intelligentie en data";15;0,43;39,64;82,67
"MTZZ";"Kunstmatige intelligentie en data";2;6,91;37,47;82,67
"DK03";"Kunstmatige intelligentie en data";18;0,44;15,38;82,67
"DE27";"Kunstmatige intelligentie en data";66;0,76;29,5;82,67
"IE02";"Kunstmatige intelligentie en data";80;1,67;69,02;82,67
"HU32";"Kunstmatige intelligentie en data";5;1,76;55,47;82,67
"PTZZ";"Kunstmatige intelligentie en data";0;0;17,31;82,67
"DED4";"Kunstmatige intelligentie en data";10;0,52;16,29;82,67
"FRZZ";"Kunstmatige intelligentie en data";0;0;20,62;82,67
"DE93";"Kunstmatige intelligentie en data";17;0,64;15,49;82,67
"DE13";"Kunstmatige intelligentie en data";67;0,59;20,27;82,67
"UKG2";"Kunstmatige intelligentie en data";2;0,22;14,12;82,67
"RO41";"Kunstmatige intelligentie en data";0;0;3,76;82,67
"CH05";"Kunstmatige intelligentie en data";20;0,38;16,97;82,67
"DK02";"Kunstmatige intelligentie en data";4;0,23;10,36;82,67
"CY00";"Kunstmatige intelligentie en data";7;2,62;70,16;82,67
"PT30";"Kunstmatige intelligentie en data";0;0;7,06;82,67
"UKJ1";"Kunstmatige intelligentie en data";184;1,65;70,27;82,67
"FR26";"Kunstmatige intelligentie en data";4;0,35;12,41;82,67
"FRY4";"Kunstmatige intelligentie en data";1;0,92;16,06;82,67
"FR83";"Kunstmatige intelligentie en data";1;1,32;50,23;82,67
"FI20";"Kunstmatige intelligentie en data";0;0;13,55;82,67
"DE40";"Kunstmatige intelligentie en data";33;0,76;31,78;82,67
"ITC2";"Kunstmatige intelligentie en data";2;2,4;39,29;82,67
"ITI4";"Kunstmatige intelligentie en data";38;1,03;40,21;82,67
"NOZZ";"Kunstmatige intelligentie en data";1;3,57;45,44;82,67
"DEE0";"Kunstmatige intelligentie en data";6;0,28;13,33;82,67
"AT12";"Kunstmatige intelligentie en data";42;0,93;45,9;82,67
"FR21";"Kunstmatige intelligentie en data";7;0,88;16,29;82,67
"FI1D";"Kunstmatige intelligentie en data";23;0,61;19,93;82,67
"BE35";"Kunstmatige intelligentie en data";3;0,39;20,16;82,67
"PL21";"Kunstmatige intelligentie en data";25;1,59;50,23;82,67
"ES61";"Kunstmatige intelligentie en data";40;1,69;50;82,67
"DE24";"Kunstmatige intelligentie en data";26;0,48;20,16;82,67
"LV00";"Kunstmatige intelligentie en data";2;0,4;15,03;82,67
"UKN0";"Kunstmatige intelligentie en data";22;1,6;56,38;82,67
"AT34";"Kunstmatige intelligentie en data";13;0,4;7,52;82,67
"NO03";"Kunstmatige intelligentie en data";3;0,17;16,63;82,67
"BG42";"Kunstmatige intelligentie en data";0;0;13,44;82,67
"DE94";"Kunstmatige intelligentie en data";16;0,42;13,9;82,67
"FI1C";"Kunstmatige intelligentie en data";17;0,52;17,08;82,67
"CZZZ";"Kunstmatige intelligentie en data";0;0;0;82,67
"ITF4";"Kunstmatige intelligentie en data";7;0,66;29,84;82,67
"EE00";"Kunstmatige intelligentie en data";19;2,91;73,01;82,67
"DE60";"Kunstmatige intelligentie en data";33;0,59;13,9;82,67
"BG41";"Kunstmatige intelligentie en data";2;0,42;34,74;82,67
"NO06";"Kunstmatige intelligentie en data";13;0,74;38,38;82,67
"AT21";"Kunstmatige intelligentie en data";13;1,48;36,56;82,67
"DEA3";"Kunstmatige intelligentie en data";26;0,39;9,57;82,67
"NL41";"Kunstmatige intelligentie en data";646;2,7;64,92;82,67
"PL52";"Kunstmatige intelligentie en data";0;0;9,11;82,67
"FRY1";"Kunstmatige intelligentie en data";0;0;13,9;82,67
"UKE1";"Kunstmatige intelligentie en data";5;0,55;11,16;82,67
"ITC3";"Kunstmatige intelligentie en data";18;1,19;57,4;82,67
"ES22";"Kunstmatige intelligentie en data";2;0,23;16,74;82,67
"IS02";"Kunstmatige intelligentie en data";0;0;11,85;82,67
"SK01";"Kunstmatige intelligentie en data";10;2,29;63,9;82,67
"HU10";"Kunstmatige intelligentie en data";59;1,95;68,79;82,67
"DED2";"Kunstmatige intelligentie en data";24;0,55;13,9;82,67
"EL52";"Kunstmatige intelligentie en data";6;1,99;45,22;82,67
"DE92";"Kunstmatige intelligentie en data";56;0,65;33,49;82,67
"PL34";"Kunstmatige intelligentie en data";0;0;9,45;82,67
"SE23";"Kunstmatige intelligentie en data";51;0,49;22,1;82,67
"FR71";"Kunstmatige intelligentie en data";100;0,49;22,55;82,67
"DK01";"Kunstmatige intelligentie en data";75;0,63;23,35;82,67
"DK05";"Kunstmatige intelligentie en data";21;0,76;15,03;82,67
"UKD1";"Kunstmatige intelligentie en data";5;1,62;29,38;82,67
"HUZZ";"Kunstmatige intelligentie en data";0;0;1,59;82,67
"FR25";"Kunstmatige intelligentie en data";3;0,31;15,38;82,67
"NL33";"Kunstmatige intelligentie en data";40;0,49;19,36;82,67
"EL51";"Kunstmatige intelligentie en data";0;0;4,67;82,67
"NL11";"Kunstmatige intelligentie en data";4;0,48;13,33;82,67
"BE22";"Kunstmatige intelligentie en data";6;0,46;19,48;82,67
"UKE3";"Kunstmatige intelligentie en data";18;1,49;50,68;82,67
"ITC1";"Kunstmatige intelligentie en data";33;0,65;14,92;82,67
"FR52";"Kunstmatige intelligentie en data";94;1,84;64,58;82,67
"CH03";"Kunstmatige intelligentie en data";75;0,61;17,43;82,67
"SK03";"Kunstmatige intelligentie en data";5;2,2;42,14;82,67
"HU22";"Kunstmatige intelligentie en data";7;1,9;22,89;82,67
"NL32";"Kunstmatige intelligentie en data";69;1,34;62,53;82,67
"FRY2";"Kunstmatige intelligentie en data";1;3,16;44,08;82,67
"PL32";"Kunstmatige intelligentie en data";2;0,6;30,41;82,67
"ES70";"Kunstmatige intelligentie en data";3;0,98;31,09;82,67
"UKD4";"Kunstmatige intelligentie en data";9;0,65;37,7;82,67
"ES53";"Kunstmatige intelligentie en data";3;1,44;50,91;82,67
"UKK2";"Kunstmatige intelligentie en data";6;0,52;22,44;82,67
"DEG0";"Kunstmatige intelligentie en data";51;1,09;33,6;82,67
"ITH3";"Kunstmatige intelligentie en data";20;0,33;14,24;82,67
"SK02";"Kunstmatige intelligentie en data";3;0,67;9;82,67
"UKJ2";"Kunstmatige intelligentie en data";89;1,84;68,11;82,67
"EL53";"Kunstmatige intelligentie en data";0;0;0,68;82,67
"NL13";"Kunstmatige intelligentie en data";1;0,32;9,91;82,67
"PL11";"Kunstmatige intelligentie en data";3;0,55;16,86;82,67
"ES52";"Kunstmatige intelligentie en data";13;0,41;28,36;82,67
"DE73";"Kunstmatige intelligentie en data";9;0,41;10,14;82,67
"UKD3";"Kunstmatige intelligentie en data";27;0,94;44,65;82,67
"LTZZ";"Kunstmatige intelligentie en data";0;0;26,2;82,67
"AT32";"Kunstmatige intelligentie en data";7;0,62;26,31;82,67
"ITF6";"Kunstmatige intelligentie en data";1;0,28;18;82,67
"FR22";"Kunstmatige intelligentie en data";7;0,23;3,99;82,67
"NL34";"Kunstmatige intelligentie en data";0;0;3,99;82,67
"FI19";"Kunstmatige intelligentie en data";99;2,06;63,21;82,67
"CZ07";"Kunstmatige intelligentie en data";8;1,16;42,37;82,67
"ATZZ";"Kunstmatige intelligentie en data";0;0;7,97;82,67
"ES62";"Kunstmatige intelligentie en data";1;0,17;14,01;82,67
"DE72";"Kunstmatige intelligentie en data";12;0,38;16,4;82,67
"RO12";"Kunstmatige intelligentie en data";4;2,2;57,06;82,67
"UKJ4";"Kunstmatige intelligentie en data";4;0,29;17,08;82,67
"ES21";"Kunstmatige intelligentie en data";20;1,14;51,25;82,67
"FRY3";"Kunstmatige intelligentie en data";0;0;0;82,67
"HU23";"Kunstmatige intelligentie en data";3;1,89;48,18;82,67
"ISZZ";"Kunstmatige intelligentie en data";0;0;1,14;82,67
"BE31";"Kunstmatige intelligentie en data";7;0,31;12,64;82,67
"ROZZ";"Kunstmatige intelligentie en data";3;4,1;52,16;82,67
"ES43";"Kunstmatige intelligentie en data";0;0;23,58;82,67
"UKM2";"Kunstmatige intelligentie en data";34;1,09;50,8;82,67
"DE30";"Kunstmatige intelligentie en data";172;1,48;71,87;82,67
"DEZZ";"Kunstmatige intelligentie en data";3;0,49;11,62;82,67
"BG32";"Kunstmatige intelligentie en data";0;0;2,39;82,67
"EL64";"Kunstmatige intelligentie en data";1;3,35;22,32;82,67
"PT11";"Kunstmatige intelligentie en data";26;1,41;62,53;82,67
"PL61";"Kunstmatige intelligentie en data";0;0;28,02;82,67
"EL43";"Kunstmatige intelligentie en data";1;1;29,73;82,67
"FR51";"Kunstmatige intelligentie en data";16;0,42;19,7;82,67
"PL31";"Kunstmatige intelligentie en data";0;0;14,24;82,67
"LU00";"Kunstmatige intelligentie en data";13;0,79;36,79;82,67
"ES12";"Kunstmatige intelligentie en data";4;0,66;12,41;82,67
"LI00";"Kunstmatige intelligentie en data";0;0;11,28;82,67
"UKL2";"Kunstmatige intelligentie en data";6;0,33;28,13;82,67
"FIZZ";"Kunstmatige intelligentie en data";0;0;4,9;82,67
"FR23";"Kunstmatige intelligentie en data";5;0,17;5,13;82,67
"PLZZ";"Kunstmatige intelligentie en data";0;0;1,37;82,67
"ITI2";"Kunstmatige intelligentie en data";3;0,49;11,5;82,67
"BE10";"Kunstmatige intelligentie en data";55;1,51;61,5;82,67
"IE01";"Kunstmatige intelligentie en data";23;1,36;57,74;82,67
"ITF3";"Kunstmatige intelligentie en data";2;0,12;30,18;82,67
"DE21";"Kunstmatige intelligentie en data";748;1,65;69,48;82,67
"ITH1";"Kunstmatige intelligentie en data";1;0,17;16,4;82,67
"BG34";"Kunstmatige intelligentie en data";0;0;22,67;82,67
"UKK1";"Kunstmatige intelligentie en data";88;1,23;67,54;82,67
"ITH2";"Kunstmatige intelligentie en data";8;1,07;39,52;82,67
"DE12";"Kunstmatige intelligentie en data";256;1,33;52,05;82,67
"UKH2";"Kunstmatige intelligentie en data";40;1,15;54,78;82,67
"EL41";"Kunstmatige intelligentie en data";1;4,25;48,97;82,67
"UKE4";"Kunstmatige intelligentie en data";12;0,75;20,96;82,67
"LT00";"Kunstmatige intelligentie en data";7;1,43;63,44;82,67
"ES30";"Kunstmatige intelligentie en data";65;1,13;59,68;82,67
"SK04";"Kunstmatige intelligentie en data";0;0;17,08;82,67
"CH04";"Kunstmatige intelligentie en data";250;2,01;76,42;82,67
"EL54";"Kunstmatige intelligentie en data";1;1,52;9,23;82,67
"SE32";"Kunstmatige intelligentie en data";1;0,13;11,05;82,67
"ES42";"Kunstmatige intelligentie en data";3;0,77;43,51;82,67
"SE33";"Kunstmatige intelligentie en data";35;1,71;56,38;82,67
"ITF5";"Kunstmatige intelligentie en data";1;1;47,27;82,67
"DK04";"Kunstmatige intelligentie en data";37;0,61;10,82;82,67
"DE91";"Kunstmatige intelligentie en data";69;1,03;62,3;82,67
"CZ02";"Kunstmatige intelligentie en data";9;1,04;41;82,67
"IEZZ";"Kunstmatige intelligentie en data";27;3,84;71,07;82,67
"SI04";"Kunstmatige intelligentie en data";4;0,88;17,54;82,67
"AT11";"Kunstmatige intelligentie en data";12;2,74;18,34;82,67
"FR24";"Kunstmatige intelligentie en data";3;0,1;14,58;82,67
"UKF1";"Kunstmatige intelligentie en data";16;0,78;13,67;82,67
"CZ08";"Kunstmatige intelligentie en data";2;0,47;11,05;82,67
"SIZZ";"Kunstmatige intelligentie en data";0;0;0,23;82,67
"NO04";"Kunstmatige intelligentie en data";26;0,96;17,54;82,67
"CZ05";"Kunstmatige intelligentie en data";5;0,62;33,49;82,67
"ES23";"Kunstmatige intelligentie en data";1;0,77;15,38;82,67
"UKC1";"Kunstmatige intelligentie en data";4;0,23;10,48;82,67
"CH06";"Kunstmatige intelligentie en data";34;0,85;44,08;82,67
