"prio";"reg";"from";"to";"binary.pat";"binary.pub";"NEW.binary.pub"
"Personalised/precision medicine";"south-nl";"NL33";"DEA1";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"DEA2";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"DEA3";NA;6;6
"Personalised/precision medicine";"south-nl";"NL33";"DEB1";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"DEB3";NA;6;6
"Personalised/precision medicine";"south-nl";"NL33";"DED2";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"DED4";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"DED5";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"DEF0";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"DK01";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"DK02";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"DK03";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"DK04";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"ES21";NA;4;4
"Personalised/precision medicine";"south-nl";"NL33";"ES22";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"ES24";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"ES30";NA;7;7
"Personalised/precision medicine";"south-nl";"NL33";"ES43";NA;4;4
"Personalised/precision medicine";"south-nl";"NL33";"ES51";NA;8;8
"Personalised/precision medicine";"south-nl";"NL33";"ES53";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"ES61";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"ES70";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FI19";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FI1B";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FI1C";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FI1D";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FR10";NA;13;13
"Personalised/precision medicine";"south-nl";"NL33";"FRB0";NA;12;12
"Personalised/precision medicine";"south-nl";"NL33";"FRD1";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FRE1";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FRF1";NA;11;11
"Personalised/precision medicine";"south-nl";"NL33";"FRF3";NA;4;4
"Personalised/precision medicine";"south-nl";"NL33";"FRG0";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"FRH0";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"FRI1";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"FRJ1";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"FRJ2";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"FRK1";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"FRK2";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"FRL0";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"HR04";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"HU11";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"HU12";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"HU21";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"IE04";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"IE05";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"IE06";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"ITC1";NA;8;8
"Personalised/precision medicine";"south-nl";"NL33";"ITC3";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"ITC4";NA;11;11
"Personalised/precision medicine";"south-nl";"NL33";"ITF1";NA;7;7
"Personalised/precision medicine";"south-nl";"NL33";"ITF3";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"ITG1";NA;7;7
"Personalised/precision medicine";"south-nl";"NL33";"ITH3";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"ITH4";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"ITH5";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"ITI1";NA;9;9
"Personalised/precision medicine";"south-nl";"NL33";"ITI2";NA;4;4
"Personalised/precision medicine";"south-nl";"NL33";"ITI3";NA;7;7
"Personalised/precision medicine";"south-nl";"NL33";"ITI4";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"LU00";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"NL11";NA;4;4
"Personalised/precision medicine";"south-nl";"NL33";"NL12";NA;4;NA
"Personalised/precision medicine";"south-nl";"NL33";"NL21";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"NL22";NA;54;54
"Personalised/precision medicine";"south-nl";"NL33";"NL31";3;55;55
"Personalised/precision medicine";"south-nl";"NL33";"NL32";1;80;80
"Personalised/precision medicine";"south-nl";"NL33";"NL33";10;NA;NA
"Personalised/precision medicine";"south-nl";"NL33";"NL41";NA;10;10
"Personalised/precision medicine";"south-nl";"NL33";"NL42";1;13;13
"Personalised/precision medicine";"south-nl";"NL33";"NO01";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"NO02";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"NO03";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"NO05";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"NO06";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"PL21";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"PL22";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"PL51";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"PL62";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"PL84";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"PL91";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"PT16";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"RO11";NA;1;1
"Personalised/precision medicine";"south-nl";"NL33";"SE11";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"SE12";NA;6;6
"Personalised/precision medicine";"south-nl";"NL33";"SE21";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"SE22";NA;4;4
"Personalised/precision medicine";"south-nl";"NL33";"SE23";NA;2;2
"Personalised/precision medicine";"south-nl";"NL33";"SE31";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"SE32";NA;5;5
"Personalised/precision medicine";"south-nl";"NL33";"SI03";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"SI04";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"SK03";NA;3;3
"Personalised/precision medicine";"south-nl";"NL33";"UKJ2";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL34";"ITC1";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL34";"NL34";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL34";"NL41";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"AT13";2;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"BE21";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"BE23";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"BE24";1;1;1
"Personalised/precision medicine";"south-nl";"NL41";"CH01";7;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"CH02";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"CZ06";NA;2;2
"Personalised/precision medicine";"south-nl";"NL41";"DE21";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"DE24";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"DE27";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"DE30";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"DEA3";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"DEB3";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"DED5";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ES11";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ES12";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ES21";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ES30";NA;3;3
"Personalised/precision medicine";"south-nl";"NL41";"ES43";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ES51";NA;3;3
"Personalised/precision medicine";"south-nl";"NL41";"ES52";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"FI1C";NA;2;2
"Personalised/precision medicine";"south-nl";"NL41";"FR10";1;1;1
"Personalised/precision medicine";"south-nl";"NL41";"FR61";2;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"FR81";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"FRB0";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ITC1";1;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ITH4";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"ITI1";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"NL11";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"NL12";NA;1;NA
"Personalised/precision medicine";"south-nl";"NL41";"NL21";NA;7;7
"Personalised/precision medicine";"south-nl";"NL41";"NL22";2;13;13
"Personalised/precision medicine";"south-nl";"NL41";"NL31";1;12;12
"Personalised/precision medicine";"south-nl";"NL41";"NL32";NA;12;12
"Personalised/precision medicine";"south-nl";"NL41";"NL33";NA;10;10
"Personalised/precision medicine";"south-nl";"NL41";"NL34";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"NL41";1580;NA;NA
"Personalised/precision medicine";"south-nl";"NL41";"NL42";NA;5;5
"Personalised/precision medicine";"south-nl";"NL41";"PT11";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"PT16";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"SE11";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"SE12";1;1;1
"Personalised/precision medicine";"south-nl";"NL41";"SE21";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"SE22";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"SE31";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"SE32";NA;1;1
"Personalised/precision medicine";"south-nl";"NL41";"UKJ2";2;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"AT12";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"AT13";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"AT22";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"AT33";2;2;2
"Personalised/precision medicine";"south-nl";"NL42";"BE22";2;1;1
"Personalised/precision medicine";"south-nl";"NL42";"BE23";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"BE24";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"BE31";2;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"BE33";2;2;2
"Personalised/precision medicine";"south-nl";"NL42";"BG41";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"CH01";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"CH04";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"CH05";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"CH07";3;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"CZ06";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DE11";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DE21";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DE24";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DE25";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DE27";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"DE30";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"DE40";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DE60";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DE71";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"DE72";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DE80";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DE91";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DE92";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DE93";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DE94";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DEA1";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"DEA2";2;4;4
"Personalised/precision medicine";"south-nl";"NL42";"DEA3";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DEB3";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DED2";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DED4";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DED5";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DEE0";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DEF0";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"DK01";1;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DK02";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"DK03";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"ES21";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"ES30";1;5;5
"Personalised/precision medicine";"south-nl";"NL42";"ES41";2;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"ES43";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"ES51";NA;5;5
"Personalised/precision medicine";"south-nl";"NL42";"ES61";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"FR10";NA;6;6
"Personalised/precision medicine";"south-nl";"NL42";"FR43";1;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"FRB0";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRF1";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRF3";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"FRG0";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRH0";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRI1";NA;5;5
"Personalised/precision medicine";"south-nl";"NL42";"FRJ2";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRK1";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRK2";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"FRL0";NA;4;4
"Personalised/precision medicine";"south-nl";"NL42";"HR03";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"ITC1";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"ITC3";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"ITC4";2;2;2
"Personalised/precision medicine";"south-nl";"NL42";"ITF1";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"ITF3";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"ITG1";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"ITH4";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"ITI1";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"ITI2";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"ITI3";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"ITI4";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"NL21";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"NL22";NA;11;11
"Personalised/precision medicine";"south-nl";"NL42";"NL31";3;12;12
"Personalised/precision medicine";"south-nl";"NL42";"NL32";2;14;14
"Personalised/precision medicine";"south-nl";"NL42";"NL33";1;13;13
"Personalised/precision medicine";"south-nl";"NL42";"NL41";NA;5;5
"Personalised/precision medicine";"south-nl";"NL42";"NL42";6;NA;NA
"Personalised/precision medicine";"south-nl";"NL42";"NO01";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"NO02";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"NO03";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"NO05";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"PL21";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"PL62";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"PL84";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"PL91";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"RO12";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"RO32";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"SE11";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"SE12";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"SE21";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"SE31";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"SE32";NA;3;3
"Personalised/precision medicine";"south-nl";"NL42";"SI03";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"SI04";NA;1;1
"Personalised/precision medicine";"south-nl";"NL42";"SK03";NA;2;2
"Personalised/precision medicine";"south-nl";"NL42";"UKG3";1;NA;NA
"Precisielandbouw";"south-nl";"NL12";"NL41";1;NA;NA
"Precisielandbouw";"south-nl";"NL21";"NL22";NA;5;5
"Precisielandbouw";"south-nl";"NL21";"NL41";NA;5;5
"Precisielandbouw";"south-nl";"NL22";"BE22";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"BE24";NA;4;4
"Precisielandbouw";"south-nl";"NL22";"CH03";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"DE21";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DE24";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DE25";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DE40";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DE71";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DEA2";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"DEB2";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DEB3";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DED2";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DED4";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DED5";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DEF0";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DK01";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DK02";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DK03";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"DK04";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"ES41";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"FI19";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"FI1B";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"FI1C";NA;1;1
"Precisielandbouw";"south-nl";"NL22";"FR10";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRB0";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRF1";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRG0";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRH0";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRI1";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRJ2";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRK1";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRK2";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"FRL0";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"ITH3";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"NL21";NA;5;5
"Precisielandbouw";"south-nl";"NL22";"NL22";1;NA;NA
"Precisielandbouw";"south-nl";"NL22";"NL31";NA;6;6
"Precisielandbouw";"south-nl";"NL22";"NL32";NA;5;5
"Precisielandbouw";"south-nl";"NL22";"NL33";NA;3;3
"Precisielandbouw";"south-nl";"NL22";"NL41";NA;8;8
"Precisielandbouw";"south-nl";"NL22";"NL42";1;NA;NA
"Precisielandbouw";"south-nl";"NL22";"PL62";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"PL84";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"PL91";NA;2;2
"Precisielandbouw";"south-nl";"NL22";"SK03";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"BE24";NA;2;2
"Precisielandbouw";"south-nl";"NL31";"DE21";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"DE24";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"DE27";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"DEB3";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"DED5";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FR10";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRB0";NA;2;2
"Precisielandbouw";"south-nl";"NL31";"FRF1";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRG0";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRH0";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRI1";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRJ2";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRK1";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRK2";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"FRL0";NA;1;1
"Precisielandbouw";"south-nl";"NL31";"NL22";NA;6;6
"Precisielandbouw";"south-nl";"NL31";"NL32";NA;7;7
"Precisielandbouw";"south-nl";"NL31";"NL33";NA;6;6
"Precisielandbouw";"south-nl";"NL31";"NL41";NA;2;2
"Precisielandbouw";"south-nl";"NL32";"BE24";NA;2;2
"Precisielandbouw";"south-nl";"NL32";"DE21";NA;1;1
"Precisielandbouw";"south-nl";"NL32";"DE24";NA;1;1
"Precisielandbouw";"south-nl";"NL32";"DE27";NA;1;1
"Precisielandbouw";"south-nl";"NL32";"DEB3";NA;1;1
"Precisielandbouw";"south-nl";"NL32";"DED5";NA;1;1
"Precisielandbouw";"south-nl";"NL32";"FRB0";NA;1;1
"Precisielandbouw";"south-nl";"NL32";"NL22";NA;5;5
"Precisielandbouw";"south-nl";"NL32";"NL31";NA;7;7
"Precisielandbouw";"south-nl";"NL32";"NL33";NA;3;3
"Precisielandbouw";"south-nl";"NL32";"NL41";NA;2;2
"Precisielandbouw";"south-nl";"NL33";"DE24";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"DED5";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FR10";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRB0";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRF1";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRG0";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRH0";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRI1";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRJ2";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRK1";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRK2";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"FRL0";NA;1;1
"Precisielandbouw";"south-nl";"NL33";"NL22";NA;3;3
"Precisielandbouw";"south-nl";"NL33";"NL31";NA;6;6
"Precisielandbouw";"south-nl";"NL33";"NL32";NA;3;3
"Precisielandbouw";"south-nl";"NL33";"NL33";1;NA;NA
"Precisielandbouw";"south-nl";"NL33";"NL41";1;NA;NA
"Precisielandbouw";"south-nl";"NL41";"BE23";1;NA;NA
"Precisielandbouw";"south-nl";"NL41";"BE24";1;2;2
"Precisielandbouw";"south-nl";"NL41";"BE25";1;NA;NA
"Precisielandbouw";"south-nl";"NL41";"ITH5";NA;1;1
"Precisielandbouw";"south-nl";"NL41";"ITI4";NA;1;1
"Precisielandbouw";"south-nl";"NL41";"NL12";1;NA;NA
"Precisielandbouw";"south-nl";"NL41";"NL21";NA;5;5
"Precisielandbouw";"south-nl";"NL41";"NL22";NA;8;8
"Precisielandbouw";"south-nl";"NL41";"NL31";NA;2;2
"Precisielandbouw";"south-nl";"NL41";"NL32";NA;2;2
"Precisielandbouw";"south-nl";"NL41";"NL33";1;NA;NA
"Precisielandbouw";"south-nl";"NL41";"NL41";1;NA;NA
"Precisielandbouw";"south-nl";"NL41";"UKE4";1;NA;NA
"Precisielandbouw";"south-nl";"NL42";"NL22";1;NA;NA
"Precisielandbouw";"south-nl";"NL42";"NL42";2;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"BE23";2;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"BE25";3;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"CH01";2;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"CH03";2;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"CZ06";NA;1;1
"Protein transition and food technology";"east-nl";"NL11";"ES30";NA;1;1
"Protein transition and food technology";"east-nl";"NL11";"ES51";NA;1;1
"Protein transition and food technology";"east-nl";"NL11";"NL11";25;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"NL12";NA;4;NA
"Protein transition and food technology";"east-nl";"NL11";"NL13";6;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"NL22";8;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"NL31";1;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"NL32";1;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"NL33";4;NA;NA
"Protein transition and food technology";"east-nl";"NL11";"NL41";3;1;1
"Protein transition and food technology";"east-nl";"NL11";"NL42";3;1;1
"Protein transition and food technology";"east-nl";"NL11";"UKJ1";1;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"CZ06";NA;1;NA
"Protein transition and food technology";"east-nl";"NL12";"DEA5";1;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"DK01";1;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"ES30";NA;1;NA
"Protein transition and food technology";"east-nl";"NL12";"ES51";NA;1;NA
"Protein transition and food technology";"east-nl";"NL12";"NL11";NA;4;NA
"Protein transition and food technology";"east-nl";"NL12";"NL13";2;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"NL21";3;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"NL22";3;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"NL31";1;NA;NA
"Protein transition and food technology";"east-nl";"NL12";"NL41";1;1;NA
"Protein transition and food technology";"east-nl";"NL12";"NL42";NA;1;NA
"Protein transition and food technology";"east-nl";"NL13";"BE25";2;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL11";6;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL12";2;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL13";1;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL21";2;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL22";7;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL31";2;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL32";2;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL33";3;NA;NA
"Protein transition and food technology";"east-nl";"NL13";"NL41";1;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"DK01";1;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"DK04";2;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"EL30";1;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"NL12";3;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"NL13";2;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"NL21";3;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"NL22";11;NA;NA
"Protein transition and food technology";"east-nl";"NL21";"NL31";7;NA;NA
