"from";"to";"prio";"reg";"binary.pat";"binary.pub"
"NL31";"DE11";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;3
"NL31";"DE11";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;28
"NL31";"DE11";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE11";"Quantum";"west-nl";1;7
"NL31";"DE11";"Recyclage";"south-nl";NA;2
"NL31";"DE11";"Robotics - Autonomous robots";"south-nl";NA;1
"NL31";"DE11";"Robotics - Robots";"south-nl";NA;5
"NL31";"DE11";"Robotisering Chirurgie-opafstand";"south-nl";NA;4
"NL31";"DE11";"Sensor technology";"north-nl";1;NA
"NL31";"DE11";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;4
"NL31";"DE11";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL31";"DE11";"Tracing";"west-nl";NA;2
"NL31";"DE11";"Waste water treatment";"south-nl";NA;2
"NL31";"DE12";"Aerospace";"west-nl";NA;3
"NL31";"DE12";"Artificial intelligence";"south-nl";NA;115
"NL31";"DE12";"Augmented reality";"north-nl";NA;1
"NL31";"DE12";"Batterietechnologie";"west-nl";NA;2
"NL31";"DE12";"Bio-landbouw";"south-nl";NA;1
"NL31";"DE12";"Carbon Capture";"south-nl";NA;1
"NL31";"DE12";"Circulair Bouwen";"west-nl";NA;4
"NL31";"DE12";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL31";"DE12";"CO2 vrije elektriciteit";"west-nl";NA;12
"NL31";"DE12";"Cybersecurity";"west-nl";NA;10
"NL31";"DE12";"Data technology";"north-nl";NA;67
"NL31";"DE12";"Defensietechnologie";"west-nl";NA;2
"NL31";"DE12";"Digitale veiligheid";"south-nl";NA;10
"NL31";"DE12";"E-health";"west-nl";NA;1
"NL31";"DE12";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;2
"NL31";"DE12";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;5
"NL31";"DE12";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE12";"Hernieuwbare energie - Composieten";"south-nl";NA;10
"NL31";"DE12";"Hernieuwbare energie - Windturbines";"south-nl";NA;4
"NL31";"DE12";"Imaging";"west-nl";NA;9
"NL31";"DE12";"Innovatief Waterbeheer";"west-nl";NA;2
"NL31";"DE12";"Innovaties voor preventie - Imaging";"east-nl";NA;9
"NL31";"DE12";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DE12";"Kringloop Landbouw";"west-nl";NA;4
"NL31";"DE12";"MedTech en Connected Health";"east-nl";NA;3
"NL31";"DE12";"Medtech/beeldvorming";"south-nl";NA;9
"NL31";"DE12";"NANO";"west-nl";NA;36
"NL31";"DE12";"Nano-medicine";"south-nl";NA;1
"NL31";"DE12";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;36
"NL31";"DE12";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL31";"DE12";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;10
"NL31";"DE12";"Personalised/precision medicine";"south-nl";NA;5
"NL31";"DE12";"Quantum";"west-nl";NA;2
"NL31";"DE12";"Recyclage";"south-nl";NA;4
"NL31";"DE12";"Regeneratieve geneeskunde";"west-nl";NA;4
"NL31";"DE12";"Robotics - Robots";"south-nl";NA;2
"NL31";"DE12";"Robotisering Chirurgie-opafstand";"south-nl";NA;4
"NL31";"DE12";"Teeltverduurzaming";"west-nl";NA;1
"NL31";"DE12";"Tracing";"west-nl";NA;3
"NL31";"DE12";"Verduurzaming bouwsector";"west-nl";NA;3
"NL31";"DE12";"Water- en bodem-beheer";"south-nl";NA;2
"NL31";"DE13";"3D-printing/additive productie";"south-nl";NA;3
"NL31";"DE13";"Aerospace";"west-nl";NA;1
"NL31";"DE13";"Agro-tech/Smart farming";"east-nl";1;NA
"NL31";"DE13";"Artificial intelligence";"south-nl";NA;44
"NL31";"DE13";"Bio-landbouw";"south-nl";1;NA
"NL31";"DE13";"Biosensors";"south-nl";2;NA
"NL31";"DE13";"Circulair Bouwen";"west-nl";NA;2
"NL31";"DE13";"Circulaire en natuur - inclusieve landbouw";"east-nl";1;NA
"NL31";"DE13";"CO2 vrije elektriciteit";"west-nl";1;1
"NL31";"DE13";"Cybersecurity";"west-nl";NA;5
"NL31";"DE13";"Data technology";"north-nl";1;45
"NL31";"DE13";"Digitale veiligheid";"south-nl";NA;5
"NL31";"DE13";"E-health";"west-nl";NA;2
"NL31";"DE13";"Energieopslag - Photovoltaic";"south-nl";NA;4
"NL31";"DE13";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;3
"NL31";"DE13";"Hernieuwbare energie - Composieten";"south-nl";NA;10
"NL31";"DE13";"Hernieuwbare energie - Windturbines";"south-nl";NA;4
"NL31";"DE13";"Imaging";"west-nl";2;4
"NL31";"DE13";"Innovatief Waterbeheer";"west-nl";1;NA
"NL31";"DE13";"Innovaties voor preventie - Imaging";"east-nl";2;4
"NL31";"DE13";"Klimaatbeheersing";"south-nl";1;NA
"NL31";"DE13";"Kringloop Landbouw";"west-nl";1;2
"NL31";"DE13";"Life sciences - Biotechnology";"west-nl";15;2
"NL31";"DE13";"Medtech/beeldvorming";"south-nl";2;4
"NL31";"DE13";"NANO";"west-nl";NA;27
"NL31";"DE13";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;27
"NL31";"DE13";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;10
"NL31";"DE13";"Protein transition and food technology";"east-nl";1;NA
"NL31";"DE13";"Quantum";"west-nl";NA;3
"NL31";"DE13";"Recyclage";"south-nl";NA;4
"NL31";"DE13";"Regeneratieve geneeskunde";"west-nl";5;NA
"NL31";"DE13";"Robotics - Robots";"south-nl";NA;1
"NL31";"DE13";"Sensor technology";"north-nl";4;NA
"NL31";"DE13";"Slimme mobiliteit";"west-nl";NA;1
"NL31";"DE13";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;3
"NL31";"DE13";"Super-labfoods";"south-nl";1;NA
"NL31";"DE13";"Verduurzaming bouwsector";"west-nl";NA;1
"NL31";"DE13";"Waste water treatment";"south-nl";2;NA
"NL31";"DE13";"Water treatment technology";"north-nl";2;NA
"NL31";"DE14";"Aerospace";"west-nl";NA;6
"NL31";"DE14";"Agro-tech/Smart farming";"east-nl";2;NA
"NL31";"DE14";"Artificial intelligence";"south-nl";NA;61
"NL31";"DE14";"Augmented reality";"north-nl";NA;2
"NL31";"DE14";"Batterietechnologie";"west-nl";NA;2
"NL31";"DE14";"Bio-landbouw";"south-nl";1;1
"NL31";"DE14";"Carbon Capture";"south-nl";NA;1
"NL31";"DE14";"Circulair Bouwen";"west-nl";NA;2
"NL31";"DE14";"Circulaire en natuur - inclusieve landbouw";"east-nl";1;1
"NL31";"DE14";"CO2 vrije elektriciteit";"west-nl";NA;11
"NL31";"DE14";"Cybersecurity";"west-nl";NA;10
"NL31";"DE14";"Data technology";"north-nl";NA;49
"NL31";"DE14";"Digitale veiligheid";"south-nl";NA;10
"NL31";"DE14";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;2
"NL31";"DE14";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE14";"GMO";"south-nl";1;NA
"NL31";"DE14";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE14";"Hernieuwbare energie - Composieten";"south-nl";NA;6
"NL31";"DE14";"Hernieuwbare energie - Windturbines";"south-nl";NA;5
"NL31";"DE14";"Imaging";"west-nl";NA;4
"NL31";"DE14";"Innovatief Waterbeheer";"west-nl";2;NA
"NL31";"DE14";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL31";"DE14";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DE14";"Kringloop Landbouw";"west-nl";1;2
"NL31";"DE14";"Life sciences - Biotechnology";"west-nl";1;3
"NL31";"DE14";"MedTech en Connected Health";"east-nl";NA;1
"NL31";"DE14";"Medtech/beeldvorming";"south-nl";NA;4
"NL31";"DE14";"NANO";"west-nl";NA;20
"NL31";"DE14";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;20
"NL31";"DE14";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;2
"NL31";"DE14";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;6
"NL31";"DE14";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE14";"Quantum";"west-nl";NA;4
"NL31";"DE14";"Recyclage";"south-nl";NA;2
"NL31";"DE14";"Robotics - Robots";"south-nl";NA;2
"NL31";"DE14";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL31";"DE14";"Teeltverduurzaming";"west-nl";NA;1
"NL31";"DE14";"Tracing";"west-nl";NA;1
"NL31";"DE14";"Verduurzaming bouwsector";"west-nl";NA;3
"NL31";"DE14";"Waste water treatment";"south-nl";1;NA
"NL31";"DE14";"Water treatment technology";"north-nl";1;NA
"NL31";"DE21";"3D-printing/additive productie";"south-nl";NA;1
"NL31";"DE21";"Aerospace";"west-nl";NA;16
"NL31";"DE21";"Agro-tech/Smart farming";"east-nl";NA;2
"NL31";"DE21";"Artificial intelligence";"south-nl";NA;179
"NL31";"DE21";"Augmented reality";"north-nl";NA;6
"NL31";"DE21";"Batterietechnologie";"west-nl";NA;2
"NL31";"DE21";"Biosensors";"south-nl";NA;1
"NL31";"DE21";"Carbon Capture";"south-nl";NA;4
"NL31";"DE21";"Circulair Bouwen";"west-nl";NA;3
"NL31";"DE21";"CO2 vrije elektriciteit";"west-nl";NA;8
"NL31";"DE21";"Cybersecurity";"west-nl";NA;25
"NL31";"DE21";"Data technology";"north-nl";1;63
"NL31";"DE21";"Defensietechnologie";"west-nl";NA;1
"NL31";"DE21";"Digitale veiligheid";"south-nl";NA;25
"NL31";"DE21";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;2
"NL31";"DE21";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;2
"NL31";"DE21";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;1
"NL31";"DE21";"Engineering Fabrication - Autonomous robots";"west-nl";NA;12
"NL31";"DE21";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;5
"NL31";"DE21";"Hernieuwbare energie - Composieten";"south-nl";1;18
"NL31";"DE21";"Hernieuwbare energie - Windturbines";"south-nl";NA;9
"NL31";"DE21";"Imaging";"west-nl";2;6
"NL31";"DE21";"Innovatief Waterbeheer";"west-nl";NA;1
"NL31";"DE21";"Innovaties voor preventie - Imaging";"east-nl";2;6
"NL31";"DE21";"Kringloop Landbouw";"west-nl";NA;3
"NL31";"DE21";"Life sciences - Biotechnology";"west-nl";2;3
"NL31";"DE21";"Medtech/beeldvorming";"south-nl";2;6
"NL31";"DE21";"NANO";"west-nl";1;57
"NL31";"DE21";"Nano-medicine";"south-nl";1;NA
"NL31";"DE21";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";1;57
"NL31";"DE21";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;4
"NL31";"DE21";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;18
"NL31";"DE21";"Personalised/precision medicine";"south-nl";NA;5
"NL31";"DE21";"Precisielandbouw";"south-nl";NA;1
"NL31";"DE21";"Quantum";"west-nl";NA;11
"NL31";"DE21";"Recyclage";"south-nl";NA;1
"NL31";"DE21";"Regeneratieve geneeskunde";"west-nl";1;NA
"NL31";"DE21";"Robotics - Autonomous robots";"south-nl";NA;12
"NL31";"DE21";"Robotics - Robots";"south-nl";NA;2
"NL31";"DE21";"Sensor technology";"north-nl";2;NA
"NL31";"DE21";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;1
"NL31";"DE21";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;12
"NL31";"DE21";"Waste water treatment";"south-nl";NA;4
"NL31";"DE21";"Water- en bodem-beheer";"south-nl";NA;1
"NL31";"DE22";"Artificial intelligence";"south-nl";NA;5
"NL31";"DE22";"Cybersecurity";"west-nl";NA;2
"NL31";"DE22";"Data technology";"north-nl";NA;4
"NL31";"DE22";"Digitale veiligheid";"south-nl";NA;2
"NL31";"DE22";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL31";"DE22";"NANO";"west-nl";NA;1
"NL31";"DE22";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;1
"NL31";"DE22";"Robotics - Robots";"south-nl";NA;1
"NL31";"DE23";"Artificial intelligence";"south-nl";NA;4
"NL31";"DE23";"Cybersecurity";"west-nl";NA;2
"NL31";"DE23";"Data technology";"north-nl";NA;3
"NL31";"DE23";"Defensietechnologie";"west-nl";NA;1
"NL31";"DE23";"Digitale veiligheid";"south-nl";NA;2
"NL31";"DE23";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE23";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL31";"DE23";"Imaging";"west-nl";NA;1
"NL31";"DE23";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL31";"DE23";"Life sciences - Biotechnology";"west-nl";NA;2
"NL31";"DE23";"Medtech/beeldvorming";"south-nl";NA;1
"NL31";"DE23";"NANO";"west-nl";NA;3
"NL31";"DE23";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;3
"NL31";"DE23";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL31";"DE23";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE24";"3D-printing/additive productie";"south-nl";NA;3
"NL31";"DE24";"Aerospace";"west-nl";NA;1
"NL31";"DE24";"Agro-tech/Smart farming";"east-nl";NA;1
"NL31";"DE24";"Artificial intelligence";"south-nl";NA;38
"NL31";"DE24";"Augmented reality";"north-nl";NA;1
"NL31";"DE24";"Batterietechnologie";"west-nl";NA;1
"NL31";"DE24";"Carbon Capture";"south-nl";NA;1
"NL31";"DE24";"Circulair Bouwen";"west-nl";NA;2
"NL31";"DE24";"CO2 vrije elektriciteit";"west-nl";NA;4
"NL31";"DE24";"Cybersecurity";"west-nl";NA;5
"NL31";"DE24";"Data technology";"north-nl";NA;47
"NL31";"DE24";"Digitale veiligheid";"south-nl";NA;5
"NL31";"DE24";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL31";"DE24";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;3
"NL31";"DE24";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE24";"Hernieuwbare energie - Composieten";"south-nl";NA;8
"NL31";"DE24";"Imaging";"west-nl";NA;2
"NL31";"DE24";"Innovatief Waterbeheer";"west-nl";NA;3
"NL31";"DE24";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL31";"DE24";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DE24";"Kringloop Landbouw";"west-nl";NA;2
"NL31";"DE24";"Life sciences - Biotechnology";"west-nl";NA;3
"NL31";"DE24";"MedTech en Connected Health";"east-nl";NA;3
"NL31";"DE24";"Medtech/beeldvorming";"south-nl";NA;2
"NL31";"DE24";"NANO";"west-nl";NA;11
"NL31";"DE24";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;11
"NL31";"DE24";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;8
"NL31";"DE24";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE24";"Precisielandbouw";"south-nl";NA;1
"NL31";"DE24";"Protein transition and food technology";"east-nl";NA;1
"NL31";"DE24";"Quantum";"west-nl";NA;1
"NL31";"DE24";"Recyclage";"south-nl";NA;1
"NL31";"DE24";"Robotics - Robots";"south-nl";NA;1
"NL31";"DE24";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;3
"NL31";"DE24";"Tracing";"west-nl";NA;3
"NL31";"DE24";"Verduurzaming bouwsector";"west-nl";NA;1
"NL31";"DE24";"Waste water treatment";"south-nl";NA;7
"NL31";"DE24";"Water treatment technology";"north-nl";NA;1
"NL31";"DE24";"Water- en bodem-beheer";"south-nl";NA;3
"NL31";"DE25";"Aerospace";"west-nl";NA;4
"NL31";"DE25";"Artificial intelligence";"south-nl";NA;31
"NL31";"DE25";"Cybersecurity";"west-nl";NA;1
"NL31";"DE25";"Data technology";"north-nl";NA;15
"NL31";"DE25";"Digitale veiligheid";"south-nl";NA;1
"NL31";"DE25";"Hernieuwbare energie - Composieten";"south-nl";NA;2
"NL31";"DE25";"Life sciences - Biotechnology";"west-nl";NA;4
"NL31";"DE25";"MedTech en Connected Health";"east-nl";NA;2
"NL31";"DE25";"NANO";"west-nl";NA;12
"NL31";"DE25";"Nano-medicine";"south-nl";1;NA
"NL31";"DE25";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;12
"NL31";"DE25";"Nanotechnologie en fotonica - Photonics";"east-nl";1;NA
"NL31";"DE25";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;2
"NL31";"DE25";"Protein transition and food technology";"east-nl";NA;1
"NL31";"DE25";"Quantum";"west-nl";NA;3
"NL31";"DE25";"Recyclage";"south-nl";NA;3
"NL31";"DE25";"Tracing";"west-nl";NA;2
"NL31";"DE25";"Verduurzaming bouwsector";"west-nl";1;NA
"NL31";"DE26";"3D-printing/additive productie";"south-nl";NA;5
"NL31";"DE26";"Aerospace";"west-nl";NA;3
"NL31";"DE26";"Artificial intelligence";"south-nl";NA;17
"NL31";"DE26";"Augmented reality";"north-nl";NA;1
"NL31";"DE26";"CO2 vrije elektriciteit";"west-nl";2;NA
"NL31";"DE26";"Data technology";"north-nl";NA;23
"NL31";"DE26";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;5
"NL31";"DE26";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE26";"Hernieuwbare energie - Composieten";"south-nl";NA;8
"NL31";"DE26";"Hernieuwbare energie - Windturbines";"south-nl";2;1
"NL31";"DE26";"Imaging";"west-nl";NA;1
"NL31";"DE26";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL31";"DE26";"Klimaatneutrale Landbouw";"west-nl";1;NA
"NL31";"DE26";"MedTech en Connected Health";"east-nl";NA;2
"NL31";"DE26";"Medtech/beeldvorming";"south-nl";NA;1
"NL31";"DE26";"NANO";"west-nl";NA;15
"NL31";"DE26";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;15
"NL31";"DE26";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;8
"NL31";"DE26";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE26";"Quantum";"west-nl";NA;1
"NL31";"DE26";"Recyclage";"south-nl";NA;1
"NL31";"DE26";"Regeneratieve geneeskunde";"west-nl";NA;2
"NL31";"DE26";"Robotics - Robots";"south-nl";NA;2
"NL31";"DE26";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL31";"DE26";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;5
"NL31";"DE26";"Tracing";"west-nl";NA;2
"NL31";"DE27";"3D-printing/additive productie";"south-nl";NA;1
"NL31";"DE27";"Aerospace";"west-nl";NA;23
"NL31";"DE27";"Agro-tech/Smart farming";"east-nl";NA;4
"NL31";"DE27";"Artificial intelligence";"south-nl";NA;300
"NL31";"DE27";"Augmented reality";"north-nl";NA;6
"NL31";"DE27";"Batterietechnologie";"west-nl";NA;3
"NL31";"DE27";"Bio-landbouw";"south-nl";NA;2
"NL31";"DE27";"Biosensors";"south-nl";NA;1
"NL31";"DE27";"Carbon Capture";"south-nl";NA;6
"NL31";"DE27";"Circulair Bouwen";"west-nl";NA;6
"NL31";"DE27";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;2
"NL31";"DE27";"CO2 vrije elektriciteit";"west-nl";NA;22
"NL31";"DE27";"Cybersecurity";"west-nl";NA;47
"NL31";"DE27";"Data technology";"north-nl";NA;169
"NL31";"DE27";"Defensietechnologie";"west-nl";NA;2
"NL31";"DE27";"Digitale veiligheid";"south-nl";NA;47
"NL31";"DE27";"E-health";"west-nl";NA;7
"NL31";"DE27";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL31";"DE27";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;3
"NL31";"DE27";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;3
"NL31";"DE27";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;1
"NL31";"DE27";"Engineering Fabrication - Autonomous robots";"west-nl";NA;12
"NL31";"DE27";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;5
"NL31";"DE27";"GMO";"south-nl";NA;1
"NL31";"DE27";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE27";"Hernieuwbare energie - Composieten";"south-nl";NA;27
"NL31";"DE27";"Hernieuwbare energie - Windturbines";"south-nl";NA;19
"NL31";"DE27";"Hydrogen technology";"north-nl";NA;1
"NL31";"DE27";"Imaging";"west-nl";NA;7
"NL31";"DE27";"Innovatief Waterbeheer";"west-nl";NA;9
"NL31";"DE27";"Innovaties voor preventie - Imaging";"east-nl";NA;7
"NL31";"DE27";"Klimaatneutrale Landbouw";"west-nl";NA;3
"NL31";"DE27";"Kringloop Landbouw";"west-nl";NA;6
"NL31";"DE27";"Life sciences - Biotechnology";"west-nl";2;16
"NL31";"DE27";"MedTech en Connected Health";"east-nl";NA;8
"NL31";"DE27";"Medtech/beeldvorming";"south-nl";NA;7
"NL31";"DE27";"NANO";"west-nl";NA;88
"NL31";"DE27";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;88
"NL31";"DE27";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;6
"NL31";"DE27";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;27
"NL31";"DE27";"Personalised/precision medicine";"south-nl";NA;5
"NL31";"DE27";"Precisielandbouw";"south-nl";NA;1
"NL31";"DE27";"Protein transition and food technology";"east-nl";1;NA
"NL31";"DE27";"Quantum";"west-nl";NA;13
"NL31";"DE27";"Recyclage";"south-nl";NA;6
"NL31";"DE27";"Robotics - Autonomous robots";"south-nl";NA;12
"NL31";"DE27";"Robotics - Robots";"south-nl";NA;2
"NL31";"DE27";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;1
"NL31";"DE27";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;12
"NL31";"DE27";"Super-labfoods";"south-nl";1;NA
"NL31";"DE27";"Teeltverduurzaming";"west-nl";NA;2
"NL31";"DE27";"Tracing";"west-nl";NA;8
"NL31";"DE27";"Valorisatie Deltatechnologie";"west-nl";NA;2
"NL31";"DE27";"Waste water treatment";"south-nl";NA;6
"NL31";"DE27";"Water- en bodem-beheer";"south-nl";NA;9
"NL31";"DE27";"Waterstof";"west-nl";NA;1
"NL31";"DE27";"Zaadveredeling";"south-nl";NA;2
"NL31";"DE30";"Aerospace";"west-nl";NA;26
"NL31";"DE30";"Agro-tech/Smart farming";"east-nl";NA;3
"NL31";"DE30";"Artificial intelligence";"south-nl";NA;226
"NL31";"DE30";"Augmented reality";"north-nl";NA;3
"NL31";"DE30";"Batterietechnologie";"west-nl";NA;1
"NL31";"DE30";"Bio-landbouw";"south-nl";NA;3
"NL31";"DE30";"Biosensors";"south-nl";1;NA
"NL31";"DE30";"Carbon Capture";"south-nl";NA;2
"NL31";"DE30";"Circulair Bouwen";"west-nl";NA;6
"NL31";"DE30";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;3
"NL31";"DE30";"CO2 vrije elektriciteit";"west-nl";NA;25
"NL31";"DE30";"Cybersecurity";"west-nl";NA;44
"NL31";"DE30";"Data technology";"north-nl";NA;165
"NL31";"DE30";"Defensietechnologie";"west-nl";NA;1
"NL31";"DE30";"Digitale veiligheid";"south-nl";NA;44
"NL31";"DE30";"E-health";"west-nl";NA;7
"NL31";"DE30";"Electrolizers voor Power2Molecule";"south-nl";NA;4
"NL31";"DE30";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL31";"DE30";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;1
"NL31";"DE30";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL31";"DE30";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE30";"GMO";"south-nl";NA;1
"NL31";"DE30";"Hergebruik plastic";"west-nl";NA;4
"NL31";"DE30";"Hernieuwbare energie - Composieten";"south-nl";NA;20
"NL31";"DE30";"Hernieuwbare energie - Windturbines";"south-nl";NA;14
"NL31";"DE30";"Hydrogen technology";"north-nl";NA;4
"NL31";"DE30";"Imaging";"west-nl";NA;6
"NL31";"DE30";"Innovatief Waterbeheer";"west-nl";NA;16
"NL31";"DE30";"Innovaties voor preventie - Imaging";"east-nl";NA;6
"NL31";"DE30";"Klimaatneutrale Landbouw";"west-nl";NA;5
"NL31";"DE30";"Kringloop Landbouw";"west-nl";NA;6
"NL31";"DE30";"Life sciences - Biotechnology";"west-nl";14;14
"NL31";"DE30";"MedTech en Connected Health";"east-nl";NA;8
"NL31";"DE30";"Medtech/beeldvorming";"south-nl";NA;6
"NL31";"DE30";"NANO";"west-nl";NA;65
"NL31";"DE30";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;65
"NL31";"DE30";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;4
"NL31";"DE30";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;20
"NL31";"DE30";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE30";"Quantum";"west-nl";NA;5
"NL31";"DE30";"Recyclage";"south-nl";NA;6
"NL31";"DE30";"Regeneratieve geneeskunde";"west-nl";1;NA
"NL31";"DE30";"Robotics - Autonomous robots";"south-nl";NA;1
"NL31";"DE30";"Robotics - Robots";"south-nl";NA;3
"NL31";"DE30";"Robotisering Chirurgie-opafstand";"south-nl";NA;2
"NL31";"DE30";"Sensor technology";"north-nl";2;NA
"NL31";"DE30";"Slimme mobiliteit";"west-nl";NA;1
"NL31";"DE30";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL31";"DE30";"Teeltverduurzaming";"west-nl";NA;3
"NL31";"DE30";"Tracing";"west-nl";NA;8
"NL31";"DE30";"Valorisatie Deltatechnologie";"west-nl";NA;3
"NL31";"DE30";"Waste water treatment";"south-nl";NA;3
"NL31";"DE30";"Water- en bodem-beheer";"south-nl";NA;16
"NL31";"DE30";"Waterstof";"west-nl";NA;4
"NL31";"DE30";"Zaadveredeling";"south-nl";NA;2
"NL31";"DE40";"Aerospace";"west-nl";NA;6
"NL31";"DE40";"Agro-tech/Smart farming";"east-nl";NA;4
"NL31";"DE40";"Artificial intelligence";"south-nl";NA;57
"NL31";"DE40";"Batterietechnologie";"west-nl";NA;1
"NL31";"DE40";"Bio-landbouw";"south-nl";NA;3
"NL31";"DE40";"Carbon Capture";"south-nl";NA;1
"NL31";"DE40";"Circulair Bouwen";"west-nl";NA;1
"NL31";"DE40";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;3
"NL31";"DE40";"CO2 vrije elektriciteit";"west-nl";NA;18
"NL31";"DE40";"Cybersecurity";"west-nl";NA;12
"NL31";"DE40";"Data technology";"north-nl";NA;50
"NL31";"DE40";"Digitale veiligheid";"south-nl";NA;12
"NL31";"DE40";"Electrolizers voor Power2Molecule";"south-nl";NA;3
"NL31";"DE40";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL31";"DE40";"Energieopslag - Photovoltaic";"south-nl";NA;1
