"from";"to";"prio";"reg";"binary.pat";"binary.pub"
"NL31";"DE40";"Engineering Fabrication - Autonomous robots";"west-nl";NA;2
"NL31";"DE40";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE40";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE40";"Hernieuwbare energie - Composieten";"south-nl";NA;21
"NL31";"DE40";"Hernieuwbare energie - Windturbines";"south-nl";NA;4
"NL31";"DE40";"Hydrogen technology";"north-nl";NA;3
"NL31";"DE40";"Imaging";"west-nl";NA;1
"NL31";"DE40";"Innovatief Waterbeheer";"west-nl";NA;9
"NL31";"DE40";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL31";"DE40";"Klimaatneutrale Landbouw";"west-nl";NA;4
"NL31";"DE40";"Kringloop Landbouw";"west-nl";NA;1
"NL31";"DE40";"Life sciences - Biotechnology";"west-nl";NA;2
"NL31";"DE40";"MedTech en Connected Health";"east-nl";NA;2
"NL31";"DE40";"Medtech/beeldvorming";"south-nl";NA;1
"NL31";"DE40";"NANO";"west-nl";NA;43
"NL31";"DE40";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;43
"NL31";"DE40";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;2
"NL31";"DE40";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;21
"NL31";"DE40";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE40";"Quantum";"west-nl";NA;2
"NL31";"DE40";"Recyclage";"south-nl";NA;1
"NL31";"DE40";"Robotics - Autonomous robots";"south-nl";NA;2
"NL31";"DE40";"Sensor technology";"north-nl";2;NA
"NL31";"DE40";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;2
"NL31";"DE40";"Teeltverduurzaming";"west-nl";NA;3
"NL31";"DE40";"Tracing";"west-nl";NA;2
"NL31";"DE40";"Valorisatie Deltatechnologie";"west-nl";NA;1
"NL31";"DE40";"Verduurzaming bouwsector";"west-nl";NA;1
"NL31";"DE40";"Waste water treatment";"south-nl";NA;1
"NL31";"DE40";"Water- en bodem-beheer";"south-nl";NA;10
"NL31";"DE40";"Waterstof";"west-nl";NA;3
"NL31";"DE50";"Aerospace";"west-nl";NA;4
"NL31";"DE50";"Artificial intelligence";"south-nl";NA;15
"NL31";"DE50";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL31";"DE50";"Cybersecurity";"west-nl";NA;4
"NL31";"DE50";"Data technology";"north-nl";NA;17
"NL31";"DE50";"Digitale veiligheid";"south-nl";NA;4
"NL31";"DE50";"Hergebruik plastic";"west-nl";NA;3
"NL31";"DE50";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL31";"DE50";"Life sciences - Biotechnology";"west-nl";NA;1
"NL31";"DE50";"NANO";"west-nl";NA;9
"NL31";"DE50";"Nano-medicine";"south-nl";NA;1
"NL31";"DE50";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;9
"NL31";"DE50";"Robotics - Robots";"south-nl";NA;1
"NL31";"DE50";"Valorisatie Deltatechnologie";"west-nl";NA;2
"NL31";"DE50";"Zaadveredeling";"south-nl";NA;1
"NL31";"DE60";"3D-printing/additive productie";"south-nl";NA;1
"NL31";"DE60";"Aerospace";"west-nl";NA;18
"NL31";"DE60";"Artificial intelligence";"south-nl";NA;110
"NL31";"DE60";"Augmented reality";"north-nl";NA;1
"NL31";"DE60";"Batterietechnologie";"west-nl";NA;2
"NL31";"DE60";"Bio-landbouw";"south-nl";NA;1
"NL31";"DE60";"Carbon Capture";"south-nl";NA;1
"NL31";"DE60";"Circulair Bouwen";"west-nl";NA;5
"NL31";"DE60";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL31";"DE60";"CO2 vrije elektriciteit";"west-nl";1;6
"NL31";"DE60";"Cybersecurity";"west-nl";NA;15
"NL31";"DE60";"Data technology";"north-nl";NA;62
"NL31";"DE60";"Defensietechnologie";"west-nl";NA;1
"NL31";"DE60";"Digitale veiligheid";"south-nl";NA;15
"NL31";"DE60";"E-health";"west-nl";NA;1
"NL31";"DE60";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;2
"NL31";"DE60";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;1
"NL31";"DE60";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;2
"NL31";"DE60";"Hergebruik plastic";"west-nl";NA;4
"NL31";"DE60";"Hernieuwbare energie - Composieten";"south-nl";NA;9
"NL31";"DE60";"Hernieuwbare energie - Windturbines";"south-nl";NA;5
"NL31";"DE60";"Imaging";"west-nl";NA;4
"NL31";"DE60";"Innovatief Waterbeheer";"west-nl";NA;4
"NL31";"DE60";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL31";"DE60";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DE60";"Kringloop Landbouw";"west-nl";NA;5
"NL31";"DE60";"Life sciences - Biotechnology";"west-nl";NA;4
"NL31";"DE60";"MedTech en Connected Health";"east-nl";NA;4
"NL31";"DE60";"Medtech/beeldvorming";"south-nl";NA;4
"NL31";"DE60";"NANO";"west-nl";NA;26
"NL31";"DE60";"Nano-medicine";"south-nl";NA;1
"NL31";"DE60";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;26
"NL31";"DE60";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL31";"DE60";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;9
"NL31";"DE60";"Personalised/precision medicine";"south-nl";NA;2
"NL31";"DE60";"Quantum";"west-nl";NA;2
"NL31";"DE60";"Recyclage";"south-nl";NA;2
"NL31";"DE60";"Robotics - Robots";"south-nl";NA;5
"NL31";"DE60";"Robotisering Chirurgie-opafstand";"south-nl";NA;3
"NL31";"DE60";"Slimme mobiliteit";"west-nl";NA;3
"NL31";"DE60";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;1
"NL31";"DE60";"Teeltverduurzaming";"west-nl";NA;1
"NL31";"DE60";"Tracing";"west-nl";NA;4
"NL31";"DE60";"Waste water treatment";"south-nl";NA;5
"NL31";"DE60";"Water- en bodem-beheer";"south-nl";NA;4
"NL31";"DE60";"Zaadveredeling";"south-nl";NA;1
"NL31";"DE71";"3D-printing/additive productie";"south-nl";NA;2
"NL31";"DE71";"Aerospace";"west-nl";NA;11
"NL31";"DE71";"Agro-tech/Smart farming";"east-nl";NA;1
"NL31";"DE71";"Artificial intelligence";"south-nl";NA;125
"NL31";"DE71";"Augmented reality";"north-nl";NA;3
"NL31";"DE71";"Carbon Capture";"south-nl";NA;1
"NL31";"DE71";"Circulair Bouwen";"west-nl";NA;2
"NL31";"DE71";"CO2 vrije elektriciteit";"west-nl";NA;9
"NL31";"DE71";"Cybersecurity";"west-nl";NA;19
"NL31";"DE71";"Data technology";"north-nl";NA;78
"NL31";"DE71";"Defensietechnologie";"west-nl";NA;1
"NL31";"DE71";"Digitale veiligheid";"south-nl";NA;19
"NL31";"DE71";"E-health";"west-nl";NA;2
"NL31";"DE71";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;3
"NL31";"DE71";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;2
"NL31";"DE71";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;3
"NL31";"DE71";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE71";"Hernieuwbare energie - Composieten";"south-nl";NA;18
"NL31";"DE71";"Hernieuwbare energie - Windturbines";"south-nl";NA;7
"NL31";"DE71";"Imaging";"west-nl";NA;4
"NL31";"DE71";"Innovatief Waterbeheer";"west-nl";NA;2
"NL31";"DE71";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL31";"DE71";"Klimaatbeheersing";"south-nl";1;NA
"NL31";"DE71";"Klimaatneutrale Landbouw";"west-nl";1;NA
"NL31";"DE71";"Kringloop Landbouw";"west-nl";NA;2
"NL31";"DE71";"Life sciences - Biotechnology";"west-nl";5;11
"NL31";"DE71";"MedTech en Connected Health";"east-nl";NA;2
"NL31";"DE71";"Medtech/beeldvorming";"south-nl";NA;4
"NL31";"DE71";"NANO";"west-nl";NA;40
"NL31";"DE71";"Nano-medicine";"south-nl";NA;1
"NL31";"DE71";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;40
"NL31";"DE71";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;4
"NL31";"DE71";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;18
"NL31";"DE71";"Personalised/precision medicine";"south-nl";NA;3
"NL31";"DE71";"Protein transition and food technology";"east-nl";6;NA
"NL31";"DE71";"Quantum";"west-nl";NA;4
"NL31";"DE71";"Recyclage";"south-nl";NA;3
"NL31";"DE71";"Robotics - Robots";"south-nl";NA;1
"NL31";"DE71";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL31";"DE71";"Sensor technology";"north-nl";1;NA
"NL31";"DE71";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;2
"NL31";"DE71";"Super-labfoods";"south-nl";6;NA
"NL31";"DE71";"Tracing";"west-nl";NA;2
"NL31";"DE71";"Verduurzaming bouwsector";"west-nl";1;NA
"NL31";"DE71";"Waste water treatment";"south-nl";1;8
"NL31";"DE71";"Water treatment technology";"north-nl";1;NA
"NL31";"DE71";"Water- en bodem-beheer";"south-nl";NA;2
"NL31";"DE71";"Zaadveredeling";"south-nl";NA;2
"NL31";"DE72";"Artificial intelligence";"south-nl";NA;16
"NL31";"DE72";"Chemische recycling";"west-nl";NA;1
"NL31";"DE72";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL31";"DE72";"Cybersecurity";"west-nl";NA;1
"NL31";"DE72";"Data technology";"north-nl";NA;12
"NL31";"DE72";"Defensietechnologie";"west-nl";NA;1
"NL31";"DE72";"Digitale veiligheid";"south-nl";NA;1
"NL31";"DE72";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;2
"NL31";"DE72";"Green chemistry";"north-nl";NA;1
"NL31";"DE72";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL31";"DE72";"Life sciences - Biotechnology";"west-nl";NA;3
"NL31";"DE72";"MedTech en Connected Health";"east-nl";NA;1
"NL31";"DE72";"NANO";"west-nl";NA;4
"NL31";"DE72";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;4
"NL31";"DE72";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL31";"DE72";"Personalised/precision medicine";"south-nl";NA;2
"NL31";"DE72";"Protein transition and food technology";"east-nl";1;NA
"NL31";"DE72";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL31";"DE72";"Super-labfoods";"south-nl";1;NA
"NL31";"DE72";"Tracing";"west-nl";NA;1
"NL31";"DE72";"Waste water treatment";"south-nl";NA;1
"NL31";"DE73";"Agro-tech/Smart farming";"east-nl";NA;1
"NL31";"DE73";"Artificial intelligence";"south-nl";NA;14
"NL31";"DE73";"CO2 vrije elektriciteit";"west-nl";NA;5
"NL31";"DE73";"Cybersecurity";"west-nl";NA;5
"NL31";"DE73";"Data technology";"north-nl";NA;5
"NL31";"DE73";"Digitale veiligheid";"south-nl";NA;5
"NL31";"DE73";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL31";"DE73";"Hernieuwbare energie - Windturbines";"south-nl";NA;3
"NL31";"DE73";"NANO";"west-nl";NA;8
"NL31";"DE73";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;8
"NL31";"DE73";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL31";"DE73";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL31";"DE73";"Protein transition and food technology";"east-nl";1;NA
"NL31";"DE73";"Slimme mobiliteit";"west-nl";NA;1
"NL31";"DE73";"Super-labfoods";"south-nl";1;NA
"NL31";"DE80";"Aerospace";"west-nl";NA;18
"NL31";"DE80";"Artificial intelligence";"south-nl";NA;73
"NL31";"DE80";"Augmented reality";"north-nl";NA;2
"NL31";"DE80";"Bio-landbouw";"south-nl";NA;1
"NL31";"DE80";"Biosensors";"south-nl";1;NA
"NL31";"DE80";"Carbon Capture";"south-nl";NA;3
"NL31";"DE80";"Circulair Bouwen";"west-nl";NA;4
"NL31";"DE80";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL31";"DE80";"CO2 vrije elektriciteit";"west-nl";1;3
"NL31";"DE80";"Cybersecurity";"west-nl";NA;11
"NL31";"DE80";"Data technology";"north-nl";NA;38
"NL31";"DE80";"Digitale veiligheid";"south-nl";NA;11
"NL31";"DE80";"Energieopslag - Photovoltaic";"south-nl";1;NA
"NL31";"DE80";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE80";"Hergebruik plastic";"west-nl";NA;2
"NL31";"DE80";"Hernieuwbare energie - Composieten";"south-nl";NA;7
"NL31";"DE80";"Hernieuwbare energie - Windturbines";"south-nl";NA;4
"NL31";"DE80";"Imaging";"west-nl";NA;4
"NL31";"DE80";"Innovatief Waterbeheer";"west-nl";NA;5
"NL31";"DE80";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL31";"DE80";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DE80";"Kringloop Landbouw";"west-nl";NA;4
"NL31";"DE80";"Life sciences - Biotechnology";"west-nl";1;2
"NL31";"DE80";"MedTech en Connected Health";"east-nl";NA;2
"NL31";"DE80";"Medtech/beeldvorming";"south-nl";NA;4
"NL31";"DE80";"NANO";"west-nl";NA;19
"NL31";"DE80";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;19
"NL31";"DE80";"Nanotechnologie en fotonica - Photonics";"east-nl";1;1
"NL31";"DE80";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;7
"NL31";"DE80";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE80";"Quantum";"west-nl";NA;1
"NL31";"DE80";"Recyclage";"south-nl";NA;1
"NL31";"DE80";"Robotics - Robots";"south-nl";NA;3
"NL31";"DE80";"Robotisering Chirurgie-opafstand";"south-nl";NA;2
"NL31";"DE80";"Sensor technology";"north-nl";1;NA
"NL31";"DE80";"Slimme mobiliteit";"west-nl";NA;1
"NL31";"DE80";"Teeltverduurzaming";"west-nl";NA;1
"NL31";"DE80";"Tracing";"west-nl";NA;2
"NL31";"DE80";"Water- en bodem-beheer";"south-nl";NA;5
"NL31";"DE80";"Zaadveredeling";"south-nl";NA;1
"NL31";"DE91";"Aerospace";"west-nl";NA;8
"NL31";"DE91";"Artificial intelligence";"south-nl";NA;64
"NL31";"DE91";"Batterietechnologie";"west-nl";NA;1
"NL31";"DE91";"Bio-landbouw";"south-nl";NA;1
"NL31";"DE91";"Biosensors";"south-nl";1;NA
"NL31";"DE91";"Carbon Capture";"south-nl";NA;1
"NL31";"DE91";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL31";"DE91";"CO2 vrije elektriciteit";"west-nl";NA;8
"NL31";"DE91";"Cybersecurity";"west-nl";NA;6
"NL31";"DE91";"Data technology";"north-nl";NA;44
"NL31";"DE91";"Digitale veiligheid";"south-nl";NA;6
"NL31";"DE91";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL31";"DE91";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE91";"Hernieuwbare energie - Composieten";"south-nl";NA;7
"NL31";"DE91";"Hernieuwbare energie - Windturbines";"south-nl";NA;3
"NL31";"DE91";"Klimaatbeheersing";"south-nl";NA;1
"NL31";"DE91";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DE91";"Life sciences - Biotechnology";"west-nl";2;6
"NL31";"DE91";"NANO";"west-nl";NA;24
"NL31";"DE91";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;24
"NL31";"DE91";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL31";"DE91";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;7
"NL31";"DE91";"Quantum";"west-nl";NA;1
"NL31";"DE91";"Recyclage";"south-nl";NA;1
"NL31";"DE91";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL31";"DE91";"Sensor technology";"north-nl";1;1
"NL31";"DE91";"Teeltverduurzaming";"west-nl";NA;1
"NL31";"DE91";"Zaadveredeling";"south-nl";NA;2
"NL31";"DE92";"Aerospace";"west-nl";NA;3
"NL31";"DE92";"Artificial intelligence";"south-nl";NA;36
"NL31";"DE92";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL31";"DE92";"Cybersecurity";"west-nl";NA;7
"NL31";"DE92";"Data technology";"north-nl";NA;23
"NL31";"DE92";"Digitale veiligheid";"south-nl";NA;7
"NL31";"DE92";"Energieopslag - Photovoltaic";"south-nl";NA;1
"NL31";"DE92";"Hergebruik plastic";"west-nl";NA;1
"NL31";"DE92";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL31";"DE92";"Hernieuwbare energie - Windturbines";"south-nl";NA;3
"NL31";"DE92";"Life sciences - Biotechnology";"west-nl";3;4
"NL31";"DE92";"NANO";"west-nl";NA;2
"NL31";"DE92";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;2
"NL31";"DE92";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL31";"DE92";"Recyclage";"south-nl";NA;1
"NL31";"DE92";"Zaadveredeling";"south-nl";NA;2
"NL31";"DE93";"Aerospace";"west-nl";NA;9
"NL31";"DE93";"Artificial intelligence";"south-nl";NA;37
"NL31";"DE93";"Augmented reality";"north-nl";NA;1
"NL31";"DE93";"Batterietechnologie";"west-nl";NA;1
"NL31";"DE93";"Carbon Capture";"south-nl";NA;1
"NL31";"DE93";"Circulair Bouwen";"west-nl";NA;1
"NL31";"DE93";"CO2 vrije elektriciteit";"west-nl";1;10
"NL31";"DE93";"Cybersecurity";"west-nl";NA;6
"NL31";"DE93";"Data technology";"north-nl";NA;34
"NL31";"DE93";"Digitale veiligheid";"south-nl";NA;6
"NL31";"DE93";"Elektrische mobiliteit - Battery technologies";"south-nl";NA;1
"NL31";"DE93";"Energiebesparing hardware/datacenters - Photonic memory";"south-nl";NA;3
"NL31";"DE93";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL31";"DE93";"Hernieuwbare energie - Composieten";"south-nl";NA;9
"NL31";"DE93";"Hernieuwbare energie - Windturbines";"south-nl";1;1
"NL31";"DE93";"Imaging";"west-nl";NA;2
"NL31";"DE93";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL31";"DE93";"Kringloop Landbouw";"west-nl";NA;1
"NL31";"DE93";"Life sciences - Biotechnology";"west-nl";NA;4
"NL31";"DE93";"MedTech en Connected Health";"east-nl";NA;1
"NL31";"DE93";"Medtech/beeldvorming";"south-nl";NA;2
"NL31";"DE93";"NANO";"west-nl";NA;20
"NL31";"DE93";"Nano-medicine";"south-nl";NA;1
"NL31";"DE93";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;20
"NL31";"DE93";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;3
"NL31";"DE93";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;9
"NL31";"DE93";"Personalised/precision medicine";"south-nl";NA;1
"NL31";"DE93";"Quantum";"west-nl";NA;2
"NL31";"DE93";"Robotics - Robots";"south-nl";NA;1
"NL31";"DE93";"Sensor technology";"north-nl";NA;1
"NL31";"DE93";"Tracing";"west-nl";NA;1
"NL31";"DE93";"Zaadveredeling";"south-nl";NA;2
"NL31";"DE94";"Aerospace";"west-nl";NA;16
"NL31";"DE94";"Artificial intelligence";"south-nl";NA;77
"NL31";"DE94";"Augmented reality";"north-nl";NA;5
"NL31";"DE94";"Bio-landbouw";"south-nl";NA;2
"NL31";"DE94";"Carbon Capture";"south-nl";NA;1
"NL31";"DE94";"Circulair Bouwen";"west-nl";NA;4
"NL31";"DE94";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;2
"NL31";"DE94";"CO2 vrije elektriciteit";"west-nl";1;3
"NL31";"DE94";"Cybersecurity";"west-nl";NA;12
"NL31";"DE94";"Data technology";"north-nl";NA;35
"NL31";"DE94";"Digitale veiligheid";"south-nl";NA;12
"NL31";"DE94";"Hergebruik plastic";"west-nl";NA;2
"NL31";"DE94";"Hernieuwbare energie - Composieten";"south-nl";NA;8
"NL31";"DE94";"Hernieuwbare energie - Windturbines";"south-nl";NA;5
"NL31";"DE94";"Imaging";"west-nl";NA;4
"NL31";"DE94";"Innovatief Waterbeheer";"west-nl";NA;4
"NL31";"DE94";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL31";"DE94";"Klimaatneutrale Landbouw";"west-nl";NA;3
"NL31";"DE94";"Kringloop Landbouw";"west-nl";NA;4
"NL31";"DE94";"MedTech en Connected Health";"east-nl";NA;1
"NL31";"DE94";"Medtech/beeldvorming";"south-nl";NA;4
"NL31";"DE94";"NANO";"west-nl";NA;16
"NL31";"DE94";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;16
"NL31";"DE94";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;1
"NL31";"DE94";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;8
"NL31";"DE94";"Quantum";"west-nl";NA;1
"NL31";"DE94";"Recyclage";"south-nl";NA;1
"NL31";"DE94";"Robotics - Robots";"south-nl";NA;3
"NL31";"DE94";"Robotisering Chirurgie-opafstand";"south-nl";NA;2
"NL31";"DE94";"Slimme mobiliteit";"west-nl";NA;1
"NL31";"DE94";"Teeltverduurzaming";"west-nl";NA;2
"NL31";"DE94";"Tracing";"west-nl";NA;1
"NL31";"DE94";"Water- en bodem-beheer";"south-nl";NA;4
"NL31";"DE94";"Zaadveredeling";"south-nl";NA;1
"NL31";"DEA1";"3D-printing/additive productie";"south-nl";NA;4
"NL31";"DEA1";"Aerospace";"west-nl";NA;36
"NL31";"DEA1";"Agro-tech/Smart farming";"east-nl";NA;1
"NL31";"DEA1";"Artificial intelligence";"south-nl";NA;107
"NL31";"DEA1";"Augmented reality";"north-nl";NA;2
"NL31";"DEA1";"Bio-landbouw";"south-nl";NA;1
"NL31";"DEA1";"Circulair Bouwen";"west-nl";NA;1
"NL31";"DEA1";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL31";"DEA1";"CO2 vrije elektriciteit";"west-nl";NA;11
"NL31";"DEA1";"Cybersecurity";"west-nl";NA;11
"NL31";"DEA1";"Data technology";"north-nl";1;56
"NL31";"DEA1";"Defensietechnologie";"west-nl";NA;2
"NL31";"DEA1";"Digitale veiligheid";"south-nl";NA;11
"NL31";"DEA1";"E-health";"west-nl";NA;1
"NL31";"DEA1";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL31";"DEA1";"Engineering Fabrication - Additive manufacturing";"west-nl";NA;4
"NL31";"DEA1";"Engineering Fabrication - Autonomous robots";"west-nl";NA;22
"NL31";"DEA1";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;3
"NL31";"DEA1";"Hernieuwbare energie - Composieten";"south-nl";1;29
"NL31";"DEA1";"Hernieuwbare energie - Windturbines";"south-nl";NA;2
"NL31";"DEA1";"Hydrogen technology";"north-nl";NA;1
"NL31";"DEA1";"Imaging";"west-nl";NA;6
"NL31";"DEA1";"Innovatief Waterbeheer";"west-nl";NA;5
"NL31";"DEA1";"Innovaties voor preventie - Imaging";"east-nl";NA;6
"NL31";"DEA1";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL31";"DEA1";"Kringloop Landbouw";"west-nl";NA;1
"NL31";"DEA1";"Life sciences - Biotechnology";"west-nl";3;5
"NL31";"DEA1";"MedTech en Connected Health";"east-nl";NA;3
"NL31";"DEA1";"Medtech/beeldvorming";"south-nl";NA;6
"NL31";"DEA1";"NANO";"west-nl";NA;22
"NL31";"DEA1";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;22
"NL31";"DEA1";"Nanotechnologie en fotonica - Photonics";"east-nl";NA;4
"NL31";"DEA1";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";1;29
"NL31";"DEA1";"Personalised/precision medicine";"south-nl";NA;3
"NL31";"DEA1";"Protein transition and food technology";"east-nl";1;NA
"NL31";"DEA1";"Quantum";"west-nl";NA;1
"NL31";"DEA1";"Robotics - Autonomous robots";"south-nl";NA;22
"NL31";"DEA1";"Robotics - Robots";"south-nl";NA;8
"NL31";"DEA1";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL31";"DEA1";"Smart Industry & Industrie 4.0 - Additive manufacturing";"east-nl";NA;4
"NL31";"DEA1";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;22
"NL31";"DEA1";"Super-labfoods";"south-nl";1;NA
"NL31";"DEA1";"Teeltverduurzaming";"west-nl";NA;1
"NL31";"DEA1";"Tracing";"west-nl";NA;3
"NL31";"DEA1";"Valorisatie Deltatechnologie";"west-nl";NA;1
"NL31";"DEA1";"Waste water treatment";"south-nl";1;1
"NL31";"DEA1";"Water treatment technology";"north-nl";1;NA
"NL31";"DEA1";"Water- en bodem-beheer";"south-nl";NA;6
"NL31";"DEA1";"Waterstof";"west-nl";NA;1
"NL31";"DEA1";"Zaadveredeling";"south-nl";NA;2
"NL31";"DEA2";"3D-printing/additive productie";"south-nl";NA;1
"NL31";"DEA2";"Aerospace";"west-nl";NA;40
"NL31";"DEA2";"Agro-tech/Smart farming";"east-nl";1;NA
"NL31";"DEA2";"Artificial intelligence";"south-nl";NA;194
"NL31";"DEA2";"Augmented reality";"north-nl";NA;4
"NL31";"DEA2";"Batterietechnologie";"west-nl";NA;1
