Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Series A - Zugata,https://www.crunchbase.com/funding_round/zugata-series-a--69d73fe4,Zugata,https://www.crunchbase.com/organization/zugata,Series A,7000000,USD,7000000,2016-11-14,Early Stage Venture,,,,Yes,Zugata is a performance management system designed to improve employee and organizational performance.,"Artificial Intelligence (AI), Human Resources, Mobile, Software",,"Palo Alto, California, United States, North America",http://www.zugata.com/,$1M to $10M,10200000,USD,10200000,2,M&A,Canaan Partners,"Canaan Partners, General Catalyst, Redpoint",1,3,"547,839"
Venture Round - Storm Commerce,https://www.crunchbase.com/funding_round/enferno-series-unknown--32d8b052,Storm Commerce,https://www.crunchbase.com/organization/enferno,Venture - Series Unknown,20000000,SEK,2422814,2016-05-17,,,,,Yes,"Storm Commerce is a e-commerce platform provide advice, tools and systems for e-commerce companies.","Cloud Computing, E-Commerce, Information Technology, Intelligent Systems, Internet, Small and Medium Businesses",,"Stockholm, Stockholms Lan, Sweden, Europe",https://storm.io/,$1M to $10M,20000000,SEK,2422814,1,,,Verdane,,1,"649,485"
Seed Round - Wholi,https://www.crunchbase.com/funding_round/wholi-seed--a6e84d26,Wholi,https://www.crunchbase.com/organization/wholi,Seed,6500000,USD,6500000,2016-03-01,Seed,,,,Yes,Wholi is a collection of lists of people for the startup community in London.,"Communities, Machine Learning, Search Engine",,"London, England, United Kingdom, Europe",https://wholi.com,,6500000,USD,6500000,1,Seed,,"500 Global, Andy Phillipps, Business Growth Fund, DN Capital, IDG Capital, Kindred Capital, Playfair Capital, SGH CAPITAL",,8,"649,639"
Series B - Springshot,https://www.crunchbase.com/funding_round/springshot-series-b--ef16f2ee,Springshot,https://www.crunchbase.com/organization/springshot,Series B,11700000,USD,11700000,2016-07-22,Early Stage Venture,,,,Yes,"Springshot is a mobile technology platform that recruits, trains, directs, and motivates frontline service workers.","Enterprise Software, Gamification, Mobile, Mobile Apps, Predictive Analytics, SaaS",,"San Francisco, California, United States, North America",http://springshot.com,$1M to $10M,20300000,USD,20300000,3,Early Stage Venture,Plug and Play,Plug and Play,,1,"548,382"
Grant - Concordia University,https://www.crunchbase.com/funding_round/concordia-university-grant--0f2e0755,Concordia University,https://www.crunchbase.com/organization/concordia-university,Grant,2160000,USD,2160000,2016-12-04,,,,,No,Concordia University is a school.,"Artificial Intelligence (AI), Education, Higher Education, Universities",,"Montréal, Quebec, Canada, North America",http://www.concordia.ca/,$100M to $500M,125670035,USD,125670035,3,,Natural Sciences and Engineering Research Council of Canada (NSERC),Natural Sciences and Engineering Research Council of Canada (NSERC),,1,"354,101"
Seed Round - Wrinkl,https://www.crunchbase.com/funding_round/wrinkl-seed--29f355cd,Wrinkl,https://www.crunchbase.com/organization/wrinkl,Seed,4000000,USD,4000000,2016-03-31,Seed,,,,Yes,Wrinkl is a cloud-based group messaging platform that helps to streamline communication in business.,"Artificial Intelligence (AI), Collaboration, Enterprise Software, Messaging, Software",,"New York, New York, United States, North America",http://www.wrinkl.com/,Less than $1M,4000000,USD,4000000,1,Seed,,,,,"354,230"
Series A - Prospera Technologies,https://www.crunchbase.com/funding_round/prospera-technologies-series-a--23478949,Prospera Technologies,https://www.crunchbase.com/organization/prospera-technologies,Series A,7000000,USD,7000000,2016-07-28,Early Stage Venture,,,,Yes,Prospera is an agriculture technology data company that develops intelligent solutions.,"Agriculture, Artificial Intelligence (AI), Computer Vision, Data Integration, Machine Learning, Software",,"Tel Aviv, Tel Aviv, Israel, Asia",https://prospera.ag,$1M to $10M,22000000,USD,22000000,3,M&A,Bessemer Venture Partners,Bessemer Venture Partners,1,1,"550,025"
Series B - GrubMarket,https://www.crunchbase.com/funding_round/grubmarket-inc-series-b--98607cc4,GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,Series B,20000000,USD,20000000,2016-08-04,Early Stage Venture,,,,Yes,GrubMarket is an AI-powered prominent B2B eCommerce business operating in the American food supply chain industry.,"Artificial Intelligence (AI), E-Commerce, Food and Beverage, Internet, Payments, SaaS, Supply Chain Management",,"San Francisco, California, United States, North America",https://www.grubmarket.com,$100M to $500M,499100000,USD,499100000,8,Late Stage Venture,,"DHVC, Fabrice Grinda, FJ Labs, Global Founders Capital, Great Oaks Venture Capital, Notable Capital, Riverhead Capital, Sound Ventures",6,8,"550,099"
Convertible Note - Sols,https://www.crunchbase.com/funding_round/sols-convertible-note--0a069ff9,Sols,https://www.crunchbase.com/organization/sols,Convertible Note,4445284,USD,4445284,2016-02-17,,,,,No,SOLS is a software platform and mobile application that enables users to design and purchase customized orthotics for their feet.,"3D Printing, 3D Technology, E-Commerce, Machine Learning, Shoes",Women Founded,"New York, New York, United States, North America",https://sols.com,Less than $1M,23698503,USD,23698503,4,M&A,,Avant Global,,1,"550,587"
Series B - InfoBionic,https://www.crunchbase.com/funding_round/infobionic-series-b--b58f3fed,InfoBionic,https://www.crunchbase.com/organization/infobionic,Series B,8200687,USD,8200687,2016-07-23,Early Stage Venture,,,,Yes,InfoBionic is the leading Virtual Telemetry Platform with connected devices manufactured in the US,"Artificial Intelligence (AI), Biotechnology, Health Care, Health Diagnostics, Medical Device",Women Founded,"Billerica, Massachusetts, United States, North America",http://infobionic.com,$10M to $50M,151440166,USD,151440166,12,Late Stage Venture,Safeguard Scientifics,"Excel Venture Management, Safeguard Scientifics, Zaffre Investments",1,3,"550,630"
Series C - Moogsoft,https://www.crunchbase.com/funding_round/moogsoft-series-c--d48a15d9,Moogsoft,https://www.crunchbase.com/organization/moogsoft,Series C,31626909,USD,31626909,2016-06-03,Late Stage Venture,,,,Yes,Moogsoft is a provider of AIOps solutions that help IT teams work faster and smarter.,"Analytics, Enterprise Software, IT Infrastructure, IT Management, Machine Learning",,"San Francisco, California, United States, North America",http://moogsoft.com,$10M to $50M,112926909,USD,112926909,5,M&A,"Northgate Capital, ST Telemedia","Cisco Investments, Dell Technologies Capital, HCL Technologies, Northgate Capital, Redpoint, Singtel Innov8, ST Telemedia, Wing Venture Capital",2,8,"652,420"
Series B - Helpshift,https://www.crunchbase.com/funding_round/helpshift-inc-series-b--c764116c,Helpshift,https://www.crunchbase.com/organization/helpshift-inc,Series B,2000000,USD,2000000,2016-11-22,Early Stage Venture,,,,Yes,"Helpshift is a conversational customer service platform that leverages AI, bots, and messaging-based communication.","Artificial Intelligence (AI), CRM, Customer Service, Internet, Mobile, SaaS",,"San Francisco, California, United States, North America",http://www.helpshift.com,$10M to $50M,53530000,USD,53530000,6,M&A,,Cisco Investments,,1,"632,105"
Seed Round - Rocket Money,https://www.crunchbase.com/funding_round/truebill-seed--46a57fa5,Rocket Money,https://www.crunchbase.com/organization/truebill,Seed,1550000,USD,1550000,2016-06-27,Seed,,,,Yes,"Rocket Money is a financial money app that provides bill negotiation, budgeting, autopilot savings, and credit score services.","Apps, Artificial Intelligence (AI), Education, Financial Services, Mobile, Mobile Apps, Mobile Payments, Payments, Personal Finance, Task Management",,"Silver Spring, Maryland, United States, North America",https://www.rocketmoney.com/,$10B+,84000000,USD,84000000,7,M&A,,"ACME Capital, CSC Upshot, Edward Lando, NKM Capital, Pareto Holdings, Plug and Play, Shervin Pishevar, Social Capital, Transmedia Capital",3,9,"186,703"
Venture Round - Adthena,https://www.crunchbase.com/funding_round/traffic-smart-adthena-series-unknown--3fb9beb1,Adthena,https://www.crunchbase.com/organization/traffic-smart-adthena,Venture - Series Unknown,2000000,GBP,2601193,2016-08-09,,,,,Yes,Adthena is a competitive intelligence solution for search marketers.,"Business Intelligence, Internet, Machine Learning, Search Engine",,"London, England, United Kingdom, Europe",https://www.adthena.com/,$10M to $50M,36601193,USD,36601193,5,,Mel Morris,Mel Morris,,1,"186,776"
Post-IPO Equity - AIMan,https://www.crunchbase.com/funding_round/aiman-post-ipo-equity--e92c3820,AIMan,https://www.crunchbase.com/organization/aiman,Post-IPO Equity,11000000,CNY,1600004,2016-11-17,,,,,Yes,AIMan offers services in the fields of language processing and data mining.,"Artificial Intelligence (AI), Data Mining, Information Technology, Software",,"Beijing, Beijing, China, Asia",http://www.iminer.com/,,120780000,CNY,19050726,4,IPO,,YungPark Capital,,1,"187,581"
Series A - simplyBrand,https://www.crunchbase.com/funding_round/simplybrand-com-series-a--49c2a014,simplyBrand,https://www.crunchbase.com/organization/simplybrand-com,Series A,10000000,CNY,1484740,2016-10-17,Early Stage Venture,,,,Yes,"simplyBrand offers big data, artificial intelligence, and blockchain services.","Artificial Intelligence (AI), Big Data, Blockchain",,"Shanghai, Shanghai, China, Asia",https://www.simplybrand.com/,,1913340,USD,1913340,2,Early Stage Venture,Beijing Goldfield Investment,Beijing Goldfield Investment,,1,"187,770"
Pre Seed Round - Squeeze,https://www.crunchbase.com/funding_round/squeeze-2-pre-seed--7d7729e2,Squeeze,https://www.crunchbase.com/organization/squeeze-2,Pre-Seed,2000000,USD,2000000,2016-04-22,Seed,8000000,USD,8000000,Yes,"Squeeze is an insurance agency that offers auto, home, life, and motorcycle insurance services.","Artificial Intelligence (AI), Auto Insurance, FinTech, InsurTech, Payments",,"Boca Raton, Florida, United States, North America",https://www.squeeze.com,$1M to $10M,19000000,USD,19000000,5,Seed,,,,,"188,722"
Series B - REALTIME INTERNET,https://www.crunchbase.com/funding_round/realtime-internet-series-b--09c6f856,REALTIME INTERNET,https://www.crunchbase.com/organization/realtime-internet,Series B,105000000,CNY,15985017,2016-02-04,Early Stage Venture,,,,Yes,REALTIME INTERNET is a manufacturing software development company.,"Intelligent Systems, Manufacturing, Software",,"Hangzhou, Zhejiang, China, Asia",http://www.zjrealtech.com/,,145000000,CNY,22216904,2,Early Stage Venture,,"China Venture Capital HRVC, Shanghai Zhixuan Chuangtou, Yinlun Touzi, Zhengcai Konggu",,4,"498,393"
Series A - Soul Machines,https://www.crunchbase.com/funding_round/soul-machines-series-a--f7552f42,Soul Machines,https://www.crunchbase.com/organization/soul-machines,Series A,7500000,USD,7500000,2016-11-22,Early Stage Venture,,,,Yes,Soul Machines designs intelligent and emotionally responsive avatars that changes the way people interact with machines.,"Artificial Intelligence (AI), E-Learning, Machine Learning, Software, Virtual Reality",,"Auckland, Auckland, New Zealand, Oceania",http://soulmachines.com,$1M to $10M,115656972,USD,115656972,4,Early Stage Venture,Horizon Ventures,"Horizon Ventures, ICONIQ Capital",1,2,"189,804"
Seed Round - Netomi,https://www.crunchbase.com/funding_round/netomi-seed--5d66f3af,Netomi,https://www.crunchbase.com/organization/netomi,Seed,2600000,USD,2600000,2016-03-22,Seed,,,,Yes,Netomi provides multimodal and omnichannel Sanctioned Generative AI for enterprises.,"Artificial Intelligence (AI), Customer Service, Digital Marketing, Enterprise Software, Machine Learning, SaaS, Software",,"San Mateo, California, United States, North America",https://www.netomi.com/,$10M to $50M,52000000,USD,52000000,4,Early Stage Venture,"Bowery Capital, Y Combinator","Advancit Capital, Bowery Capital, BoxGroup, Chris Wiggins, Demis Hassabis, dunnhumby Ventures, Greg Brockman, Indicator Ventures, MDC Ventures, Mustafa Suleyman, Salesforce Ventures, Sterling Partners, Sterling.VC, Upslope Ventures, Y Combinator",6,15,"499,361"
Seed Round - Charlie Finance Co.,https://www.crunchbase.com/funding_round/charlie-91e1-seed--8284823b,Charlie Finance Co.,https://www.crunchbase.com/organization/charlie-91e1,Seed,2435000,USD,2435000,2016-09-30,Seed,,,,Yes,Charlie Finance is a financial services company that helps ordinary Americans worry less about money and get out of debt faster.,"Finance, Financial Services, FinTech, Intelligent Systems, Software",,"San Francisco, California, United States, North America",https://www.hicharlie.com,$1M to $10M,14060000,USD,14060000,8,M&A,"Norwest Venture Partners, Uncork Capital","Albert Ni, Anand Subramani, Bogomil Balkansky, David Bettner, Henri Deshays, LAUNCHub Ventures, Niffer Nan, Norwest Venture Partners, Peterson Ventures, Shiva Rajaraman, Uncork Capital, Yan-David Erlich",4,12,"193,516"
Seed Round - Tricorn,https://www.crunchbase.com/funding_round/tricorn-technology-seed--5b6e7783,Tricorn,https://www.crunchbase.com/organization/tricorn-technology,Seed,20000000,CNY,2999016,2016-09-27,Seed,,,,Yes,Tricorn is an AI startup focused on developing a conversational platform that enables people to interact with smart device.,"Artificial Intelligence (AI), Developer Platform, Machine Learning, Natural Language Processing, Software",,"Beijing, Beijing, China, Asia",http://trio.ai/en,$1M to $10M,28743367,USD,28743367,5,Early Stage Venture,Legend Capital,"Legend Capital, SAIF Partners",,2,"499,622"
Seed Round - Voltaiq,https://www.crunchbase.com/funding_round/voltaiq-seed--c51fa74a,Voltaiq,https://www.crunchbase.com/organization/voltaiq,Seed,2000000,USD,2000000,2016-11-04,Seed,,,,Yes,Voltaiq is the industry’s first Enterprise Battery Intelligence™ (EBI) software platform helping optimize battery performance & reliability,"Analytics, Battery, Big Data, Energy, Energy Storage, Predictive Analytics, Software",,"Berkeley, California, United States, North America",http://www.voltaiq.com,$1M to $10M,14775000,USD,14775000,8,Early Stage Venture,Bee Partners,Bee Partners,,1,"499,807"
Series A - Delair,https://www.crunchbase.com/funding_round/delair-tech-series-a--f8b21926,Delair,https://www.crunchbase.com/organization/delair-tech,Series A,14500000,USD,14500000,2016-03-11,Early Stage Venture,,,,Yes,Delair enables enterprises to digitize and analyze their assets to extract powerful business insights.,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Robotics, Software",,"Toulouse, Midi-Pyrenees, France, Europe",http://www.delair.aero,$10M to $50M,43000000,USD,43000000,3,Early Stage Venture,Andromède,"Andromède, Bpifrance",,2,"447,120"
Venture Round - Clover Intelligence,https://www.crunchbase.com/funding_round/clover-intelligence-4856-series-unknown--8a96d7ff,Clover Intelligence,https://www.crunchbase.com/organization/clover-intelligence-4856,Venture - Series Unknown,1975000,USD,1975000,2016-12-23,,,,,Yes,Clover Intelligence helps implement ROI techniques throughout a sales force.,"Artificial Intelligence (AI), Computer, Information Technology, Machine Learning",,"San Francisco, California, United States, North America",http://cloverintelligence.com/,$1M to $10M,1975000,USD,1975000,1,,,,,,"187,016"
Series A - Quiq,https://www.crunchbase.com/funding_round/centricient-series-a--f4d01c5b,Quiq,https://www.crunchbase.com/organization/centricient,Series A,6500000,USD,6500000,2016-08-23,Early Stage Venture,,,,Yes,Quiq is a technology company that offers a cloud-based messaging platform to connect consumers with enterprises.,"Artificial Intelligence (AI), Customer Service, Enterprise Software, Messaging, Productivity Tools",,"Bozeman, Montana, United States, North America",https://quiq.com,$1M to $10M,44000000,USD,44000000,3,Late Stage Venture,Venrock,"NEXT Frontier Capital, Venrock",1,2,"631,053"
Series A - Vionlabs,https://www.crunchbase.com/funding_round/vionlabs-series-a--8632f41a,Vionlabs,https://www.crunchbase.com/organization/vionlabs,Series A,15000000,SEK,1762682,2016-01-28,Early Stage Venture,,,,Yes,"VionLabs is a media-tech company based in Stockholm, Sweden.","Digital Media, Film, Machine Learning, Media and Entertainment, Performing Arts",,"Stockholm, Stockholms Lan, Sweden, Europe",http://www.vionlabs.com/,$1M to $10M,7527808,USD,7527808,3,,Zenith Venture Capital,Zenith Venture Capital,,1,"448,112"
Venture Round - Featurespace,https://www.crunchbase.com/funding_round/featurespace-series-unknown--f23a068e,Featurespace,https://www.crunchbase.com/organization/featurespace,Venture - Series Unknown,9000000,USD,9000000,2016-05-31,,,,,Yes,Featurespace provides an adaptive behavioral analytics technology and automated deep behavioral networks for risk management.,"Analytics, Artificial Intelligence (AI), Banking, Fraud Detection, Intelligent Systems, Machine Learning, Payments, Risk Management, Software",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.featurespace.com/,$1M to $10M,107927753,USD,107927753,8,,TTV Capital,"Cambridge Angels group, Cambridge Capital Group, Imperial Innovations, Nesta Ventures, TTV Capital",3,5,"448,174"
Series A - Stackla,https://www.crunchbase.com/funding_round/stackla-series-a--b6e36d0f,Stackla,https://www.crunchbase.com/organization/stackla,Series A,6100000,AUD,4355771,2016-02-29,Early Stage Venture,,,,Yes,Stackla is a social content marketing platform that puts user-generated content at the heart of brand marketing.,"Artificial Intelligence (AI), Brand Marketing, Social Media, Social Media Marketing",,"San Francisco, California, United States, North America",http://stackla.com,$1M to $10M,10114803,USD,10114803,3,M&A,Bailador Technology Investments,"Bailador Technology Investments, Rampersand, Tony Faure",1,3,"448,356"
Seed Round - Avidbots Corp.,https://www.crunchbase.com/funding_round/avidbots-seed--9194af66,Avidbots Corp.,https://www.crunchbase.com/organization/avidbots,Seed,1500000,USD,1500000,2016-02-22,Seed,,,,Yes,"Avidbots designs, manufactures, sells and supports autonomous connected robots that expand human potential.","Artificial Intelligence (AI), Computer Vision, Hardware, Machinery Manufacturing, Manufacturing, Robotics, Software",,"Kitchener, Ontario, Canada, North America",http://www.avidbots.com/,$1M to $10M,106350535,USD,106350535,12,Late Stage Venture,,SOSV,1,1,"448,434"
Venture Round - ClearBlade,https://www.crunchbase.com/funding_round/clearblade-series-unknown--b1899a6b,ClearBlade,https://www.crunchbase.com/organization/clearblade,Venture - Series Unknown,2387098,USD,2387098,2016-11-21,,,,,Yes,ClearBlade is an IoT software company that helps accelerate the development of secure and scalable industrial IoT applications.,"Artificial Intelligence (AI), Cloud Computing, Enterprise Software, Internet of Things, Productivity Tools",,"Austin, Texas, United States, North America",http://www.clearblade.com,$1M to $10M,14802594,USD,14802594,7,,,,,,"235,677"
Series A - LINGBAN TECHNOLOGY,https://www.crunchbase.com/funding_round/lingban-technology-series-a--d465189a,LINGBAN TECHNOLOGY,https://www.crunchbase.com/organization/lingban-technology,Series A,10000000,CNY,1533881,2016-03-04,Early Stage Venture,,,,Yes,LINGBAN TECHNOLOGY provides software for voice response and automatic speech recognition-related services.,"Artificial Intelligence (AI), Information Technology",,"Haidian, Beijing, China, Asia",https://www.lingban.cn/,,20000000,CNY,2973828,2,Early Stage Venture,,"Kaiyuan Securities Capital Management, Rongying Enterprise Management Consulting Center, Xinhe Taidao Investment Management",,3,"236,686"
Angel Round - STORMOR,https://www.crunchbase.com/funding_round/stormor-angel--ab054dd0,STORMOR,https://www.crunchbase.com/organization/stormor,Angel,10000000,CNY,1527531,2016-05-20,Seed,,,,Yes,STORMOR provides artificial intelligence and big data industry solutions.,"Artificial Intelligence (AI), Big Data, Machine Learning",,"Wuhan, Hubei, China, Asia",https://www.stormorai.com/,,20000000,CNY,2974751,2,Early Stage Venture,,Guoshi Zichan,,1,"263,203"
Seed Round - SignAll,https://www.crunchbase.com/funding_round/signall-seed--6e2934d3,SignAll,https://www.crunchbase.com/organization/signall,Seed,1500000,EUR,1710700,2016-05-06,Seed,,,,Yes,SignAll is pioneering the first automated sign language translation solution.,"Communication Hardware, Computer Vision, Natural Language Processing, Real Time, Software",,"Budapest, Budapest, Hungary, Europe",http://www.signall.us,Less than $1M,2966000,EUR,3346179,3,Seed,,"Conor Seed Capital Fund, Credo Ventures, Perion Investment Fund",1,3,"263,241"
Seed Round - Gold-Wood,https://www.crunchbase.com/funding_round/gold-wood-seed--d0726e94,Gold-Wood,https://www.crunchbase.com/organization/gold-wood,Seed,10000000,CNY,1452305,2016-12-01,Seed,,,,Yes,Gold-Wood is an intelligent learning platform.,"Business Intelligence, Machine Learning",,"Shenzhen, Guangdong, China, Asia",http://gaomuxuexi.com/,Less than $1M,10000000,CNY,1452305,1,Seed,Innohub Capital,Innohub Capital,,1,"237,068"
Series A - Caption Health,https://www.crunchbase.com/funding_round/bay-labs-inc-series-a--d6add807,Caption Health,https://www.crunchbase.com/organization/bay-labs-inc,Series A,5702723,USD,5702723,2016-12-09,Early Stage Venture,,,,Yes,Caption Health is a medical company that uses artificial intelligence (AI) to interpret ultrasound exams.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical, Medical Device",,"Brisbane, California, United States, North America",http://www.captionhealth.com,,62427539,USD,62427539,7,M&A,Khosla Ventures,"DCVC, Georges Harik, Greenbox Venture Partners, Khosla Ventures, Minneapolis Heart Institute Ventures",2,5,"651,087"
Venture Round - Intensity Analytics Corporation,https://www.crunchbase.com/funding_round/intensity-analytics-series-unknown--7e88e5d0,Intensity Analytics Corporation,https://www.crunchbase.com/organization/intensity-analytics,Venture - Series Unknown,5000000,USD,5000000,2016-09-07,,,,,Yes,"We have patented AI engines for recognizing identity through human effort (physical UEBA), to protect credentials and track insider threats.","Analytics, Artificial Intelligence (AI), Cyber Security, Enterprise Software, Identity Management, Machine Learning, Market Research, Software",Women Founded,"Warrenton, Virginia, United States, North America",http://www.intensityanalytics.com,Less than $1M,8500000,USD,8500000,2,,,,,,"565,316"
Series B - Nanorep,https://www.crunchbase.com/funding_round/nanorep-series-b--b9affd40,Nanorep,https://www.crunchbase.com/organization/nanorep,Series B,5000000,USD,5000000,2016-07-27,Early Stage Venture,,,,Yes,"Nanorep is an innovative provider of self-service, virtual customer assistants, and smart bot solutions for customer service and e-commerce.","Analytics, Artificial Intelligence (AI), Customer Service, SaaS, Software",,"Herzliya, Tel Aviv, Israel, Asia",http://nanorep.com,$10M to $50M,6750000,USD,6750000,4,M&A,,"JAL Ventures, Oryzn Capital, OurCrowd, Titanium Investments",3,4,"565,597"
Seed Round - CareSkore,https://www.crunchbase.com/funding_round/careskore-seed--bfb00e8b,CareSkore,https://www.crunchbase.com/organization/careskore,Seed,4300000,USD,4300000,2016-08-09,Seed,,,,Yes,AI based Patient engagement 2.0,"Analytics, Big Data, Consulting, Health Care, Information Technology, mHealth, Mobile, Predictive Analytics, SaaS, Software",Women Founded,"Mountain View, California, United States, North America",http://www.careskore.com,$1M to $10M,4420000,USD,4420000,2,Seed,,"Cota Capital, Liquid 2 Ventures, Rising Tide, SGH CAPITAL, Shu Duan, Storm Ventures, UpHonest Capital, Wei Guo",,8,"565,951"
Series D - Meitu,https://www.crunchbase.com/funding_round/meitu-series-d--0ab6c46e,Meitu,https://www.crunchbase.com/organization/meitu,Series D,136000000,USD,136000000,2016-05-01,Late Stage Venture,,,,Yes,Meitu offers free image and video apps for iOS and Android platforms.,"Internet, iOS, Machine Learning, Mobile, Social Media",,"Xiamen, Fujian, China, Asia",http://www.meitu.com,$10M to $50M,501000000,USD,501000000,6,IPO,Keywise Capital,Keywise Capital,,1,"566,005"
Seed Round - RainmakerForce,https://www.crunchbase.com/funding_round/rainmakerforce-seed--2d1b9e6d,RainmakerForce,https://www.crunchbase.com/organization/rainmakerforce,Seed,2000000,USD,2000000,2016-04-11,Seed,,,,Yes,AI-driven predictive insights on revenue generation through net-new and expansion sales,"Artificial Intelligence (AI), B2B, Direct Sales, Information Technology, Machine Learning, Predictive Analytics, SaaS, Sales, Sales Automation, Subscription Service","Women Founded, Women Led","San Francisco, California, United States, North America",https://www.rainmakerforce.com/,$1M to $10M,2000000,USD,2000000,3,,,,,,"566,058"
Seed Round - Mobalytics,https://www.crunchbase.com/funding_round/mobalytics-2-seed--c00f219f,Mobalytics,https://www.crunchbase.com/organization/mobalytics-2,Seed,2600000,USD,2600000,2016-11-16,Seed,,,,Yes,Mobalytics is an eSports company that creates a robust way for competitive gamers to analyze and improve their performance.,"Analytics, eSports, Gaming, Machine Learning, Personal Development, Software",,"Santa Monica, California, United States, North America",https://mobalytics.gg/,$1M to $10M,13850000,USD,13850000,4,Early Stage Venture,,"Almaz Capital, Beta Bridge Capital, Deep Space Ventures, Founders Fund, General Catalyst, HP Tech Ventures, Jaws Ventures, Kiddar Capital, Konstantin Stiskin, Notable Capital",2,10,"393,057"
Seed Round - LegalSifter,https://www.crunchbase.com/funding_round/legalsifter-seed--f1e0c120,LegalSifter,https://www.crunchbase.com/organization/legalsifter,Seed,2750000,USD,2750000,2016-09-27,Seed,,,,Yes,LegalSifter is a contracts-focused software and service company providing legal services with artificial intelligence and human expertise.,"Artificial Intelligence (AI), Contact Management, Legal, Machine Learning, Natural Language Processing, Software",,"Pittsburgh, Pennsylvania, United States, North America",http://www.legalsifter.com/,$1M to $10M,6235000,USD,6235000,5,,,,,,"566,616"
Series C - Persado,https://www.crunchbase.com/funding_round/persado-series-c--de6a1f87,Persado,https://www.crunchbase.com/organization/persado,Series C,30000000,USD,30000000,2016-04-05,Late Stage Venture,,,,Yes,"Persado is a software company that provides machine learning, omnichannel, and generative ai.","Artificial Intelligence (AI), Content Creators, Content Marketing, Direct Marketing, Enterprise Software, Generative AI, InsurTech, Machine Learning, Natural Language Processing, Software",,"New York, New York, United States, North America",http://www.persado.com,$10M to $50M,96000000,USD,96000000,4,Late Stage Venture,Goldman Sachs,"American Express, Bain Capital Ventures, Citi Ventures, Goldman Sachs, Omega Venture Partners, StarVest Partners",6,6,"566,788"
Venture Round - Prioria Robotics,https://www.crunchbase.com/funding_round/prioria-robotics-series-unknown--baa86e79,Prioria Robotics,https://www.crunchbase.com/organization/prioria-robotics,Venture - Series Unknown,5646868,USD,5646868,2016-02-19,,,,,Yes,Prioria Robotics is focused on integrating sensors and processors to form intelligent embedded solutions for various applications.,"Intelligent Systems, National Security, Software",,"Gainesville, Florida, United States, North America",http://www.prioria.com,$1M to $10M,20995866,USD,20995866,16,,,"Advantage Capital, Athenian Venture Partners",,2,"199,805"
Series A - DEEP,https://www.crunchbase.com/funding_round/deep-it-series-a--053003f6,DEEP,https://www.crunchbase.com/organization/deep-it,Series A,2000000,USD,2000000,2016-10-01,Early Stage Venture,,,,Yes,"DEEP empowers publishers, writers, editors, and bloggers to easily create visual content, visual storytelling, and widgets.","Apps, Digital Entertainment, Information Services, Machine Learning, News",,"Shefayim, HaMerkaz, Israel, Asia",https://www.deep-ai.info/,$1M to $10M,5000000,USD,5000000,3,Early Stage Venture,,"Disruptive Technologies Venture Capital, Tal Barnoach",,2,"200,585"
Seed Round - Talla,https://www.crunchbase.com/funding_round/talla-seed--f9988a1f,Talla,https://www.crunchbase.com/organization/talla,Seed,4026848,USD,4026848,2016-02-08,Seed,,,,Yes,Talla Brings AI-Powered Automation to Service and Support Teams,"Artificial Intelligence (AI), Customer Service, Internet, Knowledge Management, Machine Learning, Technical Support",,"New York, New York, United States, North America",http://talla.com,$1M to $10M,12326848,USD,12326848,9,M&A,Avalon,"Avalon, Drew Volpe, Hyperplane, LAUNCH, LaunchCapital, Michael Perone, Sravish Sridhar, Stage 1 Ventures, The Syndicate.com",1,9,"567,698"
Seed Round - Gluru,https://www.crunchbase.com/funding_round/gluru-seed--7009cb07,Gluru,https://www.crunchbase.com/organization/gluru,Seed,2000000,USD,2000000,2016-11-15,Seed,,,,Yes,"Gluru is an advanced analytical & predictive user data software company, making unstructured user data smart.","Analytics, Artificial Intelligence (AI), Machine Learning, Software",,"London, England, United Kingdom, Europe",http://www.gluru.co/,$1M to $10M,3500000,USD,3500000,2,M&A,,"Gecad Ventures, London Co-Investment Fund, Playfair Capital, SAATCHiNVEST, Salica, Sussex Place Ventures",2,6,"200,855"
Seed Round - MaxQ-AI,https://www.crunchbase.com/funding_round/medymatch-seed--40348020,MaxQ-AI,https://www.crunchbase.com/organization/medymatch,Seed,2000000,USD,2000000,2016-03-02,Seed,,,,Yes,MaxQ-AI delivers artificial intelligence based decision support to improve clinical outcomes.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Medical",,"Andover, Massachusetts, United States, North America",http://www.maxq.ai,Less than $1M,9000000,USD,9000000,3,Early Stage Venture,,,,,"568,635"
