Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Oncora Medical,https://www.crunchbase.com/funding_round/oncora-medical-seed--eef52d4d,Oncora Medical,https://www.crunchbase.com/organization/oncora-medical,Seed,1300000,USD,1300000,2016-03-10,Seed,,,,Yes,"Oncora Medical is a digital health company improving oncology care via better software, data, and machine learning.",,"Health Care, Information Technology, Machine Learning, Oncology, Predictive Analytics, Software","Philadelphia, Pennsylvania, United States, North America",https://www.oncora.ai,$1M to $10M,7020000,USD,7020000,,5,,"BioAdvance, Dorm Room Fund, Dreamit Ventures, iSeed Ventures, Steve Barsh, Thomas ""Rock"" Mackie",6,1,"638,273"
Series A - Standigm,https://www.crunchbase.com/funding_round/standigm-series-a--4e529e38,Standigm,https://www.crunchbase.com/organization/standigm,Series A,300000000,KRW,249442,2016-02-04,Early Stage Venture,,,,Yes,Standigm is an AI-driven workflow drug discovery company that aims to improve the success rates and efficiency of new drug development.,,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Pharmaceutical","Seoul, Seoul-t'ukpyolsi, South Korea, Asia",http://www.standigm.com,$1M to $10M,71489442,USD,71489442,Late Stage Venture,8,Kakao Ventures,Kakao Ventures,1,,"215,308"
Seed Round - GreenSight,https://www.crunchbase.com/funding_round/greensight-agronomics-seed--e5545cac,GreenSight,https://www.crunchbase.com/organization/greensight-agronomics,Seed,800000,USD,800000,2016-10-01,Seed,10000000,USD,10000000,Yes,"GreenSight is building the scaleable, enterprise platform for low altitude aerial intelligence.",,"Agriculture, Analytics, Enterprise, Enterprise Software, Golf, Hardware, Machine Learning, Robotics, Software, Water","Boston, Massachusetts, United States, North America",http://greensightag.com,$1M to $10M,3959997,USD,3959997,Early Stage Venture,4,,"Emerald Development Managers, Tabard Venture Capital",2,,"117,041"
Seed Round - Imagry,https://www.crunchbase.com/funding_round/imagry-seed--5c02e4f4,Imagry,https://www.crunchbase.com/organization/imagry,Seed,900000,USD,900000,2016-05-01,Seed,,,,Yes,Mapless Autonomous Driving,,"Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Software","San Jose, California, United States, North America",https://imagry.co,$1M to $10M,45955000,USD,45955000,Early Stage Venture,5,,Takwin Ventures,1,,"356,074"
Seed Round - Naska.AI,https://www.crunchbase.com/funding_round/scaled-robotics-seed--f853d7c9,Naska.AI,https://www.crunchbase.com/organization/scaled-robotics,Seed,1000000,EUR,1114268,2016-10-10,Seed,,,,Yes,"Naska.AI is an AI Construction Software, a platform that connects BIM data, reality capture and the schedule.",,"Artificial Intelligence (AI), Construction, Machine Learning, Robotics, Software","Barcelona, Catalonia, Spain, Europe",https://naska.ai/,$100M to $500M,3000000,EUR,3326868,Seed,2,,PERI,1,,"357,102"
Seed Round - E-contenta,https://www.crunchbase.com/funding_round/e-contenta-seed--3ad8b9a6,E-contenta,https://www.crunchbase.com/organization/e-contenta,Seed,125000,USD,125000,2016-01-01,Seed,,,,Yes,AI driven platform that help brands to distribute their editorials in the format of native advertising,,"Advertising, Advertising Platforms, Analytics, Content, Content Marketing, Digital Marketing, Marketing, Native Advertising, Predictive Analytics","Warsaw, Mazowieckie, Poland, Europe",https://e-contenta.com/en/,,505000,USD,505000,Seed,5,,The Untitled Venture Company,1,,"634,659"
Grant - Berkeley Artificial Intelligence Research,https://www.crunchbase.com/funding_round/berkeley-artificial-intelligence-research-grant--020ca17a,Berkeley Artificial Intelligence Research,https://www.crunchbase.com/organization/berkeley-artificial-intelligence-research,Grant,1000000,USD,1000000,2016-10-19,,,,,No,The Berkeley Artificial Intelligence Research (BAIR) Lab brings together UC Berkeley researchers across the areas of computer vision.,,"Artificial Intelligence (AI), Computer Vision, Education, Machine Learning, Natural Language Processing, Software","Berkeley, California, United States, North America",http://bair.berkeley.edu/,$1B to $10B,1000000,USD,1000000,,1,Noah's Ark Lab,Noah's Ark Lab,1,,"420,700"
Seed Round - Cythereal,https://www.crunchbase.com/funding_round/cythereal-inc-seed--a95c6fd8,Cythereal,https://www.crunchbase.com/organization/cythereal-inc,Seed,1000000,USD,1000000,2016-05-01,Seed,15000000,USD,15000000,Yes,"Cythereal’s mission is to predict, prevent & investigate zero-day malware attacks by malware analysis & machine learning.",,"Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS","Lafayette, Louisiana, United States, North America",http://www.cythereal.com,Less than $1M,1036000,USD,1036000,Seed,2,Valmiki Capital Management,Valmiki Capital Management,1,1,"357,676"
Seed Round - Rise.ai,https://www.crunchbase.com/funding_round/giftwizard-seed--be319fc9,Rise.ai,https://www.crunchbase.com/organization/giftwizard,Seed,454000,USD,454000,2016-11-01,Seed,,,,Yes,Rise.ai provides automated branded currency solutions for brands and retailers.,,"Advertising, Analytics, Artificial Intelligence (AI), Big Data, Consulting, Credit Cards, E-Commerce, Internet, Marketing, Software","Tel Aviv, Tel Aviv, Israel, Asia",https://rise.ai,$1M to $10M,454000,USD,454000,M&A,2,,Peregrine Ventures,1,,"358,486"
Angel Round - TCM Brain,https://www.crunchbase.com/funding_round/tcm-brain-angel--1e83686c,TCM Brain,https://www.crunchbase.com/organization/tcm-brain,Angel,3000000,CNY,449841,2016-09-30,Seed,,,,Yes,TCM Brain offers cloud computing and artificial intelligence in the field of traditional Chinese medicine.,,"Artificial Intelligence (AI), Cloud Computing, Health Care, Medical","Yuhang, Zhejiang, China, Asia",http://www.jiuzhekan.com,,3000000,CNY,449841,Seed,1,,Jingxin Shangwu Xinxi Zixun,1,,"358,553"
Pre Seed Round - Webio,https://www.crunchbase.com/funding_round/webio-pre-seed--b4ed716b,Webio,https://www.crunchbase.com/organization/webio,Pre-Seed,500000,EUR,562525,2016-09-06,Seed,,,,Yes,Webio is a software company specializing in customer engagement solutions with conversational AI.,,"Artificial Intelligence (AI), Social Network, Software","Dublin, Dublin, Ireland, Europe",https://webio.com,$1M to $10M,7893585,USD,7893585,,7,Enterprise Ireland,Enterprise Ireland,1,,"358,602"
Seed Round - Helplama,https://www.crunchbase.com/funding_round/helplama-seed--a2f5ae1e,Helplama,https://www.crunchbase.com/organization/helplama,Seed,200000,USD,200000,2016-07-05,Seed,,,,Yes,Fully Managed Customer Support,,"Artificial Intelligence (AI), Customer Service, E-Commerce","San Francisco, California, United States, North America",https://helplama.com,,200000,USD,200000,Seed,1,,,,,"168,188"
Pre Seed Round - Edgemesh Corporation,https://www.crunchbase.com/funding_round/edgemesh-corporation-pre-seed--71db71de,Edgemesh Corporation,https://www.crunchbase.com/organization/edgemesh-corporation,Pre-Seed,500000,USD,500000,2016-08-01,Seed,5000000,USD,5000000,Yes,Edgemesh provides an enterprise-grade web acceleration platform for e-commerce brands.,,"Artificial Intelligence (AI), Content Delivery Network, Delivery, Web Development","Los Angeles, California, United States, North America",https://edgemesh.com,Less than $1M,500000,USD,500000,Seed,2,,Jacob Loveless,1,,"601,863"
Angel Round - Shaohaihui,https://www.crunchbase.com/funding_round/shaohaihui-angel--9d75f6ce,Shaohaihui,https://www.crunchbase.com/organization/shaohaihui,Angel,3000000,CNY,461848,2016-05-04,Seed,,,,Yes,Shaohaihui is a smart home with a smart IoT business that creates a smart living ecosystem.,,"Artificial Intelligence (AI), Smart Home, Software","Qingdao Shi, Shandong, China, Asia",http://www.shaohaihui.com/,,3000000,CNY,461848,Seed,1,,"Guoxin Huakai, Haier, Kebao Boluoni Zhuangshi Zhuangxiu, Youzhu Touzi",4,,"602,332"
Venture Round - AIAR EdTech,https://www.crunchbase.com/funding_round/aiar-edtech-ab-series-unknown--fe7918f3,AIAR EdTech,https://www.crunchbase.com/organization/aiar-edtech-ab,Venture - Series Unknown,1400000,SEK,168634,2016-06-15,,,,,Yes,"AIAR is democratizing education for the 2.5 billion people in need worldwide by using AI, blockchain and their own utility token.",,"Artificial Intelligence (AI), Augmented Reality, Bitcoin, Blockchain, Digital Marketing, E-Learning, EdTech, Education, Sales, Training","Stockholm, Stockholms Lan, Sweden, Europe",http://aiar.com/,$1M to $10M,12743380,SEK,1497587,Early Stage Venture,5,Milky Way Cap,Milky Way Cap,1,,"157,461"
Seed Round - StreamMosaic,https://www.crunchbase.com/funding_round/streammosaic-seed--8010f3b2,StreamMosaic,https://www.crunchbase.com/organization/streammosaic,Seed,500000,USD,500000,2016-03-31,Seed,,,,Yes,Transforming the Semiconductor and Electronics Manufacturing Industries with Artificial Intelligence,,"Artificial Intelligence (AI), Electronics, Machine Learning, Manufacturing, Predictive Analytics, Semiconductor","San Jose, California, United States, North America",http://www.pdfsolutions.com,Less than $1M,1850000,USD,1850000,Seed,3,,Startup Capital Ventures,1,1,"603,379"
Seed Round - Integem,https://www.crunchbase.com/funding_round/integem-inc-seed--bebf5a33,Integem,https://www.crunchbase.com/organization/integem-inc,Seed,1000000,USD,1000000,2016-11-01,Seed,,,,Yes,"Holographic AR builds on AI and cloud technology, enabling you to vividly show off your ideas, designs, and products from any device.","Women Founded, Women Led","Artificial Intelligence (AI), Augmented Reality, Cloud Computing, EdTech, Education, Information Technology","Cupertino, California, United States, North America",https://www.integem.com,$1M to $10M,1000000,USD,1000000,Seed,1,,Wisemont Capital,1,,"603,465"
"Angel Round - Mstar Technologies, Inc.",https://www.crunchbase.com/funding_round/mstar-technologies-inc-angel--2acf853f,"Mstar Technologies, Inc.",https://www.crunchbase.com/organization/mstar-technologies-inc,Angel,3000000,CNY,431326,2016-12-29,Seed,,,,Yes,Mstar Technologies is a machine vision platform-developing company.,,"Artificial Intelligence (AI), Computer Vision, Hardware","Hangzhou, Zhejiang, China, Asia",http://www.hc-vision.cn/,,3000000,CNY,431326,Seed,1,,"Hangzhou Zhongya Machinery, Ningbo Huirun Touzi, Ningbo Runhe Xingyuan",3,,"603,498"
Seed Round - Miappi,https://www.crunchbase.com/funding_round/miappi-seed--16181bac,Miappi,https://www.crunchbase.com/organization/miappi,Seed,1050000,USD,1050000,2016-01-22,Seed,,,,Yes,"Miappi helps brands to discover authentic consumer stories, manage the digital rights and to distribute to marketing channels and ecommerce.",,"Brand Marketing, Content Marketing, E-Commerce, Machine Learning, Mobile, SaaS, Social Media, Software","London, England, United Kingdom, Europe",http://www.miappi.com,,3335307,USD,3335307,,11,,"Downing Ventures, London Co-Investment Fund",2,,"604,060"
Angel Round - Dalu Robotech,https://www.crunchbase.com/funding_round/dalu-robotech-angel--416329ea,Dalu Robotech,https://www.crunchbase.com/organization/dalu-robotech,Angel,3000000,CNY,447743,2016-10-10,Seed,,,,Yes,Dalu Robotech is a robotics company that develops security robots.,,"Artificial Intelligence (AI), Robotics, Security, Software","Haidian, Beijing, China, Asia",http://www.dalurobot.com,,3000000,CNY,447743,Seed,1,,"Yunshan Ziben, Zhulu Capital",2,,"604,876"
Pre Seed Round - xorlab,https://www.crunchbase.com/funding_round/xorlab-pre-seed--87b5ce8f,xorlab,https://www.crunchbase.com/organization/xorlab,Pre-Seed,300000,CHF,303704,2016-07-12,Seed,,,,Yes,xorlab harnesses machine intelligence to stop even the most sophisticated email attacks at first sight.,,"Cyber Security, Information Technology, Machine Learning, Software","Zürich, Zurich, Switzerland, Europe",https://www.xorlab.com,$1M to $10M,9945000,CHF,10609675,Early Stage Venture,8,"Fondation Des Fondateurs, Hasler Foundation","Fondation Des Fondateurs, Hasler Foundation",2,,"160,079"
Angel Round - sensation.io,https://www.crunchbase.com/funding_round/sensation-io-angel--31a1d3a4,sensation.io,https://www.crunchbase.com/organization/sensation-io,Angel,350000,EUR,393529,2016-09-30,Seed,,,,Yes,An omnichannel feedback software company helping organizations start making better decisions.,,"Analytics, Big Data, CRM, Data Visualization, Enterprise Software, Machine Learning, Market Research, SaaS, Software","Munich, Bayern, Germany, Europe",http://sensation.io,Less than $1M,750000,EUR,938644,Seed,2,,,,,"605,260"
Seed Round - RealBox Data Analytics,https://www.crunchbase.com/funding_round/realbox-seed--cb7baf21,RealBox Data Analytics,https://www.crunchbase.com/organization/realbox,Seed,300000,USD,300000,2016-10-02,Seed,,,,Yes,"We build Voice Assistants for Large Enterprises to do analytics, dashboard & machine Learning with Alexa, Cortana & Google Assistant",,"Analytics, Business Intelligence, Machine Learning, Predictive Analytics, SaaS, Software, Virtual Assistant","Noida, Uttar Pradesh, India, Asia",http://www.realbox.in,$1M to $10M,300000,USD,300000,Seed,1,Hyderabad Angels,Hyderabad Angels,1,,"156,899"
Debt Financing - Tupl,https://www.crunchbase.com/funding_round/tupl-debt-financing--74a71d6f,Tupl,https://www.crunchbase.com/organization/tupl,Debt Financing,1400000,USD,1400000,2016-07-28,,,,,No,Tupl automates technical customer care and network operations through AI.,Hispanic / Latine Founded,"Analytics, Artificial Intelligence (AI), Intelligent Systems, Machine Learning, Telecommunications","Bellevue, Washington, United States, North America",http://www.tupl.com/,$1M to $10M,5515000,USD,5515000,,3,,,,,"181,085"
Pre Seed Round - Lirio,https://www.crunchbase.com/funding_round/lirio-pre-seed--b9f7d304,Lirio,https://www.crunchbase.com/organization/lirio,Pre-Seed,700000,USD,700000,2016-06-15,Seed,,,,Yes,Lirio is a behavior change AI platform that delivers behavioral engagement solutions for organizations.,,"Artificial Intelligence (AI), Health Care, Information Technology, Machine Learning","Knoxville, Tennessee, United States, North America",https://lirio.com,$1M to $10M,64998708,USD,64998708,,9,,Founding Members,1,,"607,273"
Seed Round - Brightflag,https://www.crunchbase.com/funding_round/legal-shine-seed--7dc7d466,Brightflag,https://www.crunchbase.com/organization/legal-shine,Seed,1100000,USD,1100000,2016-05-01,Seed,,,,Yes,Brightflag is the AI-powered legal spend management and matter management platform for corporate legal teams.,,"Artificial Intelligence (AI), Enterprise Software, Legal, Legal Tech, SaaS, Software","Dublin, Dublin, Ireland, Europe",https://brightflag.com/,$10M to $50M,39109197,USD,39109197,Early Stage Venture,7,Tribal.vc,"500 Global, Enterprise Ireland, Tribal.vc",3,2,"607,473"
Pre Seed Round - Divinio AI,https://www.crunchbase.com/funding_round/divinio-ai-pre-seed--b0821509,Divinio AI,https://www.crunchbase.com/organization/divinio-ai,Pre-Seed,169167,USD,169167,2016-12-30,Seed,2000000,USD,2000000,Yes,Divinio is transforming sport through proprietary sensor technology and AI/ML analytics,,"Artificial Intelligence (AI), Cloud Infrastructure, Internet of Things, Machine Learning, Predictive Analytics, Sensor, Sports","Boston, Massachusetts, United States, North America",https://divinio.ai/,$1M to $10M,1169167,USD,1169167,Seed,2,,,,,"182,108"
Funding Round - IKANGAI,https://www.crunchbase.com/funding_round/ikangai-undisclosed--ac6491e5,IKANGAI,https://www.crunchbase.com/organization/ikangai,Funding Round,480000,EUR,532801,2016-06-30,,,,,Yes,IKANGAI is a consulting agency with a focus on AI related technology.,,"Artificial Intelligence (AI), Customer Service, Information Technology, Mobile, Software","Graz, Steiermark, Austria, Europe",https://www.ikangai.com,Less than $1M,1050000,EUR,1228134,Seed,6,,,,,"607,626"
