"tech";"nuts2";"nuts2_name";"count";"rca";"rel";"comp";"parent";"value";"id";"color"
"Green buildings";"AT13";"Wien";16;"0,95";"27,25";"37,46";"Green transition";16;"Green buildings";"green"
"Green buildings";"ITH1";"Provincia Autonoma di Bolzano/Bozen";0;"0";"26,02";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"MT00";"Malta";0;"0";"13,42";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"ITG1";"Sicilia";10;"2,72";"41,48";"37,46";"Green transition";10;"Green buildings";"green"
"Green buildings";"SE12";"Östra Mellansverige";23;"0,61";"22,46";"37,46";"Green transition";23;"Green buildings";"green"
"Green buildings";"UKD7";"Merseyside";1;"0,17";"14,54";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"EL43";"Kriti";0;"0";"15,88";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"FR26";"Bourgogne";0;"0";"21,15";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"BG31";"Severozapaden";0;"0";"6,49";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"UKN0";"Northern Ireland";2;"0,45";"21,36";"37,46";"Green transition";2;"Green buildings";"green"
"Green buildings";"FRY4";"Réunion";2;"4,15";"46,68";"37,46";"Green transition";2;"Green buildings";"green"
"Green buildings";"CH04";"Zürich";39;"0,96";"35,33";"37,46";"Green transition";39;"Green buildings";"green"
"Green buildings";"HU31";"Észak-Magyarország";0;"0";"15,65";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"UKD3";"Greater Manchester";8;"0,68";"22,98";"37,46";"Green transition";8;"Green buildings";"green"
"Green buildings";"ITH4";"Friuli-Venezia Giulia";12;"2,12";"57,73";"37,46";"Green transition";12;"Green buildings";"green"
"Green buildings";"ITF6";"Calabria";0;"0";"24,64";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"PL21";"Małopolskie";5;"0,95";"41,97";"37,46";"Green transition";5;"Green buildings";"green"
"Green buildings";"AT21";"Kärnten";10;"3,08";"61,29";"37,46";"Green transition";10;"Green buildings";"green"
"Green buildings";"UKL2";"East Wales";6;"0,65";"7,93";"37,46";"Green transition";6;"Green buildings";"green"
"Green buildings";"BG41";"Yugozapaden";2;"1,11";"47,93";"37,46";"Green transition";2;"Green buildings";"green"
"Green buildings";"DEA2";"Köln";29;"0,43";"18,56";"37,46";"Green transition";29;"Green buildings";"green"
"Green buildings";"EL42";"Notio Aigaio";0;"0";"1,5";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"AT32";"Salzburg";4;"1,04";"46,89";"37,46";"Green transition";4;"Green buildings";"green"
"Green buildings";"ES51";"Cataluña";21;"0,64";"13,89";"37,46";"Green transition";21;"Green buildings";"green"
"Green buildings";"CZ04";"Severozápad";1;"1,16";"29,51";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"DE24";"Oberfranken";22;"1,07";"57,56";"37,46";"Green transition";22;"Green buildings";"green"
"Green buildings";"FR62";"Midi-Pyrénées";21;"0,99";"33,2";"37,46";"Green transition";21;"Green buildings";"green"
"Green buildings";"LI00";"Liechtenstein";1;"1,05";"34,51";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"AT22";"Steiermark";17;"0,97";"38,71";"37,46";"Green transition";17;"Green buildings";"green"
"Green buildings";"ES53";"Illes Balears";4;"5,05";"47,19";"37,46";"Green transition";4;"Green buildings";"green"
"Green buildings";"PL61";"Kujawsko-Pomorskie";0;"0";"8,25";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"LV00";"Latvija";1;"0,64";"26,36";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"DEA1";"Düsseldorf";30;"0,43";"17,91";"37,46";"Green transition";30;"Green buildings";"green"
"Green buildings";"ITH3";"Veneto";48;"2,41";"66,92";"37,46";"Green transition";48;"Green buildings";"green"
"Green buildings";"BE22";"Prov. Limburg (BE)";2;"0,42";"25,17";"37,46";"Green transition";2;"Green buildings";"green"
"Green buildings";"FR21";"Champagne-Ardenne";6;"1,73";"43,26";"37,46";"Green transition";6;"Green buildings";"green"
"Green buildings";"BE35";"Prov. Namur";4;"1,53";"36,51";"37,46";"Green transition";4;"Green buildings";"green"
"Green buildings";"DEA3";"Münster";17;"0,72";"33,63";"37,46";"Green transition";17;"Green buildings";"green"
"Green buildings";"DE60";"Hamburg";17;"0,9";"23,65";"37,46";"Green transition";17;"Green buildings";"green"
"Green buildings";"UKG3";"West Midlands";5;"0,37";"24,93";"37,46";"Green transition";5;"Green buildings";"green"
"Green buildings";"CH05";"Ostschweiz";21;"1,15";"48,12";"37,46";"Green transition";21;"Green buildings";"green"
"Green buildings";"UKM5";"North Eastern Scotland";0;"0";"8,45";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"HR03";"Jadranska Hrvatska";0;"0";"17,74";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"ITC2";"Valle d'Aosta/Vallée d'Aoste";3;"7,77";"28,39";"37,46";"Green transition";3;"Green buildings";"green"
"Green buildings";"AT11";"Burgenland (AT)";5;"3,17";"51,54";"37,46";"Green transition";5;"Green buildings";"green"
"Green buildings";"RO32";"Bucureşti - Ilfov";1;"0,66";"18,79";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"DE71";"Darmstadt";33;"0,47";"10,2";"37,46";"Green transition";33;"Green buildings";"green"
"Green buildings";"UKC2";"Northumberland and Tyne and Wear";9;"1,6";"43,53";"37,46";"Green transition";9;"Green buildings";"green"
"Green buildings";"DE26";"Unterfranken";17;"0,66";"26,15";"37,46";"Green transition";17;"Green buildings";"green"
"Green buildings";"IS01";"Höfuðborgarsvæði";5;"4,5";"32,31";"37,46";"Green transition";5;"Green buildings";"green"
"Green buildings";"FR42";"Alsace";17;"1,14";"45,98";"37,46";"Green transition";17;"Green buildings";"green"
"Green buildings";"UKJ2";"Surrey, East and West Sussex";19;"0,95";"30,09";"37,46";"Green transition";19;"Green buildings";"green"
"Green buildings";"NL11";"Groningen";4;"1,36";"39,34";"37,46";"Green transition";4;"Green buildings";"green"
"Green buildings";"CH02";"Espace Mittelland";20;"0,76";"28,02";"37,46";"Green transition";20;"Green buildings";"green"
"Green buildings";"DE40";"Brandenburg";15;"0,95";"18,78";"37,46";"Green transition";15;"Green buildings";"green"
"Green buildings";"ES42";"Castilla-La Mancha";0;"0";"30,63";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"PL62";"Warmińsko-Mazurskie";0;"0";"9,9";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"NL32";"Noord-Holland";25;"1,42";"46,29";"37,46";"Green transition";25;"Green buildings";"green"
"Green buildings";"PT16";"Centro (PT)";5;"1,35";"43,97";"37,46";"Green transition";5;"Green buildings";"green"
"Green buildings";"DK02";"Sjælland";8;"1,25";"36,42";"37,46";"Green transition";8;"Green buildings";"green"
"Green buildings";"ES13";"Cantabria";1;"1,14";"31,71";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"PL41";"Wielkopolskie";4;"2,25";"44,72";"37,46";"Green transition";4;"Green buildings";"green"
"Green buildings";"SK02";"Západné Slovensko";3;"1,82";"54,05";"37,46";"Green transition";3;"Green buildings";"green"
"Green buildings";"PL51";"Dolnośląskie";1;"0,28";"14,49";"37,46";"Green transition";1;"Green buildings";"green"
"Green buildings";"UKK4";"Devon";3;"1,03";"47,13";"37,46";"Green transition";3;"Green buildings";"green"
"Green buildings";"PL43";"Lubuskie";0;"0";"8,93";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"ITH5";"Emilia-Romagna";34;"1,24";"38,34";"37,46";"Green transition";34;"Green buildings";"green"
"Green buildings";"BG33";"Severoiztochen";0;"0";"7,16";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"DE12";"Karlsruhe";35;"0,53";"26,22";"37,46";"Green transition";35;"Green buildings";"green"
"Green buildings";"FR83";"Corse";0;"0";"7,54";"37,46";"Green transition";0;"Green buildings";"green"
"Green buildings";"UKE1";"East Yorkshire and Northern Lincolnshire";7;"2,16";"41,24";"37,46";"Green transition";7;"Green buildings";"green"
"Greenhouse gas capture";"ES22";"Comunidad Foral de Navarra";0;"0";"23,44";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FRY4";"Réunion";0;"0";"25,43";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"LU00";"Luxembourg";1;"0,83";"22,24";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKG2";"Shropshire and Staffordshire";1;"1,02";"27,85";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DK01";"Hovedstaden";23;"3,04";"75,28";"25,14";"Green transition";23;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DK04";"Midtjylland";1;"0,21";"12,62";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES61";"Andalucía";4;"2,45";"62,04";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE13";"Freiburg";2;"0,25";"9,76";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEA2";"Köln";6;"0,42";"31,11";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NO07";"Nord-Norge";0;"0";"12,94";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE92";"Hannover";10;"1,62";"52,36";"25,14";"Green transition";10;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES62";"Región de Murcia";0;"0";"32,43";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"RO41";"Sud-Vest Oltenia";0;"0";"2,69";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKK1";"Gloucestershire, Wiltshire and Bristol/Bath area";8;"1,34";"64,03";"25,14";"Green transition";8;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE71";"Darmstadt";21;"1,43";"72,1";"25,14";"Green transition";21;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL63";"Dytiki Ellada";0;"0";"27,2";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKL1";"West Wales and The Valleys";0;"0";"28,9";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITF6";"Calabria";1;"3,76";"62,93";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"BG32";"Severen tsentralen";0;"0";"10,08";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITF5";"Basilicata";0;"0";"9,65";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL22";"Gelderland";4;"1,59";"62,75";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKJ1";"Berkshire, Buckinghamshire and Oxfordshire";15;"1,78";"61,55";"25,14";"Green transition";15;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES12";"Principado de Asturias";3;"7,51";"62,83";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEB1";"Koblenz";0;"0";"15,46";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEF0";"Schleswig-Holstein";2;"0,51";"25,94";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES41";"Castilla y León";0;"0";"29,02";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EE00";"Eesti";0;"0";"33,01";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"HU10";"Közép-Magyarország";1;"0,43";"11,09";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES70";"Canarias";0;"0";"33,26";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEA4";"Detmold";0;"0";"11,41";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES51";"Cataluña";7;"1,03";"9,32";"25,14";"Green transition";7;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE94";"Weser-Ems";1;"0,3";"11,59";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CH06";"Zentralschweiz";2;"0,66";"9,96";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL42";"Zachodniopomorskie";0;"0";"7,05";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL42";"Limburg (NL)";5;"1,53";"67,35";"25,14";"Green transition";5;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR25";"Basse-Normandie";4;"5,02";"67,12";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKD1";"Cumbria";0;"0";"7,71";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"SI04";"Vzhodna Slovenija";0;"0";"20,55";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKM6";"Highlands and Islands";0;"0";"10,02";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITI4";"Lazio";6;"2,47";"55,78";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"RO22";"Sud-Est";0;"0";"6";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR22";"Picardie";0;"0";"17,96";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL52";"Opolskie";1;"10,85";"46,79";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"AT12";"Niederösterreich";6;"1,79";"55,09";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"HR03";"Jadranska Hrvatska";0;"0";"20,33";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"RO12";"Centru";0;"0";"5,78";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE80";"Mecklenburg-Vorpommern";0;"0";"40,92";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE60";"Hamburg";4;"1,02";"11,72";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL51";"Anatoliki Makedonia, Thraki";0;"0";"16,22";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR30";"Nord - Pas-de-Calais";4;"1,74";"24,15";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"SE32";"Mellersta Norrland";0;"0";"34,91";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKK2";"Dorset and Somerset";1;"0,88";"8,23";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKC1";"Tees Valley and Durham";2;"1,51";"82,83";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKM3";"South Western Scotland";0;"0";"14";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE50";"Bremen";0;"0";"23,95";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"RO31";"Sud - Muntenia";0;"0";"9,17";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITF2";"Molise";0;"0";"16,67";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITC1";"Piemonte";4;"1,04";"19,89";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITG2";"Sardegna";1;"5,03";"47,51";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES24";"Aragón";0;"0";"27,33";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DK05";"Nordjylland";0;"0";"14,07";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL12";"Mazowieckie";1;"0,76";"30,86";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"AT31";"Oberösterreich";6;"1,25";"50,97";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE14";"Tübingen";0;"0";"9,82";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"SE21";"Småland med öarna";1;"0,61";"22,56";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CH07";"Ticino";10;"8,42";"68,89";"25,14";"Green transition";10;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL61";"Ipeiros";0;"0";"2,65";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES64";"Ciudad Autónoma de Melilla";0;"0";"0,02";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"AT34";"Vorarlberg";0;"0";"9,01";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"LT00";"Lietuva";0;"0";"32,63";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITH2";"Provincia Autonoma di Trento";1;"1,88";"52,33";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PT15";"Algarve";0;"0";"16,07";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITC4";"Lombardia";20;"2,01";"77,78";"25,14";"Green transition";20;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL52";"Kentriki Makedonia";0;"0";"28,62";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"AT22";"Steiermark";2;"0,55";"25,66";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"IE02";"Southern and Eastern";8;"2,1";"41,32";"25,14";"Green transition";8;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"HU21";"Közép-Dunántúl";0;"0";"13,25";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL30";"Attiki";1;"0,99";"40,83";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKL2";"East Wales";3;"1,56";"38,08";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CY00";"Kýpros";0;"0";"19,83";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEB2";"Trier";0;"0";"22,65";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKD4";"Lancashire";0;"0";"13,91";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE73";"Kassel";0;"0";"21,89";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CZ01";"Praha";0;"0";"26,83";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKF1";"Derbyshire and Nottinghamshire";0;"0";"21,03";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE72";"Gießen";0;"0";"35,41";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR82";"Provence-Alpes-Côte d'Azur";2;"0,4";"37,08";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES21";"País Vasco";2;"1,65";"67,81";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"HU32";"Észak-Alföld";0;"0";"18,26";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CZ03";"Jihozápad";0;"0";"30,53";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL13";"Drenthe";0;"0";"25,26";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR23";"Haute-Normandie";1;"0,45";"23,01";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CZ07";"Střední Morava";0;"0";"37,94";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL22";"Śląskie";0;"0";"33,73";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DED2";"Dresden";0;"0";"29,26";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE25";"Mittelfranken";6;"0,57";"11,04";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITF1";"Abruzzo";0;"0";"17,67";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL41";"Voreio Aigaio";0;"0";"0,36";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKF3";"Lincolnshire";0;"0";"23,59";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"BG42";"Yuzhen tsentralen";0;"0";"15,51";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKD7";"Merseyside";1;"0,8";"12,75";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR51";"Pays de la Loire";2;"0,73";"12,37";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NO01";"Oslo og Akershus";6;"2,31";"69,61";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE27";"Schwaben";2;"0,31";"25,01";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL53";"Dytiki Makedonia";0;"0";"15,1";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEC0";"Saarland";0;"0";"25,29";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FRY2";"Martinique";0;"0";"0,71";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKJ3";"Hampshire and Isle of Wight";2;"0,46";"8,39";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NO06";"Trøndelag";11;"8,67";"67,26";"25,14";"Green transition";11;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE30";"Berlin";2;"0,23";"9,78";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CH01";"Région lémanique";9;"1,14";"38,49";"25,14";"Green transition";9;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CH05";"Ostschweiz";1;"0,26";"12,09";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"CZ05";"Severovýchod";0;"0";"30,11";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL11";"Łódzkie";0;"0";"23,11";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL33";"Świętokrzyskie";0;"0";"27,54";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"EL54";"Thessalia";0;"0";"25,84";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"IS02";"Landsbyggð";1;"5,76";"58,11";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL21";"Overijssel";3;"2,37";"80,37";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DED5";"Leipzig";2;"1,95";"71,8";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITC2";"Valle d'Aosta/Vallée d'Aoste";0;"0";"0,75";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DE11";"Stuttgart";3;"0,12";"24,87";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL31";"Utrecht";3;"1,46";"70,36";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES52";"Comunidad Valenciana";6;"2,77";"71,94";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"HU31";"Észak-Magyarország";0;"0";"23,38";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PL51";"Dolnośląskie";1;"1,33";"46,86";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITF3";"Campania";1;"0,85";"16,62";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL41";"Noord-Brabant";15;"0,87";"4,02";"25,14";"Green transition";15;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ES23";"La Rioja";0;"0";"10,95";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR61";"Aquitaine";3;"0,9";"46,53";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"ITI1";"Toscana";4;"1,38";"46,08";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKG1";"Herefordshire, Worcestershire and Warwickshire";0;"0";"25,46";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NL34";"Zeeland";2;"3,37";"68,93";"25,14";"Green transition";2;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"IE01";"Border, Midland and Western";0;"0";"7,9";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"SE23";"Västsverige";5;"0,6";"28,73";"25,14";"Green transition";5;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"NO02";"Hedmark og Oppland";0;"0";"23,86";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PT18";"Alentejo";0;"0";"11,77";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR43";"Franche-Comté";1;"0,74";"26,04";"25,14";"Green transition";1;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"BE33";"Prov. Liège";7;"4,98";"72,65";"25,14";"Green transition";7;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DEA3";"Münster";3;"0,61";"49,84";"25,14";"Green transition";3;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"PT17";"Lisboa";0;"0";"38,64";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FRY3";"Guyane";0;"0";"13,32";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKE4";"West Yorkshire";4;"2,98";"62,8";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FR63";"Limousin";0;"0";"29,22";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"FI20";"Åland";0;"0";"15,5";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"AT13";"Wien";6;"1,7";"57,02";"25,14";"Green transition";6;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"DED4";"Chemnitz";0;"0";"36,11";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"SK03";"Stredné Slovensko";0;"0";"15,66";"25,14";"Green transition";0;"Greenhouse gas capture";"green"
"Greenhouse gas capture";"UKH1";"East Anglia";4;"0,45";"9,88";"25,14";"Green transition";4;"Greenhouse gas capture";"green"
