"tech";"nuts2";"nuts2_name";"count";"rca";"rel";"comp";"parent";"value";"id";"color"
"Biocides";"HU22";"Nyugat-Dunántúl";0;"0";"21,17";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"DE60";"Hamburg";22;"0,98";"12,97";"44,34";"Green transition";22;"Biocides";"green"
"Biocides";"UKK3";"Cornwall and Isles of Scilly";3;"1,68";"59,44";"44,34";"Green transition";3;"Biocides";"green"
"Biocides";"FR82";"Provence-Alpes-Côte d'Azur";45;"1,57";"60,74";"44,34";"Green transition";45;"Biocides";"green"
"Biocides";"UKH1";"East Anglia";26;"0,51";"29,53";"44,34";"Green transition";26;"Biocides";"green"
"Biocides";"FI1C";"Etelä-Suomi";8;"0,54";"29,65";"44,34";"Green transition";8;"Biocides";"green"
"Biocides";"FR23";"Haute-Normandie";1;"0,08";"17,33";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"BE32";"Prov. Hainaut";4;"0,62";"31,83";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"UKK1";"Gloucestershire, Wiltshire and Bristol/Bath area";11;"0,32";"6,84";"44,34";"Green transition";11;"Biocides";"green"
"Biocides";"ITF6";"Calabria";3;"1,97";"63,68";"44,34";"Green transition";3;"Biocides";"green"
"Biocides";"LU00";"Luxembourg";0;"0";"19,08";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"PL33";"Świętokrzyskie";0;"0";"16,47";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"CH02";"Espace Mittelland";18;"0,57";"14,23";"44,34";"Green transition";18;"Biocides";"green"
"Biocides";"ES64";"Ciudad Autónoma de Melilla";0;"0";"0,04";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"SK03";"Stredné Slovensko";1;"1,06";"23,82";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"ES43";"Extremadura";0;"0";"20,21";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"PL32";"Podkarpackie";0;"0";"18,52";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"DE25";"Mittelfranken";10;"0,16";"2,2";"44,34";"Green transition";10;"Biocides";"green"
"Biocides";"PL22";"Śląskie";3;"0,89";"34,1";"44,34";"Green transition";3;"Biocides";"green"
"Biocides";"FR72";"Auvergne";4;"0,23";"18,94";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"EL43";"Kriti";0;"0";"22,8";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"UKJ1";"Berkshire, Buckinghamshire and Oxfordshire";135;"2,79";"57,82";"44,34";"Green transition";135;"Biocides";"green"
"Biocides";"SE21";"Småland med öarna";0;"0";"9,77";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"EL42";"Notio Aigaio";0;"0";"7,25";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"PT30";"Região Autónoma da Madeira";0;"0";"7,47";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"ES53";"Illes Balears";0;"0";"18,61";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"CH05";"Ostschweiz";7;"0,32";"16,01";"44,34";"Green transition";7;"Biocides";"green"
"Biocides";"BE22";"Prov. Limburg (BE)";7;"1,22";"56,88";"44,34";"Green transition";7;"Biocides";"green"
"Biocides";"FR62";"Midi-Pyrénées";26;"1,02";"35,71";"44,34";"Green transition";26;"Biocides";"green"
"Biocides";"UKD7";"Merseyside";23;"3,2";"55,5";"44,34";"Green transition";23;"Biocides";"green"
"Biocides";"BE35";"Prov. Namur";5;"1,59";"59,61";"44,34";"Green transition";5;"Biocides";"green"
"Biocides";"BG31";"Severozapaden";0;"0";"5,16";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"ITF1";"Abruzzo";4;"1,15";"59,3";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"NL11";"Groningen";4;"1,13";"68,26";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"UKI1";"Inner London";8;"0,12";"13,38";"44,34";"Green transition";8;"Biocides";"green"
"Biocides";"FR61";"Aquitaine";51;"2,66";"81,5";"44,34";"Green transition";51;"Biocides";"green"
"Biocides";"CZ02";"Střední Čechy";3;"0,84";"23,43";"44,34";"Green transition";3;"Biocides";"green"
"Biocides";"ES61";"Andalucía";25;"2,68";"79,47";"44,34";"Green transition";25;"Biocides";"green"
"Biocides";"BG33";"Severoiztochen";0;"0";"9,11";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"DED4";"Chemnitz";0;"0";"6,63";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"DEA5";"Arnsberg";26;"0,62";"15,47";"44,34";"Green transition";26;"Biocides";"green"
"Biocides";"UKM3";"South Western Scotland";5;"0,84";"54,32";"44,34";"Green transition";5;"Biocides";"green"
"Biocides";"SI04";"Vzhodna Slovenija";3;"1,61";"46,15";"44,34";"Green transition";3;"Biocides";"green"
"Biocides";"FR22";"Picardie";15;"1,16";"52,09";"44,34";"Green transition";15;"Biocides";"green"
"Biocides";"DE22";"Niederbayern";1;"0,05";"7";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"ITC3";"Liguria";21;"3,43";"48,5";"44,34";"Green transition";21;"Biocides";"green"
"Biocides";"PL52";"Opolskie";0;"0";"14,59";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"SK04";"Východné Slovensko";2;"2,22";"57,68";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"CH04";"Zürich";31;"0,63";"24,07";"44,34";"Green transition";31;"Biocides";"green"
"Biocides";"DE11";"Stuttgart";7;"0,05";"4,97";"44,34";"Green transition";7;"Biocides";"green"
"Biocides";"BE23";"Prov. Oost-Vlaanderen";67;"3,64";"68,04";"44,34";"Green transition";67;"Biocides";"green"
"Biocides";"UKC1";"Tees Valley and Durham";4;"0,53";"30,17";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"EL53";"Dytiki Makedonia";0;"0";"4,07";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"ES52";"Comunidad Valenciana";38;"3,06";"78,39";"44,34";"Green transition";38;"Biocides";"green"
"Biocides";"RO32";"Bucureşti - Ilfov";2;"1,09";"38,92";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"UKD6";"Cheshire";17;"1,85";"72,89";"44,34";"Green transition";17;"Biocides";"green"
"Biocides";"NL12";"Friesland (NL)";0;"0";"28,15";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"ITF5";"Basilicata";1;"2,06";"49,25";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"DE12";"Karlsruhe";108;"1,36";"46,37";"44,34";"Green transition";108;"Biocides";"green"
"Biocides";"SE32";"Mellersta Norrland";0;"0";"10,62";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"ITC2";"Valle d'Aosta/Vallée d'Aoste";0;"0";"2,13";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"PL31";"Lubelskie";1;"0,95";"30,5";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"UKL1";"West Wales and The Valleys";5;"1,09";"52,21";"44,34";"Green transition";5;"Biocides";"green"
"Biocides";"UKF3";"Lincolnshire";2;"0,79";"15,18";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"PL41";"Wielkopolskie";4;"1,87";"53,97";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"EL65";"Peloponnisos";1;"5,02";"45,85";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"LT00";"Lietuva";1;"0,55";"31,57";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"BG32";"Severen tsentralen";0;"0";"8,8";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"AT22";"Steiermark";6;"0,29";"18,49";"44,34";"Green transition";6;"Biocides";"green"
"Biocides";"ES70";"Canarias";5;"3,79";"50,22";"44,34";"Green transition";5;"Biocides";"green"
"Biocides";"UKE3";"South Yorkshire";2;"0,36";"24,75";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"UKJ2";"Surrey, East and West Sussex";9;"0,38";"11";"44,34";"Green transition";9;"Biocides";"green"
"Biocides";"ES22";"Comunidad Foral de Navarra";5;"1,41";"60,02";"44,34";"Green transition";5;"Biocides";"green"
"Biocides";"UKE1";"East Yorkshire and Northern Lincolnshire";14;"3,61";"67,16";"44,34";"Green transition";14;"Biocides";"green"
"Biocides";"DE26";"Unterfranken";45;"1,46";"45,91";"44,34";"Green transition";45;"Biocides";"green"
"Biocides";"DE21";"Oberbayern";43;"0,22";"2,19";"44,34";"Green transition";43;"Biocides";"green"
"Biocides";"AT11";"Burgenland (AT)";0;"0";"19,36";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"NO03";"Sør-Østlandet";1;"0,13";"25,3";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"LV00";"Latvija";1;"0,54";"31,2";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"PT16";"Centro (PT)";2;"0,45";"55,17";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"DEB3";"Rheinhessen-Pfalz";409;"7,23";"75,21";"44,34";"Green transition";409;"Biocides";"green"
"Biocides";"RO21";"Nord-Est";0;"0";"4,29";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"SE23";"Västsverige";12;"0,25";"21,62";"44,34";"Green transition";12;"Biocides";"green"
"Biocides";"CZ06";"Jihovýchod";4;"1,26";"56,83";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"NL42";"Limburg (NL)";13;"0,7";"38,41";"44,34";"Green transition";13;"Biocides";"green"
"Biocides";"UKC2";"Northumberland and Tyne and Wear";7;"1,04";"56,78";"44,34";"Green transition";7;"Biocides";"green"
"Biocides";"AT34";"Vorarlberg";0;"0";"5,75";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"FR71";"Rhône-Alpes";141;"1,63";"59,52";"44,34";"Green transition";141;"Biocides";"green"
"Biocides";"FR24";"Centre";8;"0,59";"22,35";"44,34";"Green transition";8;"Biocides";"green"
"Biocides";"PL62";"Warmińsko-Mazurskie";0;"0";"48,78";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"DE24";"Oberfranken";4;"0,16";"6,12";"44,34";"Green transition";4;"Biocides";"green"
"Biocides";"BE10";"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest";8;"0,53";"38,82";"44,34";"Green transition";8;"Biocides";"green"
"Biocides";"FI19";"Länsi-Suomi";5;"0,23";"15,18";"44,34";"Green transition";5;"Biocides";"green"
"Biocides";"HR03";"Jadranska Hrvatska";1;"1,15";"49,76";"44,34";"Green transition";1;"Biocides";"green"
"Biocides";"AT31";"Oberösterreich";2;"0,07";"9,65";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"ES11";"Galicia";2;"0,61";"64,13";"44,34";"Green transition";2;"Biocides";"green"
"Biocides";"UKL2";"East Wales";6;"0,54";"14,9";"44,34";"Green transition";6;"Biocides";"green"
"Biocides";"SK02";"Západné Slovensko";0;"0";"21,26";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"HU31";"Észak-Magyarország";0;"0";"18,62";"44,34";"Green transition";0;"Biocides";"green"
"Biocides";"UKK4";"Devon";3;"0,86";"24,27";"44,34";"Green transition";3;"Biocides";"green"
"Biocides";"BE25";"Prov. West-Vlaanderen";6;"0,66";"30,04";"44,34";"Green transition";6;"Biocides";"green"
"Biocides";"NO06";"Trøndelag";3;"0,41";"11,28";"44,34";"Green transition";3;"Biocides";"green"
"Biofuels";"DK03";"Syddanmark";12;"1,06";"31,97";"35,79";"Green transition";12;"Biofuels";"green"
"Biofuels";"DE11";"Stuttgart";123;"1,23";"20,99";"35,79";"Green transition";123;"Biofuels";"green"
"Biofuels";"DK01";"Hovedstaden";105;"3,45";"59,19";"35,79";"Green transition";105;"Biofuels";"green"
"Biofuels";"ITH5";"Emilia-Romagna";19;"0,82";"34,53";"35,79";"Green transition";19;"Biofuels";"green"
"Biofuels";"AT33";"Tirol";19;"3,88";"55,47";"35,79";"Green transition";19;"Biofuels";"green"
"Biofuels";"CH03";"Nordwestschweiz";39;"1,21";"26,77";"35,79";"Green transition";39;"Biofuels";"green"
"Biofuels";"UKI2";"Outer London";10;"0,81";"20,71";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"IS01";"Höfuðborgarsvæði";2;"2,15";"39,01";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"UKG2";"Shropshire and Staffordshire";2;"0,51";"22,33";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"ITC3";"Liguria";2;"0,47";"35,54";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"DEB2";"Trier";0;"0";"26,48";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"EL62";"Ionia Nisia";0;"0";"1,28";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"DE93";"Lüneburg";19;"2,29";"41,44";"35,79";"Green transition";19;"Biofuels";"green"
"Biofuels";"FRY1";"Guadeloupe";0;"0";"6";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"AT12";"Niederösterreich";11;"0,82";"25,01";"35,79";"Green transition";11;"Biofuels";"green"
"Biofuels";"FR26";"Bourgogne";3;"0,78";"34,14";"35,79";"Green transition";3;"Biofuels";"green"
"Biofuels";"CZ03";"Jihozápad";1;"0,8";"37,74";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"HR04";"Kontinentalna Hrvatska";0;"0";"20,63";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"PL51";"Dolnośląskie";1;"0,33";"35,3";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"ES51";"Cataluña";10;"0,37";"14,67";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"FR53";"Poitou-Charentes";6;"1,65";"52,53";"35,79";"Green transition";6;"Biofuels";"green"
"Biofuels";"SI03";"Zahodna Slovenija";1;"0,3";"33,26";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"AT21";"Kärnten";10;"3,67";"30,1";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"EL41";"Voreio Aigaio";0;"0";"0,18";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"HU21";"Közép-Dunántúl";0;"0";"26,38";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"NO07";"Nord-Norge";1;"1,12";"27,58";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"ITF3";"Campania";4;"0,85";"38,89";"35,79";"Green transition";4;"Biofuels";"green"
"Biofuels";"DK04";"Midtjylland";16;"0,82";"30,59";"35,79";"Green transition";16;"Biofuels";"green"
"Biofuels";"AT34";"Vorarlberg";7;"0,77";"26,21";"35,79";"Green transition";7;"Biofuels";"green"
"Biofuels";"PL41";"Wielkopolskie";2;"1,34";"31,68";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"PT18";"Alentejo";2;"3,71";"24,32";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"ITI3";"Marche";1;"0,32";"29,47";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"ITF5";"Basilicata";0;"0";"23,81";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"BE10";"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest";17;"1,6";"60,58";"35,79";"Green transition";17;"Biofuels";"green"
"Biofuels";"DE23";"Oberpfalz";21;"0,76";"21,75";"35,79";"Green transition";21;"Biofuels";"green"
"Biofuels";"ITI1";"Toscana";5;"0,43";"20,56";"35,79";"Green transition";5;"Biofuels";"green"
"Biofuels";"ES21";"País Vasco";7;"1,44";"41,83";"35,79";"Green transition";7;"Biofuels";"green"
"Biofuels";"CH01";"Région lémanique";16;"0,5";"20,37";"35,79";"Green transition";16;"Biofuels";"green"
"Biofuels";"UKD4";"Lancashire";4;"0,81";"27,43";"35,79";"Green transition";4;"Biofuels";"green"
"Biofuels";"ES70";"Canarias";2;"2,16";"45,04";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"NL34";"Zeeland";3;"1,26";"40,84";"35,79";"Green transition";3;"Biofuels";"green"
"Biofuels";"CZ07";"Střední Morava";2;"1,15";"47,06";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"NL41";"Noord-Brabant";14;"0,2";"5,52";"35,79";"Green transition";14;"Biofuels";"green"
"Biofuels";"NL22";"Gelderland";17;"1,69";"53,6";"35,79";"Green transition";17;"Biofuels";"green"
"Biofuels";"UKM2";"Eastern Scotland";10;"1,02";"34,01";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"BE22";"Prov. Limburg (BE)";7;"1,75";"44,6";"35,79";"Green transition";7;"Biofuels";"green"
"Biofuels";"HU10";"Közép-Magyarország";3;"0,33";"26,02";"35,79";"Green transition";3;"Biofuels";"green"
"Biofuels";"PL43";"Lubuskie";0;"0";"14,35";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"FR22";"Picardie";4;"0,44";"29,07";"35,79";"Green transition";4;"Biofuels";"green"
"Biofuels";"IS02";"Landsbyggð";2;"2,87";"41,4";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"UKD1";"Cumbria";0;"0";"22,26";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"FI1B";"Helsinki-Uusimaa";101;"2,39";"50,2";"35,79";"Green transition";101;"Biofuels";"green"
"Biofuels";"UKJ4";"Kent";4;"0,91";"46,87";"35,79";"Green transition";4;"Biofuels";"green"
"Biofuels";"DEF0";"Schleswig-Holstein";16;"1,02";"23,45";"35,79";"Green transition";16;"Biofuels";"green"
"Biofuels";"PT20";"Região Autónoma dos Açores";0;"0";"12,5";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"DE91";"Braunschweig";21;"1,02";"32,36";"35,79";"Green transition";21;"Biofuels";"green"
"Biofuels";"FR81";"Languedoc-Roussillon";12;"1,41";"63,93";"35,79";"Green transition";12;"Biofuels";"green"
"Biofuels";"MT00";"Malta";0;"0";"20,58";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"DEG0";"Thüringen";10;"0,79";"32,77";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"PL61";"Kujawsko-Pomorskie";1;"1,54";"22,96";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"PT11";"Norte";3;"0,62";"41,91";"35,79";"Green transition";3;"Biofuels";"green"
"Biofuels";"PL12";"Mazowieckie";10;"1,9";"54,95";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"PT15";"Algarve";0;"0";"23,13";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"NO05";"Vestlandet";4;"0,72";"38,69";"35,79";"Green transition";4;"Biofuels";"green"
"Biofuels";"BG34";"Yugoiztochen";0;"0";"10,13";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"BE21";"Prov. Antwerpen";8;"0,49";"38,98";"35,79";"Green transition";8;"Biofuels";"green"
"Biofuels";"SE31";"Norra Mellansverige";9;"1,47";"49,96";"35,79";"Green transition";9;"Biofuels";"green"
"Biofuels";"UKN0";"Northern Ireland";0;"0";"38,89";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"CZ08";"Moravskoslezsko";0;"0";"28,6";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"ITH3";"Veneto";11;"0,66";"52,23";"35,79";"Green transition";11;"Biofuels";"green"
"Biofuels";"DE72";"Gießen";12;"1,41";"47,74";"35,79";"Green transition";12;"Biofuels";"green"
"Biofuels";"CZ02";"Střední Čechy";8;"3,19";"29,59";"35,79";"Green transition";8;"Biofuels";"green"
"Biofuels";"ES23";"La Rioja";0;"0";"12,56";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"FR62";"Midi-Pyrénées";19;"1,07";"55,39";"35,79";"Green transition";19;"Biofuels";"green"
"Biofuels";"FR10";"Île de France";132;"0,91";"33,5";"35,79";"Green transition";132;"Biofuels";"green"
"Biofuels";"UKD3";"Greater Manchester";5;"0,51";"23,89";"35,79";"Green transition";5;"Biofuels";"green"
"Biofuels";"FR82";"Provence-Alpes-Côte d'Azur";13;"0,65";"35,97";"35,79";"Green transition";13;"Biofuels";"green"
"Biofuels";"ITH4";"Friuli-Venezia Giulia";11;"2,32";"51,66";"35,79";"Green transition";11;"Biofuels";"green"
"Biofuels";"CH06";"Zentralschweiz";8;"0,66";"25,16";"35,79";"Green transition";8;"Biofuels";"green"
"Biofuels";"ES13";"Cantabria";0;"0";"19,76";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"DEA1";"Düsseldorf";43;"0,74";"49,89";"35,79";"Green transition";43;"Biofuels";"green"
"Biofuels";"UKH3";"Essex";9;"1,39";"30,76";"35,79";"Green transition";9;"Biofuels";"green"
"Biofuels";"PL42";"Zachodniopomorskie";0;"0";"17,54";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"DEA5";"Arnsberg";20;"0,68";"36,53";"35,79";"Green transition";20;"Biofuels";"green"
"Biofuels";"BE33";"Prov. Liège";8;"1,42";"51,2";"35,79";"Green transition";8;"Biofuels";"green"
"Biofuels";"ITH1";"Provincia Autonoma di Bolzano/Bozen";8;"5,21";"45,29";"35,79";"Green transition";8;"Biofuels";"green"
"Biofuels";"UKM6";"Highlands and Islands";0;"0";"19,46";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"DE73";"Kassel";4;"0,57";"41,95";"35,79";"Green transition";4;"Biofuels";"green"
"Biofuels";"DK05";"Nordjylland";5;"0,64";"19,51";"35,79";"Green transition";5;"Biofuels";"green"
"Biofuels";"DED2";"Dresden";16;"1,21";"40,85";"35,79";"Green transition";16;"Biofuels";"green"
"Biofuels";"SE22";"Sydsverige";27;"0,74";"28,26";"35,79";"Green transition";27;"Biofuels";"green"
"Biofuels";"ES30";"Comunidad de Madrid";21;"1,22";"41,43";"35,79";"Green transition";21;"Biofuels";"green"
"Biofuels";"EL54";"Thessalia";0;"0";"14,04";"35,79";"Green transition";0;"Biofuels";"green"
"Biofuels";"EL64";"Sterea Ellada";1;"10,37";"12,25";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"DEC0";"Saarland";6;"1,1";"40,07";"35,79";"Green transition";6;"Biofuels";"green"
"Biofuels";"FR25";"Basse-Normandie";2;"0,63";"45,98";"35,79";"Green transition";2;"Biofuels";"green"
"Biofuels";"NL21";"Overijssel";14;"2,76";"50,51";"35,79";"Green transition";14;"Biofuels";"green"
"Biofuels";"FI1D";"Pohjois- ja Itä-Suomi";10;"0,77";"34,66";"35,79";"Green transition";10;"Biofuels";"green"
"Biofuels";"ITH2";"Provincia Autonoma di Trento";1;"0,47";"30,17";"35,79";"Green transition";1;"Biofuels";"green"
"Biofuels";"ES42";"Castilla-La Mancha";2;"1,85";"39,25";"35,79";"Green transition";2;"Biofuels";"green"
