"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL13","Food chemistry",11,4.16,52.39,23.41,"north"
"NL11","Furniture, games",4,0.4,32.82,21.01,"north"
"NL12","Furniture, games",6,0.7,39.27,21.01,"north"
"NL13","Furniture, games",4,0.91,50.77,21.01,"north"
"NL11","Green technologies",26,0.83,27.79,30.5,"north"
"NL12","Green technologies",39,1.45,29.56,30.5,"north"
"NL13","Green technologies",10,0.72,43.45,30.5,"north"
"NL11","Handling",28,1.62,23.83,5.51,"north"
"NL12","Handling",55,3.72,39.75,5.51,"north"
"NL13","Handling",19,2.5,42.98,5.51,"north"
"NL11","IT methods for management",1,0.2,10.57,66.85,"north"
"NL12","IT methods for management",3,0.71,12.13,66.85,"north"
"NL11","Machine tools",8,0.6,29.27,9.28,"north"
"NL12","Machine tools",9,0.79,44.53,9.28,"north"
"NL13","Machine tools",9,1.53,49.57,9.28,"north"
"NL11","Macromolecular chemistry, polymers",25,1.89,59.7,2.35,"north"
"NL12","Macromolecular chemistry, polymers",14,1.23,64.14,2.35,"north"
"NL13","Macromolecular chemistry, polymers",11,1.88,59.59,2.35,"north"
"NL11","Materials, metallurgy",7,0.6,37.67,15.18,"north"
"NL12","Materials, metallurgy",7,0.69,59.53,15.18,"north"
"NL13","Materials, metallurgy",4,0.77,62.97,15.18,"north"
"NL11","Measurement",27,0.82,45.27,55.7,"north"
"NL12","Measurement",19,0.68,23.03,55.7,"north"
"NL13","Measurement",13,0.9,42.89,55.7,"north"
"NL11","Mechanical elements",10,0.49,19.25,18.34,"north"
"NL12","Mechanical elements",10,0.57,35.54,18.34,"north"
"NL13","Mechanical elements",9,1,41.07,18.34,"north"
"NL11","Medical technology",56,2.06,34.4,46.92,"north"
"NL12","Medical technology",8,0.34,31.12,46.92,"north"
"NL13","Medical technology",9,0.75,35.9,46.92,"north"
"NL11","Micro-structural and nano-technology",4,2.38,37.74,39.02,"north"
"NL11","Optics",17,1.96,24.44,44.4,"north"
"NL12","Optics",2,0.27,21.78,44.4,"north"
"NL13","Optics",2,0.52,31.08,44.4,"north"
"NL11","Organic fine chemistry",26,1.59,71.53,28.6,"north"
"NL12","Organic fine chemistry",1,0.07,55.91,28.6,"north"
"NL13","Organic fine chemistry",3,0.41,52.47,28.6,"north"
"NL12","Other consumer goods",9,0.88,42.21,24.43,"north"
"NL13","Other consumer goods",1,0.19,41.41,24.43,"north"
"NL11","Other special machines",26,1.04,36.62,0,"north"
"NL12","Other special machines",49,2.29,50.27,0,"north"
"NL13","Other special machines",19,1.73,53.61,0,"north"
"NL11","Pharmaceuticals",51,2.52,87.76,46.22,"north"
"NL12","Pharmaceuticals",1,0.06,52.43,46.22,"north"
"NL13","Pharmaceuticals",8,0.89,57.48,46.22,"north"
"NL11","Semiconductors",4,0.77,35.12,38.72,"north"
"NL13","Semiconductors",3,1.31,25.2,38.72,"north"
"NL11","Surface technology, coating",9,0.8,38.69,6.81,"north"
"NL12","Surface technology, coating",18,1.87,48.44,6.81,"north"
"NL13","Surface technology, coating",5,1.01,52.7,6.81,"north"
"NL11","Telecommunications",1,0.08,8.69,99.51,"north"
"NL12","Telecommunications",4,0.39,6.01,99.51,"north"
"NL11","Textile and paper machines",8,0.97,47.65,9.06,"north"
"NL12","Textile and paper machines",19,2.69,55.94,9.06,"north"
"NL13","Textile and paper machines",3,0.82,60.91,9.06,"north"
"NL11","Thermal processes and apparatus",15,1.67,10.72,19.47,"north"
"NL12","Thermal processes and apparatus",6,0.78,41.23,19.47,"north"
"NL13","Thermal processes and apparatus",20,5.06,36.77,19.47,"north"
"NL11","Transport",8,0.27,17.92,28.35,"north"
"NL12","Transport",11,0.44,32.38,28.35,"north"
"NL13","Transport",4,0.31,40.26,28.35,"north"
"north","Analysis of biological materials",21,1.67904761904762,44.1452380952381,44.56,"north"
"north","Audio-visual technology",6,0.39,13.0066666666667,79.82,"north"
"north","Basic materials chemistry",60,1.53966666666667,56.2386666666667,11.54,"north"
"north","Biotechnology",73,2.09917808219178,55.3178082191781,42,"north"
"north","Chemical engineering",41,1.11536585365854,49.440243902439,13.92,"north"
"north","Civil engineering",53,1.77207547169811,36.5877358490566,18,"north"
"north","Computer technology",19,0.557368421052632,12.7484210526316,90.45,"north"
"north","Control",12,0.921666666666667,19.9216666666667,58.99,"north"
"north","Digital communication",18,0.483333333333333,4.15944444444444,100,"north"
"north","Electrical machinery, apparatus, energy",32,0.50625,26.8596875,29.41,"north"
"north","Engines, pumps, turbines",21,0.65,36.86,36.32,"north"
"north","Environmental technology",34,2.32411764705882,47.2891176470588,23.27,"north"
"north","Food chemistry",58,4.68568965517241,64.4572413793103,23.41,"north"
"north","Furniture, games",14,0.674285714285714,40.7128571428571,21.01,"north"
"north","Green technologies",75,1.13773333333333,30.7984,30.5,"north"
"north","Handling",102,2.91627450980392,35.9814705882353,5.51,"north"
"north","IT methods for management",4,0.5825,11.74,66.85,"north"
"north","Machine tools",26,0.987692307692308,41.5792307692308,9.28,"north"
"north","Macromolecular chemistry, polymers",50,1.703,60.919,2.35,"north"
"north","Materials, metallurgy",18,0.672777777777778,51.7933333333333,15.18,"north"
"north","Measurement",59,0.792542372881356,37.5835593220339,55.7,"north"
"north","Mechanical elements",29,0.675862068965517,31.6389655172414,18.34,"north"
"north","Medical technology",73,1.71,34.2254794520548,46.92,"north"
"north","Micro-structural and nano-technology",4,2.38,37.74,39.02,"north"
"north","Optics",21,1.66190476190476,24.8190476190476,44.4,"north"
"north","Organic fine chemistry",30,1.42133333333333,69.1033333333333,28.6,"north"
"north","Other consumer goods",10,0.811,42.13,24.43,"north"
"north","Other special machines",94,1.83106382978723,47.1695744680851,0,"north"
"north","Pharmaceuticals",60,2.26166666666667,83.1338333333333,46.22,"north"
"north","Semiconductors",7,1.00142857142857,30.8685714285714,38.72,"north"
"north","Surface technology, coating",32,1.4346875,46.3634375,6.81,"north"
"north","Telecommunications",5,0.328,6.546,99.51,"north"
"north","Textile and paper machines",30,2.04433333333333,54.2263333333333,9.06,"north"
"north","Thermal processes and apparatus",41,3.19341463414634,27.8921951219512,19.47,"north"
"north","Transport",23,0.358260869565217,28.7208695652174,28.35,"north"
